학부,제목,링크,내용,작성일
전자컴퓨터공학부,2024학년도 2학기 기말고사 응원「이천원의 저녁밥」이용 안내(~12/23),https://eceng.jnu.ac.kr/bbs/eceng/3287/902406/artclView.do,"2024학년도 2학기 기말고사 기간 학생들의 건강을 증진하여 학업에 전념할 수 있도록  천원의 아침밥 과 함께  이천원 저녁밥 을 제공하오니 학생 여러분께서는 많이 이용해 주시기 바랍니다. 1. 제공 기간 (※ 공휴일, 토 일요일 제외)  - 2024. 12. 10.(화) ~ 12. 23.(월) [2주간]2. 이용장소 및 이용시간 - 제1학생마루: 17:00~19:00 - 햇들마루 식당: 17:30~19:003. 이용대상: 재학생(학부 및 대학원생만 가능) ※ 교직원은 대상이 아니며 조 석식 이용을 원하는 경우 현장 결재 후 이용",2024-12-10 16:14:24.0
전자컴퓨터공학부,2025학년도 1학기 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집 안내(1/2~10),https://eceng.jnu.ac.kr/bbs/eceng/3287/902302/artclView.do,"2025학년도 1학기 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집을 안내하오니 많은 신청바랍니다.1. 학 석사학위연계과정 및 학 석박사학위통합연계과정  : 전남대학교 학칙 제19조 제5항에 의거 학사학위과정과 대학원 교과과정을 상호 연계하여 졸업(수료)학점을 취득함으로써 학사 및 대학원 수업연한을 단축하여 학사학위와 대학원 학위 취득이 가능한 학사제도 2. 모집학과 : 전 학과(의학과, 수의학과 제외) 3. 지원자격 및 특전사항구 분주 요 내 용지원자격□ 지원가능학과 : 학부과정의 주(복수)전공에 해당하는 대학원 학과(전",2024-12-10 11:04:15.0
전자컴퓨터공학부,2024학년도 2학기 응원장학생 선발 안내(12/16~23 18:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/902255/artclView.do,"가. 지원대상: 학부 재학생 중 가계곤란 등의 사유로 등록금 지원이 필요한 자 1) 소득분위 0~1분위: 국가장학금, 법정장학(국가유공 및 북한이탈), 복지장학 등 지원 자격 미달*로 인해 장학금 지원을 받지 못한 경우    * 성적 및 이수학점 조건 미충족, 국가장학금 수혜횟수(8회) 초과자, 국장 신청기간 미준수 등 2) 최근 1년 이내 부모의 폐업, 실직 등으로 인한 긴급 가계곤란 사유가 발생한 경우나. 지원규모: 가계곤란 정도에 따라 예산 범위 내에서 차등 지원가계곤란 정도장학명장학금액비 고상응원장학1등록금 전액(수업료1+수",2024-12-10 10:17:49.0
전자컴퓨터공학부,2025학년도 2학기 국제인턴(델라웨어주립대-디즈니)프로그램 참가 안내(~12/22),https://eceng.jnu.ac.kr/bbs/eceng/3287/902195/artclView.do,"우리 대학 학생들의 국제적 현장 실무 감각 및 업무 수행 능력 증진을 위한 2025학년도 2학기 미국 델라웨어주립대-디즈니 프로그램 참가자를 모집하고자 하오니, 신청 바랍니다. 1. 파견기간: 2025학년도 2학기 (2025. 7. 8. ~ 2026. 1. 15.)2. 파견기관: 미국 델라웨어주립대(Delaware State University) 및 디즈니 월드 리조트3. 프로그램 내용: 미국 델라웨어주립대 단기 강의 수강 및 디즈니 월드 리조트 인턴십4. 추진일정 가. 접수마감: 2024. 12. 22.(일) 나. 접수방법: 국제",2024-12-09 17:35:54.0
전자컴퓨터공학부,AI 로보틱스 아카데미 5기 모집 안내(~12/29),https://eceng.jnu.ac.kr/bbs/eceng/3287/902178/artclView.do,,2024-12-09 16:49:37.0
전자컴퓨터공학부,건양대학교병원 바이오메디컬AI 교육 참가자 모집 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/901784/artclView.do,,2024-12-03 15:29:16.0
전자컴퓨터공학부,24년 2학기 연구활동종사자 온라인 안전 교육 안내(~12/24),https://eceng.jnu.ac.kr/bbs/eceng/3287/901241/artclView.do,"과학기술분야 실험 실습, 연구개발 활동에 참여하는 연구활동 종사자는 연구실안전법 제20조에 따라 안전교육을 반드시 이수하여야 합니다. 연구실안전관리 센터에서는 연구활동 종사자의 안전사고 예방을 위하여 안전교육 참여를 아래와 같이 안내 및 이수 독려하오니, 반드시 해당 교육 이수 바랍니다.가. 교육 대상: 교수(교원), 조교, 직원, 대학(원)생 등 5,805명  ※ 안전교육 이수율: 12,536명 중 6,731명 이수 (2024.11.25.기준, 53.7%)나. 교육 방법: 온라인 안전교육  - 전남대학교 포털 / 교육훈련 / 연구",2024-11-26 13:38:58.0
전자컴퓨터공학부,2025년도「꿈 실현금 인생학교」대학생 멘토 모집 안내(~11/24),https://eceng.jnu.ac.kr/bbs/eceng/3287/900999/artclView.do,"재단법인 전남미래교육재단은 전라남도교육청 출자 출연 기관으로 도내 재학 중인 초, 중, 고등학생을 대상으로 「꿈 실현금」을 지원하는 장학사업을 하고 있습니다.또한, 학생들이 「꿈 실현금」을 자기주도적으로 사용하도록 「꿈 실현 인생학교」 프로그램을 운영하고 있습니다. 이에 실질적인 도움을 줄 수 있는  꿈 실현  대학생 멘토를 다음과 같이 모집하고자 하오니 학부생 및 대학원생 여러분들의 많은 관심과 참여 바랍니다. 가. 프로그램 개요 1) 프로그램명: 2025년도 「꿈 실현금 인생학교」 2) 운영 기간: 2025. 1. ~ 2026.",2024-11-22 09:16:19.0
전자컴퓨터공학부,2024학년도 학부생 대학 종합 만족도 조사 실시 안내(~12/6),https://eceng.jnu.ac.kr/bbs/eceng/3287/900880/artclView.do,"대학본부에서는 우리 대학의 교육 서비스 개선을 위하여 「2024학년도 학부생 대학 종합 만족도 조사」를 다음과 같이 실시하오니 많은 학생의 참여 바랍니다.가. 조사 개요조사기간2024. 11. 18.(월)~12. 6.(금)조사대상학부생조사방법- 온라인 설문조사  접속방법: #9312; 홈페이지 및 포털, 전남대스토어 배너창 클릭, #9313; 홈페이지 공지사항 확인- 학부생용 설문지 국문/영문 선택 제공",2024-11-21 11:24:17.0
전자컴퓨터공학부,2025학년도 1학기 1차 국가근로장학금 학생 신청 기간 안내(~12/26),https://eceng.jnu.ac.kr/bbs/eceng/3287/900876/artclView.do,2025학년도 1학기 1차 국가근로장학금 학생 신청 기간을 다음과 같이 안내하오니 해당 학생들의 신청 바랍니다. 가. 신청기간: '24. 11. 21.(목) 09:00 ~ 12. 26.(목) 18:00나. 신청자격: 대한민국 국적을 소지한 자 중 대학교에 재학 중인 학생으로 다음의 기본 요건을 충족한 학생  - 성적요건: 직전학기 성적 1.75(70점/100점 만점) 이상  - 학자금 지원구간: 9구간 이하다. 신청방법: 한국장학재단 홈페이지 및 모바일 앱을 이용하여 신청  ※ 상세 신청방법  붙임  참고라. 근로기간: 2025.,2024-11-21 11:21:57.0
전자컴퓨터공학부,2025학년도 1학기 국가장학금 1차 신청 안내(~12/26 18:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/900447/artclView.do,"2025학년도 1학기 국가장학금 1차 신청 일정을 다음과 같이 안내하오니, 해당 학생들의 국가장학금 신청 바랍니다.가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생 * 재학생은 국가장학금 1차 신청이 원칙(재학 중 2회에 한해 2차 신청으로 수혜 가능)나. 신청기간: '24. 11. 21.(목) ~ 12. 26.(목) 18:00 - 서류제출 및 가구원 정보제공 동의 기간:  '24. 11. 21.(목) ~ '25. 1. 2.(목) 18:00  ※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시 마감  ※ 여수",2024-11-18 17:17:02.0
전자컴퓨터공학부,관정이종환교육재단 2025학년도 국내대학 장학생 선발 안내(~11/27 18:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/900359/artclView.do,"관정이종환교육재단 2025학년도 국내대학 장학생 선발계획에 의거, 재학생 중 선발요건에  적격한 학생들의 신청 바랍니다.가. 추천인원: 학부 재학생 5명 내외(최종 선발인원은 아니며, 3차 선발과정을 거쳐 최종 확정) - 계열별 추천인원 비율: 자연 이공계열 80%, 인문 사회계열 20%나. 장학금액: 학기당 최대 600만원[재단 제반규정에 저촉되지 않는 한 최대 4학기 지원]다. 지원자격 - 대한민국 국적 보유자로서 대한민국에서 고등학교를 졸업한 자 - 2025학년도 1학기에 5학기(3학년 1학기) 진학 예정인 자  - 학부 1",2024-11-18 09:34:22.0
전자컴퓨터공학부,[소프트웨어중심대학사업단] 소중마일리지 신청 안내(~12/1),https://eceng.jnu.ac.kr/bbs/eceng/3287/900351/artclView.do,"1. 신청 일정  - 신청기간: 24.11.18.(월) ~ 12.01.(일) 23:59  - 1차발표: 24.12.11.(수)(예정)  - 이의신청: 24.12.11.(수) ~ 12.13.(금)(예정)  - 최종발표: 24.12.16.(월)(예정)  - 지급일자: 24.12월 중2. 사업대상: SW중심대학사업단 참여학과 17개 재학생 및 SW학과, SW융합전공 부.복수전공 재학생(현재 기준 재학생 신분이어야 함)* 참여학과 재학생만 마일리지 신청 사이트 접속 가능 * 전자컴퓨터공학부 1학년 마일리지 신청 가능 * 자율전공학부 - 복",2024-11-18 09:20:57.0
전자컴퓨터공학부,NHN 아카데미 Java Backend 개발과정 10기 연수생 모집,https://eceng.jnu.ac.kr/bbs/eceng/3287/900182/artclView.do,"가. 지원 자격- 종일 연수 가능자- 과정 수료 후 6개월 내 입사 가능자- 만 31세 이하 청년(지역 소재 대학 우선)- IT 계열 졸업 예정자 및 졸업자 우대(1년 이내 우선)    * 비전공자 또한 지원가능하나 JAVA 프로그래밍 경험이 있어야 합니다.    * 재학생 학점부여는 대상학과만 가능합니다.       (대상학과 : 컴퓨터공학과, 인공지능학과, 컴퓨터통계학과, 정보통신공학부, 전자공학부)나. 접수 기간:  2024.11.18.(월) ~ 2025.01.17.(금)다. 선발심사(코딩테스트 및 기술면접): 2025.01.",2024-11-14 11:33:40.0
전자컴퓨터공학부,2024학년도 학생생활상담센터 외국인 유학생 1:1 심리상담(비대면) 실시 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/900134/artclView.do,"학생생활상담센터에서 외국인 유학생 전담 객원상담원을 운영하여 1:1 심리상담(비대면)을 아래와 같이 실시하오니 심리상담이 필요한 외국인 유학생의 적극 바랍니다.가. 기간: 2024년 11월 8일(금)~ 2025년 1월 ※ 관련 예산 소진시 사업 종료나. 대상: 재학 중인 외국인 유학생 학부생 및 대학원생다. 방법: 외국인 유학생 전담 객원상담원(3명) 운영으로 1:1 비대면 심리상담(ZOOM 등) 실시  ※ 영어 상담 제공, 그 외 언어는 추후 계획 예정라. 신청 절차 및 방법 #9312; 상담센터 홈페이지 접속(https://co",2024-11-13 16:19:32.0
전자컴퓨터공학부,동절기 난방기기 운영 안내(2024.11.18.~2025.3.7.),https://eceng.jnu.ac.kr/bbs/eceng/3287/899744/artclView.do,"▶ 난방기간: 2024. 11. 18. ~ 2025. 03. 07.(74일, 공휴일 제외)▶ 난방온도: 실내평균 18℃ 이하 유지▶ 중앙 난방기기 운영 기준  ○ 난방실시: 외기온도 5℃ 이하  ○ 난방중단: 실내온도 18℃ 이상  ○ 난방시간: 08:30 ~ 17:50(외기온도에 유동적 대응)▶ 개별 난방기기 제어: 점심시간(11:50), 퇴근 전 후(17:50, 22:00) 실내기 자동 OFF▶ 사용자 준수사항: 난방 기준에 따른 적정온도 준수, 부재 시 OFF 등 조치",2024-11-07 16:08:10.0
전자컴퓨터공학부,2024학년도 동계 계절학기 자유학기(자유교과목) 운영 계획 안내(신청: ~11/13),https://eceng.jnu.ac.kr/bbs/eceng/3287/899497/artclView.do,"2024학년도 동계 계절학기 자유학기(자유교과목) 운영 계획을 붙임과 같이 수립하여 시행하오니, 희망하는 학생들은 기한 내에 신청바랍니다.가. 신청자격: 우리대학 정규학기 2학기 이상 등록한 학생(최종학기 신청 가능)나. 대상학기: 2024학년도 동계 계절학기다. 신청기간: 2024. 11. 6.(수) ~ 11. 13.(수) 18:00까지라. 수강과목: 자유과제 1,2,3,4,8 교과목  ※ 2024학년도 동계 계절학기부터 계절학기 중 수강교과목 확대 운영마. 신청방법: 주제 선정 및 학과(부) 방문 담당 지도교수 배정 신청서 및",2024-11-05 14:40:51.0
전자컴퓨터공학부,[공학교육혁신센터] 2024  Capstone Design 경진대회 개최 안내(신청: 11/11~28 17:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/899233/artclView.do,"공학교육혁신센터에서는 학부 과정을 통해 습득한 이론과 설계 능력을 바탕으로 하나의 시스템을 기획, 설계, 제작할 수 있는 창의력과 종합적 설계 능력을 갖춘 실무중심의 엔지니어를 양성하고, 학생들의 기술개발 및 학습의욕을 고취시키기 위해 『2024 Capstone Design 경진대회』 다음과 같이 진행하고자 합니다. - 다   음 -가. 명    칭: 2024 Capstone Design 경진대회나. 일    시: [예선] 2024. 12. 3.(화) ~ 12. 4.(수), 서면심사                [본선] 2024. 1",2024-11-01 09:23:26.0
전자컴퓨터공학부,2024년 하반기 대학원 총장명예장학(CNU GS-PHF) 선발 안내(~11/15 17:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/899097/artclView.do,"2024학년도 하반기 대학원 총장명예장학(CNU GS-PHF) 선발 계획을 다음과 같이 안내하오니 많은 신청 바랍니다.   1. 지원자격    가. 선정기준 : 본부 및 학과 선정기준에 모두 충족하는 2025학년도 전기 일반대학원 석 박사통합과정 신입생(합격자)과정본부 선정기준(기준1, 2 모두 충족 필요)학과 선정기준석 박사통합[기준1] 동일 계열 학과 졸업생 + 전일제 학생[기준2] 학부 졸업평점 3.75(4.5만점) 이상인 학생▶전자컴퓨터공학과 : 학과장 추천서 제출▶지능전자컴퓨터공학과 : 학과장 추천서 제출※ 학과 심사 후",2024-10-30 16:34:54.0
전자컴퓨터공학부,2024 전남대학교 국제교류의 날 행사 안내(11/6 13:00~17:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/899009/artclView.do,"우리 대학 외국인 유학생과 외국인 교원에게 한국 문화를 알리고 유학생 본국의 문화를 소개하여 상호 교류 이해 및 축제의 장을 마련하기 위한 「2024년 전남대학교 국제교류의 날」 행사를 다음과 같이 개최합니다. 행사로 인하여 소음이 발생할 수 있으니 양해하여 주시기 바랍니다.가. 행 사 명 : 「2024년 전남대학교 국제교류의 날」나. 일    시 : 2024. 11. 6.(수) 13:00 ~ 17:00다. 장    소 : 용봉관(역사관) 앞 잔디밭라. 참가대상 : 외국인 유학생, 외국인 교원, 교내 구성원 등마. 주요프로그램 :",2024-10-29 17:57:28.0
전자컴퓨터공학부,"국제학생증 ISIC  발급비 지원행사 안내(방문신청: 11/4~6 10:00~15:00, 온라인신청: 11/1~14)",https://eceng.jnu.ac.kr/bbs/eceng/3287/898958/artclView.do,"국제학생증 ISIC(International Student Identity Card) 무료발급 행사 안내를 다음과 같이 알려드리니 관심있는 학생들의 신청 바랍니다. 가. 발급 대상: 전남대학교 재(휴)학생 나. 온라인 신청: 2024. 11. 1.(금) ~ 11. 14.(목) 다. 방문 신청: 2024. 11. 4.(월) ~ 11. 6.(수) 10:00 ~ 15:00   공과대학 시계탑 앞, 인문대와 경영대 사이 벤치 앞, 후문체육관 반대쪽 인도, 스토리움 카페 앞 라. 발급 절차 1) 하나은행 마이브랜치 방문 : isic.co.k",2024-10-29 11:27:53.0
전자컴퓨터공학부,"용봉캠퍼스 순간 정전 알림(10/26 9:00, 13:00)",https://eceng.jnu.ac.kr/bbs/eceng/3287/898273/artclView.do,"용봉캠퍼스에 전력을 공급하는 전용선로 한국전력공사 변전실 차단기 동작 특성시험 관련하여 현재 사용중인 전용선로에서 예비선로로 변경하기 위한 학내 주변전실 절체작업에 따른 교내 순간정전(2회)이 발생할 예정이오니 정전으로 인한 피해가 발생하지 않도록 적극 협조하여 주시기 바랍니다.가. 정전일시: 2024. 10. 26.(토) 09:00(1회, 정전시간 1초), 13:00(2회, 정전시간 1초)나. 정전사유: 북광주S/S 전용D/L 25.8kV 가스차단기 동작 특성 시험 점검다. 담당자 연락처: 시설과 담당자(062-530-1242)",2024-10-21 14:46:16.0
전자컴퓨터공학부,2024학년도 2학기 도전장학생(비상) 선발 안내(~10/29),https://eceng.jnu.ac.kr/bbs/eceng/3287/898224/artclView.do,"2024학년도 2학기 도전장학생(비상) 선발을 다음과 같이 시행하오니 많은 학생들의 지원바랍니다. 가. 선발인원(예정): 101명(학부재학생 96명, 외국인학생 5명)나. 장학금액(1인당): 1,800천원다. 접수기간: 2024. 10. 22.(화) 09:00~ 10. 29.(화) 18:00라. 신청방법전남대학교포털사이트(http://portal.jnu.ac.kr)에 로그인 후   교육지원   내학사행정  장학   도전장학   장학금신청에 접속하여 도전계획서 작성 및 제출마. 선발계획: 붙임파일 및 홈페이지 공지사항 공고 붙임 20",2024-10-21 10:53:25.0
전자컴퓨터공학부,취업연계형 「해외 일경험 지원사업」참여청년 모집 안내(~10/24 11:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/898197/artclView.do,"우리 대학 학생들의 해외 일경험 대한 이해 증진 및 진로 탐색을 위한 「2024학년도 동계 및 2025학년도 1학기 취업연계형 해외 일경험 지원사업(In Korea, In Japan) 참여청년」을 아래와 같이 모집합니다. 가. 실 습 명: 한국산업인력공단 해외일경험지원사업나. 지원자격: 대학교 2학년 2학기 이상 재학생 또는 휴학생 이면서 아래의 조건을 만족하는 학생  ※서비스분야: JLT N2 수준의 생활회화 가능자/ 조리분야: 일본어능력 초급다. 실습내용: 취업연계형 표준현장실습 학기제라. 실습기간: 단기(2025. 01. 02",2024-10-21 09:36:59.0
전자컴퓨터공학부,포스코 스틸브릿지 2024학년도 동계 현장실습교육과정 지원자 추천 안내(~10/24 14:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/897998/artclView.do,"우리 대학 학생들의 산업 현장에 대한 이해 증진 및 진로 탐색을 위한 「포스코 스틸브릿지 2024학년도 동계 현장실습학기제」 모집을 아래와 같이 안내하오니 많은 학생들의 참여 바랍니다.가. 실습기업(관)명: 포스코 스틸브릿지나. 모집인원: 총 40명[이공계 30명, 인문계 10명]다. 모집기간: 2024. 10. 14.(월)   10. 24.(목) 14:00라. 실습기간: 2025. 01. 20.(월)   02. 21.(금) [5주]마. 모집안내 1) 모집분야분 야직 무전 공이공생산기술금속/재료/신소재,화학/화공설비기술기계, 전기/",2024-10-17 11:49:05.0
전자컴퓨터공학부,삼성 청년 SW 아카데미 인턴십 모집 공고 안내(신청: 10/14~11/4),https://eceng.jnu.ac.kr/bbs/eceng/3287/897698/artclView.do,,2024-10-15 11:31:44.0
전자컴퓨터공학부,2025학년도 전기 일반대학원 입학 설명회 안내(지능전자컴퓨터공학과: 4단계 BK21 사업 선정 학과),https://eceng.jnu.ac.kr/bbs/eceng/3287/897614/artclView.do,2025학년도 전기 일반대학원 입학 설명회 안내- 지능전자컴퓨터공학과 - 2025학년도 전기 일반대학원 신입생 모집과 관련하여 입학설명회 자료를 붙임과 같이 첨부하오니 일반대학원 지능전자컴퓨터공학과 입학에 관심 있는 학생들의 확인 바랍니다. ▷ 대학원 소개 : 지능전자컴퓨터공학과 소개 및 대학원 과정 안내▷ 연구실 소개 : 지능전자컴퓨터공학과 16개 연구실 소개▷ 지원 및 혜택 : 전남대학교 재원 지원 및 혜택 안내▷ 대학원 입학 안내 : 2025학년도 전기 일반대학원 일반전형 입학 안내      지능전자컴퓨터공학과는 4단계 BK2,2024-10-14 16:41:19.0
전자컴퓨터공학부,2025학년도 전기 일반대학원 입학 설명회 안내(전자컴퓨터공학과 컴퓨터정보통신전공),https://eceng.jnu.ac.kr/bbs/eceng/3287/897613/artclView.do,2025학년도 전기 일반대학원 입학 설명회 안내- 전자컴퓨터공학과 컴퓨터정보통신전공 -  2025학년도 전기 일반대학원 신입생 모집과 관련하여 입학설명회 자료를 붙임과 같이 첨부하오니 일반대학원 전자컴퓨터공학과 컴퓨터정보통신전공 입학에 관심 있는 학생들의 참고 바랍니다. ▷ 대학원 소개 : 전자컴퓨터공학과 컴퓨터정보통신전공 소개 및 대학원 과정 안내▷ 연구실 소개 : 전자컴퓨터공학과 컴퓨터정보통신전공 7개 연구실 소개▷ 지원 및 혜택 : 전남대학교 재원 지원 및 혜택 안내▷ 대학원 입학 안내 : 2025학년도 전기 일반대학원 일반전,2024-10-14 16:39:29.0
전자컴퓨터공학부,2025학년도 전기 일반대학원 입학 설명회 안내(전자컴퓨터공학과 전자공학전공),https://eceng.jnu.ac.kr/bbs/eceng/3287/897612/artclView.do,2025학년도 전기 일반대학원 입학 설명회 안내- 전자컴퓨터공학과 전자공학전공 -  2025학년도 전기 일반대학원 신입생 모집과 관련하여 입학설명회 자료를 붙임과 같이 첨부하오니 일반대학원 전자컴퓨터공학과 전자공학전공 입학에 관심 있는 학생들의 참고 바랍니다. ▷ 대학원 소개 : 전자컴퓨터공학과 전자공학전공 소개 및 대학원 과정 안내▷ 연구실 소개 : 전자컴퓨터공학과 전자공학전공 13개 연구실 소개▷ 지원 및 혜택 : 전남대학교 재원 지원 및 혜택 안내▷ 대학원 입학 안내 : 2025학년도 전기 일반대학원 일반전형 입학 안내   ※,2024-10-14 16:38:16.0
