학부,제목,링크,내용,작성일
수학과,2024학년도 전기(2025년 2월) 학부 졸업(수료)대상자 유보 신청 안내,https://math.jnu.ac.kr/bbs/math/2076/903719/artclView.do,2024학년도 전기(2025년 2월) 학부 졸업(수료) 대상자 중 2025학년도 1학기 학적사항을  재학 으로 유지하고자 희망하는 학생에게 졸업(수료) 유보를 신청할 수 있도록 신청기간 및 유보비 납부 방법을 안내합니다. □ 졸업(수료) 유보 신청 및 유보비 납부 □가. 유보 신청 기간 : 2024. 12. 12.(목) ~ 2025. 1. 2.(목) 18:00까지 [추가 신청기간 없음]나. 유보비 납부기간[고지서 발행] : 2025. 1. 8.(수) ~ 1. 10.(금) 16:00까지 [추가 납부기간 없음]※ 고지서 발행(학생 개별,2024-12-19 15:24:09.0
수학과,2025학년도 1학기 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집,https://math.jnu.ac.kr/bbs/math/2076/902385/artclView.do,2025학년도 1학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집을 붙임과 같이 안내합니다.아울러 연계과정자로 선발된 경우 학부연구생지원 장학금 신청이 가능하오니 관심 있는 많은 지원 바랍니다. ▢ 일정 및 지원절차 ▢구  분일  정절차 및 방법비  고지원서 접수 25. 1. 2.(목)~ 1. 10.(금)지원자 ⇨ 단과대학 행정실#9312;연계과정 지원서#9313;지원학과 지도예정교수 추천서#9314;성적확인서(*당해학기 포함)#9315;연구활동계획서전형(심사) 25. 1. 13.(월)~ 1. 17.(금)대학원 모,2024-12-10 14:28:25.0
수학과,2024학년도 전기(2025년 2월) 졸업예정자 대상 졸업시험 1차 결과 및 2차 시험 일정안내,https://math.jnu.ac.kr/bbs/math/2076/901878/artclView.do,"2024학년도 전기(2025년 2월) 졸업예정자 대상 졸업시험 2차 시험 일정을 아래와 같이 안내드립니다.  -일 시 : 24. 12. 13. (금) 14:00~15:00-장 소 : 자1-310호  1차 시험 결과는 첨부파일에서 확인하시기 바랍니다. 최종결과 불합격자는 2차 시험 응시 대상자이며,2차 시험에서는 1차에서 불합격한 과목만 응시하면 됩니다. ※ 2차 시험 이후 추가 시험 없습니다.",2024-12-04 15:23:00.0
수학과,2025학년도 1학기 국가장학금 1차 신청,https://math.jnu.ac.kr/bbs/math/2076/900485/artclView.do,"1. 관련: 한국장학재단 국가장학부-4339(2024.11.15.)2. 2025학년도 1학기 국가장학금 1차 신청 일정을 다음과 같이 안내합니다.가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생* 재학생은 국가장학금 1차 신청이 원칙(재학 중 2회에 한해 2차 신청으로 수혜 가능)나. 신청기간: '24. 11. 21.(목) ~ 12. 26.(목) 18:00- 서류제출 및 가구원 정보제공 동의 기간:  '24. 11. 21.(목) ~ '25. 1. 2.(목) 18:00※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은",2024-11-19 09:55:41.0
수학과,2024학년도 전기(2025년 2월) 졸업예정자 대상 졸업시험 안내,https://math.jnu.ac.kr/bbs/math/2076/899831/artclView.do,"2024학년도 전기(2025년 2월) 졸업예정자 대상 졸업시험 일정을 아래와 같이 안내합니다.해당 학생은 '24.11.11(월)~24.11.15(금)' 학과실 방문하여 졸업시험 신청서에 졸업시험 응시과목을 체크하시기 바랍니다. - 일시 : 2024.11.29.(금) 14:00~15:00 (1시간)- 장소 : 자연대 1호관 310호 - 응시과목 : 위상수학, 미분적분학, 고급해석학, 현대대수학, 선형대수학 중 택2 - 합격기준 : 응시한 두 과목 모두 70점 이상이어야 합격 (두 과목 평균이 아님. )  -  졸업시험 면제 기준을 충",2024-11-08 15:57:56.0
수학과,2025학년도 전기 일반대학원 신입생 모집요강 안내,https://math.jnu.ac.kr/bbs/math/2076/896726/artclView.do,2025학년도 전기 일반대학원 입학전형 모집요강전형 주요일정구   분일   정비 고인터넷원서접수'24. 10. 2.(수) 09:00 ~ 10. 16.(수) 18:00전남대 홈페이지전형일'24. 10. 30.(수)모집단위별 지정장소합격자발표'24. 11. 12.(화) 15:00 예정전남대 홈페이지등록기간'25. 1. 20.(월) 09:00 ~ 1. 23.(목) 16:00전남대 지정은행,2024-09-30 10:03:36.0
수학과,2024학년도 2학기 수강취소 안내,https://math.jnu.ac.kr/bbs/math/2076/896038/artclView.do,2024학년도 2학기 수강취소와 관련하여 다음과 같이 안내합니다.- 기간: 2024. 9. 26.(목) 09:00 ~ 9. 27.(금) 17:00- 절차: 학생이 포털에서 수강취소 신청,2024-09-23 14:03:28.0
수학과,2024학년도 2학기 교과구분정정,https://math.jnu.ac.kr/bbs/math/2076/895186/artclView.do,"휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발, 모집단위간 이동(전과) 및 국내 타대학 교류로 인한 교과구분이 상이한 학생에 대하여 다음과 같이 교과구분 정정을 실시합니다.교과구분정정 신청 서식을 9월 27일 금요일까지 학과실로 제출 바랍니다.",2024-09-11 14:15:50.0
수학과,2024학년도 2학기 추가 등록 및 휴복학 신청 기간 안내,https://math.jnu.ac.kr/bbs/math/2076/893789/artclView.do,2024학년도 제2학기 등록기간( 24. 8. 20. ~ 8. 23.)내에 등록금을 납부하지 못한 학생과 학자금 대출 신청한 학생을 위하여 다음과 같이 추가 등록기간을 설정 안내합니다.가. 기간: 2024. 9. 10.(화) ~ 9. 12.(목) 16:00 [3일간]나. 등록장소: 광주은행 및 농협 전국 본 지점(지역농협 포함)※ 등록금고지서는 우편 발송되지 않음(분할납부도 발송안됨)다. 유의사항1) 2024. 2학기 정부보증 학자금 대출을 받아 등록을 하는 학생은 등록기간내에 등록금이 납부될 수 있도록 신청2) 2024. 2학기,2024-08-30 14:54:24.0
수학과,2024학년도 2학기 국가장학금 2차 신청 안내,https://math.jnu.ac.kr/bbs/math/2076/892323/artclView.do,"가. 신청대상: 신입생, 편입생, 재입학생, 복학생 및 1차 신청을 놓친 재학생*,        * 재학생은 국가장학금 1차 신청이 원칙이며, 재학 중 2회에 한하여 구제신청제도를 통한 2차 신청 가능  나. 신청기간: 2024. 8. 14.(수) ~ 9. 11.(수) 18:00      - 서류제출 및 가구원 정보제공 동의 기간: 2024. 8. 14.(수) ~ 9. 19.(목) 18:00        ※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시에 마감        ※ 여수캠퍼스 학생:  전남대학교(본교)  선택",2024-08-14 16:17:31.0
수학과,2024학년도 교직과정 복수(연계)전공 이수예정자 선발 안내,https://math.jnu.ac.kr/bbs/math/2076/892321/artclView.do,2024학년도 교직과정 복수(연계)전공 이수예정자 선발을 안내합니다. 해당사항 있는 학생은 2024.9.6(금)까지 수학과 학과실로 교직과정 복수전공 이수신청서를 제출하시길 바랍니다.-다음 일정(면접 등)은 추후 공지,2024-08-14 16:06:14.0
수학과,2024학년도 수학과 교직과정 이수자 선발자,https://math.jnu.ac.kr/bbs/math/2076/892320/artclView.do,"2024학년도 수학과 교직과정 이수자 선발자를 붙임과 같이 안내합니다.선발자 대상으로 교직설명회를 다음과 같이 개최하고자 하오니, 선발학생은 반드시 참석 바랍니다.가. 일시: 2024. 9. 2.(월) 16:00~17:30나. 장소: [광주] 사범대학 교육융합관 3층 303호(교직강의실)다. 내용: 교직과정 이수 전반에 관한 사항(당일 「교직이수 가이드북」 제공)선발자는 교직이수에 차질이 없도록 학사관리에 만전을 기하여 주시기 바랍니다.기타 문의 사항은 학과사무실 또는 전남대학교 교직부(062-530-5922)로 문의하시기 바랍니다",2024-08-14 16:02:49.0
수학과,"2024학년도 2학기 부·복수(연계)·융합전공, 마이크로디그리 취소 신청 및 이수자 선발",https://math.jnu.ac.kr/bbs/math/2076/882506/artclView.do,"2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 신청 및 이수자 선발을 아래와 같이 시행합니다.업무 구분추진 일자비고비고공고2024. 6. 25.(화)공문시행 및 홈페이지 공고 취소 신청2024. 7. 8.(월) ~ 7. 10.(수)학생(직접 인터넷 신청)마이크로디그리는취소 신청 및 승인절차 없음취소자 명단 제출2024. 7. 12.(금) 12:00대학, 융합전공   본부 학사과취소 승인2024. 7. 12.(금)본부 학사과   대학, 융합전공신청2024. 7. 15.(월) ~ 7. 17.(수)학생(직접 인터넷",2024-07-04 17:25:03.0
수학과,2024학년도 2학기 모집단위간이동(전과) 실시 안내,https://math.jnu.ac.kr/bbs/math/2076/882503/artclView.do,2024학년도 2학기 모집단위간이동(전과)을 다음과 같이 실시합니다.가. 주요 일정구분일정비고공고2024. 6. 28.(금)홈페이지원서 접수2024. 7. 10.(수) ~ 7. 12.(금)포털 신청전출 심사 및 승인2024. 7. 15.(월) ~ 7. 17.(수)학과(부) 및 대학전출 사정부 제출2024. 7. 18.(목)까지대학   본부전출 합격자 발표2024. 7. 19.(금)홈페이지전입 심사 및 승인2024. 7. 22.(월) ~ 7. 24.(수)학과(부) 및 대학전입 대상자 내신 후 명단 제출2024. 7. 25.(목)까지대,2024-07-04 17:20:25.0
수학과,2024학년도 교직과정 이수예정자 추가 접수 안내,https://math.jnu.ac.kr/bbs/math/2076/882108/artclView.do,"2024학년도 수학과 교직과정 이수예정자 추가 접수를 안내합니다. - 선발대상 : 2024년도 2학년 1학기 재적생- 지원자격 : 총 평점 3.5이상자로 1학년 1학기, 2학기, 2학년 1학기 정규학기에 이수학점이 48학점 이상인 학생위 지원자격에 해당되는 교직이수 희망 학생은  2024. 7. 9. (화) 11:00 까지 교직이수신청서를 수학과 사무실로 제출하기 바랍니다.※ 자세한 선발기준 및 선발 절차는 수학과 홈페이지에 공지되어 있으니 참고하길 바랍니다.",2024-07-01 15:22:41.0
수학과,수리인공지능 부트캠프 신청 안내,https://math.jnu.ac.kr/bbs/math/2076/881998/artclView.do,"인공지능과 수학의 접점에 대해서 알고 싶으신 분들을 위해서 아래와 같이 '수리인공지능 부트캠프(Mathematical AI Bootcamp)' 를 개최합니다.관심있는 학생들의 많은 신청바랍니다.■ 주최 : 설윤창 교수(수학과)■ 주제 : Physics-Informed Neural Networks (PINN)            물리지식기반 인공신경망■ 대상 : 인공지능과 수학의 접점에 대해서 알고 싶으신 분            (논문 읽기, 코드 해석 및 수정)■ 일시 : 2024.07.15.(월)~19.(금) (시간은 추후 공지)",2024-06-28 15:46:35.0
수학과,2024학년도 제2학기 등록 안내,https://math.jnu.ac.kr/bbs/math/2076/881929/artclView.do,"가. 등록기간: 2024. 8. 20.(화) ~ 8. 23.(금) 16:00까지[4일간]나. 등록장소: 광주은행, 농협(지역농협 포함), 국민은행, 신한은행 전국 본 지점※ 등록금고지서는 우편 발송되지 않음(분할납부도 발송안됨) 학생들의 등록금 부담을 완화하기 위하여 등록금 분할납부제도를 운영합니다.가. 신청기간: 2024. 7. 1.(월) ~ 7. 26.(금) [26일간]나. 선택횟수: 분할납부 2회, 3회, 4회 선택 가능다. 신청절차: 학생이 직접 우리 대학 홈페이지 또는 전남대학교 포털에 접속하여 신청(포털-로그인-교육지원-",2024-06-28 10:47:54.0
수학과,2023학년도 후기(2024년 8월) 졸업예정자 졸업시험 2차 결과 안내,https://math.jnu.ac.kr/bbs/math/2076/881332/artclView.do,2023학년도 후기(2024년 8월) 졸업예정자 대상 졸업시험 2차 결과를 붙임파일에서 확인하시기 바랍니다.,2024-06-21 15:45:23.0
수학과,"2024학년도 제2학기 휴학,복학 신청 및 행정 사항 안내",https://math.jnu.ac.kr/bbs/math/2076/880904/artclView.do,"1. 관련: 학칙 제34조(휴학), 제35조(복학)2. 2024학년도 제2학기 휴학 복학 신청에 대한 안내문을 붙임과 같이 송부합니다.가. 휴학 신청 기간1) 일반휴학(등록): 2024. 8. 20.(화) ~ 10. 30.(수)2) 일반휴학(미등록): 2024. 8. 20.(화) ~ 8. 23.(금)나. 복학 신청 기간1) 조기복학: 2024. 7. 1.(월) ~ 8. 8.(목)2) 일반복학: 2024. 7. 1.(월) ~ 8. 23.(금)붙임 2024학년도 제2학기 휴학 복학 신청 안내 1부. 끝.",2024-06-17 14:00:51.0
수학과,2024학년도 교직과정 이수예정자 선발 안내,https://math.jnu.ac.kr/bbs/math/2076/880728/artclView.do,"2024학년도 수학과 교직과정 이수예정자 선발을 안내합니다. - 선발대상 : 2024년도 2학년 1학기 재적생- 지원자격 : 총 평점 3.5이상자로 1학년 1학기, 2학기, 2학년 1학기 정규학기에 이수학점이 48학점 이상인 학생위 지원자격에 해당되는 교직이수 희망 학생은  2024. 7. 1. (월) 11:00 까지 교직이수신청서를 수학과 사무실로 제출하기 바랍니다.※ 자세한 선발기준 및 선발 절차는 수학과 홈페이지에 공지되어 있으니 참고하길 바랍니다.",2024-06-14 14:32:00.0
수학과,2023학년도 후기(2024년 8월) 학부 졸업(수료)대상자 유보 신청 안내,https://math.jnu.ac.kr/bbs/math/2076/880704/artclView.do,2023학년도 후기(2024년 8월) 학부 졸업(수료) 대상자 중 2024학년도 2학기 학적사항을  재학 으로 유지하고자 희망하는 학생들이 졸업(수료) 유보를 신청할 수 있도록 신청 기간 및 유보비 납부 방법을 안내합니다. □ 졸업(수료) 유보 신청 및 유보비 납부 □가. 유보 신청 기간:2024. 6. 24.(월) ~ 7. 5.(금) 18:00까지 [추가 신청 기간 없음]나. 유보비 납부 기간[고지서 발행]:2024. 7. 15.(월) ~ 7. 17.(수) 16:00까지 [추가 납부 기간 없음]※ 고지서 발행(학생 개별 출력):,2024-06-14 13:51:58.0
수학과,2024학년도 후기(추가) 일반대학원 신입생 모집요강 안내 및 홍보,https://math.jnu.ac.kr/bbs/math/2076/880472/artclView.do,"2024학년도 후기(추가) 일반대학원 입학전형 모집요강을 안내하오니 관련 기관에서는 입학전형 업무에 협조하여 주시고, 우리 대학교 일반대학원 입학전형에 우수한 많은 학생들이 지원할 수 있도록 널리 홍보하여 주시기 바랍니다.1. 전형 주요일정구   분일   정비 고인터넷원서접수'24. 7. 2.(화) 09:00 ~ 7. 17.(수) 18:00전남대 홈페이지전형일'24. 7. 30.(화)모집단위별 지정장소합격자발표'24. 8. 8.(목) 15:00 예정전남대 홈페이지등록기간'24. 8. 12.(월) 09:00 ~ 8. 14.(수) 1",2024-06-12 15:13:29.0
수학과,2024학년도 2학기 학석사학위연계과정 및 학석박사학위통합연계과정자 모집,https://math.jnu.ac.kr/bbs/math/2076/880468/artclView.do,"1. 관련: 전남대학교 학 석사학위연계과정 및 학 석박사학위통합연계과정 운영지침2. 2024학년도 2학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자를 아래와 같이 모집하오니, 선발결과 관련서류를 2024. 7. 16.(화)까지 제출하여 주시기 바랍니다.3. 아울러 연계과정자로 선발된 경우 학부연구생지원 장학금 신청이 가능합니다. ▢ 일정 및 지원절차 ▢구 분일 정절차 및 방법비 고지원서 접수2024. 6. 11.(화) ~2024. 7. 12.(금)지원자 ⇨ 단과대학 행정실#9312;연계과정 지원서#9313;지원학과 지",2024-06-12 15:07:19.0
수학과,2023학년도 후기(2024년 8월) 졸업예정자 대상 졸업시험 1차 결과 및 2차 시험 일정안내,https://math.jnu.ac.kr/bbs/math/2076/879984/artclView.do,"2023학년도 후기(2024년 8월) 졸업예정자 대상 졸업시험 2차 시험 일정을 아래와 같이 안내드립니다.  -일 시 : 24. 6. 14. (금) 11:00~12:00-장 소 : 자1-310호  1차 시험 결과는 첨부파일에서 확인하시기 바랍니다. 최종결과 불합격자는 2차 시험 응시 대상자이며,2차 시험에서는 1차에서 불합격한 과목만 응시하면 됩니다. ※ 2차 시험 이후 추가 시험 없습니다.",2024-06-07 10:14:44.0
수학과,2024년 5월 5째주 전남대뉴스,https://math.jnu.ac.kr/bbs/math/2076/879295/artclView.do,"다음 홍보자료부터는 자유게시판에 게시하도록 하겠습니다. 참고부탁드립니다.가. 전남대 뉴스연번제목1전남대, 메가캠퍼스로 글로컬대학 비상2전남대, 제22대 총장선거 공정선거 확약식3전남대 컨소시엄  창업교육혁신선도대학  최우수 평가4전남대 글로컬대학 전략  항공기 전기추진 평가사업  선정5전남대, 미국 켄트주립대와 학술교류 확대6최우정 교수팀 지구 육상생태계 질소 순환 변동요인 구명7유석봉 교수팀 인공지능에 대한 적대적 공격 방어기술 개발8전남대 학생 홍보대사 임명9문화전문대학원 제안 지방소멸 대안  강해영  주목10전대신문 창간 70",2024-05-28 11:21:45.0
수학과,2023학년도  후기(2024년 8월)졸업예정자 대상 졸업시험 안내,https://math.jnu.ac.kr/bbs/math/2076/878588/artclView.do,"2023학년도 후기(2024년 8월) 졸업예정자 대상 졸업시험 일정을 아래와 같이 안내합니다.해당 학생은 '24.05.20(월)~24.05.24(금)' 학과실 방문하여 졸업시험 신청서에 졸업시험 응시과목을 체크하시기 바랍니다. - 일시 : 2024.05.31.(금)  11:00~12:00 (1시간)- 장소 : 자연대 1호관 310호 - 응시과목 : 위상수학, 미분적분학, 고급해석학, 현대대수학, 선형대수학 중 택2 - 합격기준 : 응시한 두 과목 모두 70점 이상이어야 합격 (두 과목 평균이 아님. )  -  졸업시험 면제 기준을",2024-05-20 15:33:35.0
수학과,2024년 5월 4째주 전남대뉴스,https://math.jnu.ac.kr/bbs/math/2076/878583/artclView.do,"가. 전남대 뉴스연번제목1전남대, 5.18민주화운동 기념식  엄수 2한일 국공립대학 간 교류  물꼬 3전남대 글로컬대학 혁신추진단 출범 글로컬 대학 본지정 겨눈다4전남대-와세다대  글로컬 협력  화해학 포럼 공동 개최 등 기초학문 보호 나선다5전남대, 국가최고등급  기술사  잇단 배출6전남대, 일본 명문 구루메대학과 교류 확대7전남대 만들마루 2년 연속  메이커 활성화 지원사업  선정8김태훈 교수(신소재공학부)팀 차세대 반도체 소재 상용화 기술 개발9전남대 5.18연구소 5.18 진상규명 대국민 토론회 개최10전남대 한걸음봉사회 환",2024-05-20 14:50:24.0
수학과,2024학년도 2학기 국가장학금 1차 신청 안내,https://math.jnu.ac.kr/bbs/math/2076/878582/artclView.do,"1. 관련: 한국장학재단 국가장학부-2048(2024.05.14.)2. 2024학년도 2학기 국가장학금 1차 신청 일정을 다음과 같이 안내합니다.가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생* 재학생은 국가장학금 1차 신청이 원칙(2차 신청 시 재학 중 2회에 한해서만 수혜 가능)나. 신청기간: '24. 5. 21.(화) 09:00 ~ 6. 20.(목) 18:00- 서류제출 및 가구원 정보제공 동의 기간:  '24. 5. 21.(화) 09:00 ~ '24. 6. 27.(목) 18:00※ 주말․공휴일 포함 24시간 신",2024-05-20 14:40:33.0
수학과,2024년 5월 3째주 전남대뉴스,https://math.jnu.ac.kr/bbs/math/2076/877954/artclView.do,"가. 전남대 뉴스연번제목1여수캠퍼스 도서관 리모델링 개관2정성택 총장, 한일대학총장포럼서  대학 소프트파워 중요 3전남대-한국농수산식품유통공사 농수산식품 미래인재 양성 업무협약4김하정 교수(수의대)팀 컨소시엄 농식품과학기술융합형 연구사업 선정5전남대 용봉포럼  90년생이 온다  임홍택 작가 초청 강연6전남대 교육문제연구소 에듀테크 체험 교육 진행7호남학연구원, 지역활동가 9명  특별연구원  위촉나. 학생대상 홍보자료연번제목12024학년도 하계 계절학기 운영 안내22024학년도 후기 일반대학원 신입생 모집32024학년도 후기(1차)",2024-05-13 10:26:56.0
수학과,2024년 5월 2째주 전남대뉴스,https://math.jnu.ac.kr/bbs/math/2076/877330/artclView.do,"가. 전남대 뉴스연번제목1전남대 등 거점국립대총장협의회  신임교원 연구실 안전 구축  필요2전남대 신명근 교수팀  신약소재물질 실증지원 사업  선정3이달의 전남대인 이진아 박사(보스턴대), 생물재료공학연구실(농생명대)4김은주 광산이비인후과의원장 미술작 「노아의 방주」 기증5전남대,  올해의 한 책  선정 나서6외국인교수팀  광반응형 배위 케이지  연구전략 제시 논문 발표7전남대-여수고, 자율형공립고 성공 지원 협약8전남대 호남학연구원 상반기 인문마을 프로젝트 진행9전남대 대학일자리플러스센터 유관기관 연계 취업상담 지원키로10전남대,",2024-05-07 17:12:03.0
수학과,2024학년도 4월 학생 온라인 폭력예방교육 안내,https://math.jnu.ac.kr/bbs/math/2076/877058/artclView.do,1. 관련: 인권센터-1133(2024.04.01.)「2024학년도 전남대학교 학생 온라인 폭력예방교육 실시 안내 및 이수 협조 요청」2. 대학 등 고등교육 기관은 관련 법령에 따라 재학중인 학생은 매년 폭력예방교육(성폭력 가정폭력)을 연 1회 이상 실시하여야 합니다.3. 이에 우리 대학에서는 온라인과 집합교육을 병행하여 실시하고 있습니다.가. 교육기간: 2024. 4. 1.(월) ~ 12. 31.(화)나. 교육대상: 전남대학교 재학중인 학생다. 온라인 교육 이수 방법 및 결과 확인- 전남대 포털 로그인   우측 「교육훈련」   폭,2024-05-03 11:01:05.0
