학부,제목,링크,내용,작성일
융합전공,2025학년도 1학기 1차 국가근로장학금 학생 신청 기간 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/900849/artclView.do,2025학년도 1학기 1차 국가근로장학금 학생 신청 기간을 다음과 같이 안내합니다. 가. 신청기간: '24. 11. 21.(목) 09:00 ~ 12. 26.(목) 18:00나. 신청자격: 대한민국 국적을 소지한 자 중 대학교에 재학 중인 학생으로 다음의 기본 요건을 충족한 학생- 성적요건: 직전학기 성적 1.75(70점/100점 만점) 이상- 학자금 지원구간: 9구간 이하다. 신청방법: 한국장학재단 홈페이지 및 모바일 앱을 이용하여 신청 ※ 상세 신청방법  붙임  참고라. 근로기간: 2025. 3. ~ 2025. 8.마. 신청제외,2024-11-21 10:19:06.0
융합전공,2025-2026학년도 전남대학교 해외 파견 프로그램 선발 일정,https://cvg.jnu.ac.kr/bbs/cvg/405/900824/artclView.do,2025-2026학년도 전남대학교 해외 파견 프로그램 선발 일정을 다음과 같이 안내하오니 관심있는 학생들은 참고하시기 바랍니다.관련 링크 https://international.jnu.ac.kr/Board/Board.aspx?BoardID=3 Mode=View PageNum=1 Key= Value= Cate=교환학생 Seq=12869*프로그램 별 보다 자세한 내용은 본 첨부파일 #1 '2025-2026 전남대 해외파견프로그램 선발 일정' 엑셀파일(xlsx)을 확인하시기 바랍니다*모든 해외파견 학생은 파견 중 전남대학교 등록 후 재학,2024-11-21 09:55:30.0
융합전공,2025학년도 관정이종환교육재단 국내장학생 모집(11월 27일까지 신청),https://cvg.jnu.ac.kr/bbs/cvg/405/900230/artclView.do,"관정이종환교육재단에서 다음과 같이 2025학년도 국내대학 장학생을 선발하오니, 선발요건에 적격한 학생들은 신청해주시기 바랍니다.    가. 추천인원: 학부재학생 5명 내외(최종 선발인원은 아니며, 3차 선발과정을 거쳐 최종 확정) - 계열별 추천인원 비율: 자연 이공계열 80%, 인문 사회계열 20%  나. 장학금액: 학기당 최대 600만원[재단 제반규정에 저촉되지 않는 한 최대 4학기 지원]  다. 지원자격 - 대한민국 국적 보유자로서 대한민국에서 고등학교를 졸업한 자 - 2025학년도 1학기에 5학기(3학년 1학기) 진학 예정인",2024-11-14 17:39:11.0
융합전공,2024 AI융합대학 국외기획탐사 프로그램 공고,https://cvg.jnu.ac.kr/bbs/cvg/405/898949/artclView.do,"2024학년도 AI융합대학 국외기획탐사 프로그램을 다음과 같이 공고하오니 많은 참여 바랍니다.○ 사업기간: 2024. 10. ~ 2025. 2. ○ 지원대상: AI융합대학 재학생(부 복수전공 불가) ○ 탐방대상- 전공 관련 국외 산업체, 연구소, 대학, 기관 등○운영◦ 국외 탐사 기획 팀 계획에 따른 자율 운영◦ 팀 구성 : AI융합대학 소속 재학생 3~4인 구성 ○ 지원내용◦ 왕복 항공료(수수료 발생 본인 부담), 국내 교통비, 현지 대중교통(버스, 철도, 여객선, 여객기)◦ 체재비: 일비 식비 숙박비는 공무원 여비 규정에 따른",2024-10-29 10:40:26.0
융합전공,"[공지]중간고사 시험기간 302호, 402호 강의실 , 스튜던트라운지 룸 1,2 열람 공지",https://cvg.jnu.ac.kr/bbs/cvg/405/897061/artclView.do,"안녕하세요, AI융합대학 학생 여러분!시험기간 동안 AI융합대학-302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지 안내합니다.※ 302호, 402호 강의실 사용 정보 안내- 일시: 2024.10.14.(월) 18시~ 10.18.(금) 08시 - 일시: 2024.10.21.(월) 18시~ 10.25.(금) 08시- 토요일, 일요일, 공휴일은 폐쇄.- 매일 저녁 6시부터 다음날 아침 8시까지만 개방 ※ 예약은 따로 필요 없으며, 융합대학 학생이면 자유롭게 사용 가능.※ 스튜던트라운지 룸1,2 사용 정보 안내- 일시: 202",2024-10-07 11:37:43.0
융합전공,2024 농어촌 봉사 학생 참여자 모집 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/896119/artclView.do,"1. 프로그램명: 2024 전남대학교 농어촌 지역봉사2. 활동 기간: 2024. 10.10.(목)~10.12.(토)3. 활동 지역: 전남 고흥군 일대4. 활동 내용: 농어촌 일손돕기, 벽화그리기, 주민간담회 등5. 지원자격: 전남대학교 학부 재학생*재학증명서 필수 제출6. 모집인원: 25명7. 모집기간: 2024.9.20.(금)~9.26.(목)8. 제출서류: 참가지원서, 학부모 동의서, 개인정보 수집 동의서, 재학증명서 각 1부* 신청방법: 이메일 접수(cube@jnu.ac.kr)9. 참 가 비: 무료10. 선발방법: 서류 심사 및",2024-09-23 16:08:03.0
융합전공,[학사안내]2024학년도 2학기 수강취소 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/895945/artclView.do,❍ 신청기간: 2024. 9. 26.(목) 09:00 ~ 9. 27.(금) 17:00 ❍ 취소절차: 학생이 인터넷으로 포털에서 직접 수강취소 신청 교과목 개설학과에서 취소 승인 ❍ 취소방법: 전남대학교 포털사이트(http://portal.jnu.ac.kr)에 접속한 후    교육지원 내학사행정 수업 수강신청 수강취소 신청  선택 ❍ 수강취소 과목범위 - 수강취소 신청과목은 2과목 이내로 하되 취소 후 수강학점은 1학점 이상을 유지해야 함(수업관리지침 제19조) ❍ 수강취소 내역확인 - 수강취소 후 최종 수강신청 내역을 반드시 확인,2024-09-23 09:14:09.0
융합전공,[홍보요청]2024 광주 ACE FAIR CDC(콘텐츠 개발 컨퍼런스) 참석 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/895696/artclView.do,"2024 광주 ACE FAIR CDC(콘텐츠 개발 컨퍼런스)를 다음과 같이 안내드리오니, 관심있는 학생 분들의 많은 참여 부탁드립니다.(개요)- 주제: 생성형 AI를 접목한 콘텐츠 시장의 확장과 미래- 일시: 2024. 9. 27.(금) 10:00~16:50- 장소: 김대중컨벤션센터 전시장 내 세미나룸(예정)- 주최: 문화체육관광부, 광주광역시- 주관: 광주광역시 관광공사, 2024 광주 ACE FAIR 추진위원회- 대상/규모: 국내외 문화콘텐츠 산업 종사자, 학계, 관련 부처 및 기관, 학생 등",2024-09-19 14:06:33.0
융합전공,[학사안내]2024학년도 제2학기 최종 등록 및 휴학 신청 기간 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/895646/artclView.do,"공 고  우리 대학교에서는 2024학년도 제2학기 최종 등록기간을 다음과 같이 공고하오니등록금을 납부하지 못한 학생은 기한 내에 등록금을 납부하시기 바랍니다.                         ■ 다 음 ■ 1. 기 간 : 2024. 10. 7.(월) ~ 10. 8.(화) 16:00 [2일간] ➣ 2024. 2학기 수업연한 초과자도 위 기간 내에 등록금 납부  2. 납입금 납부장소 : 광주, 농협, 국민, 신한은행 전국지점 ➣ 고지서 상의 가상계좌 입금, 광주은행 신용카드 납부 가능  3",2024-09-19 10:30:51.0
융합전공,2024학년도 2학기 교과구분 정정 실시 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/895232/artclView.do,"2024학년도 2학기 교과구분 정정 실시 안내   2024학년도 2학기 교과구분 정정을 실시하니 아래 내용을 참고하여 해당 학과로 신청하시기 바랍니다. 교과구분 정정은 휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발/취소, 모집단위간 이동(전과), 국내 타대학 교류 등으로 인하여 본인 적용 교육과정 교과구분과 성적표의 교과구분이 상이한 학생에 대하여 실시하므로, 기간 내에 붙임 신청서를 작성하여 주전공학과 또는 부 복수전공학과 사무실로 제출하시기 바랍니다.1. 교과구분 정정 신청 기간: 2024. 9. 10.(화)",2024-09-11 16:21:23.0
융합전공,[홍보요청]스마트인재개발원 AI•개발자 취업 무료 세미나 개최 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/894655/artclView.do,"스마트인재개발원 AI 개발자 취업 무료 세미나 개최를 다음과 같이 안내드리오니 학생 분들의 많은 참여 바랍니다.[무료 온라인 특강]AI 개발자 시장과 취업의 미래🔍 비전공자가 AI 개발자를 준비하는 방법📈 전공자가 취업 포트폴리오를 만드는 방법모두 담았습니다.7월 세미나 170명참여, 만족도 96점더 강력하게 돌아온 내용으로 돌아온 무료 취업 세미나CHAPTER. 01 🌐 AI 개발자 시장의 현황과 미래 (50')CHAPTER. 02 💼 취업이든, 이직이든 같지만 다른 1% (50')CHAPTER. 03 🎓 AI 개발자 취",2024-09-06 10:06:00.0
융합전공,[학사안내]2024학년도 동계 계절학기 개설교과목 수요조사 실시 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/894557/artclView.do,"2024학년도 동계 계절학기 개설교과목에 대한 수요조사를 다음과 같이 실시하오니 학생 여러분의 많은 신청 바랍니다.1. 신청기간: '24. 9. 6.(금) ~ 9. 13.(금)2. 신청대상: 계절학기 수강 희망 학생3. 신청방법: 전남대학교 포털(http://portal.jnu.ac.kr) 로그인 -  교육지원 -  내 학사행정 -  수업 -  계절학기 -  계절수업 개설과목 수요조사4. 기타: 2과목까지 수요조사 신청 가능* 수요조사 시 학생들이 신청한 교과목이 모두 개설되는 것은 아니며, 해당 조사 결과를 학과(부)에 제공하여",2024-09-05 16:25:56.0
융합전공,[홍보요청]서구 라이프로그센터(삼성서울병원 과제참여연구원) 채용 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/894450/artclView.do,서구 라이프로그센터(삼성서울병원 과제참여연구원) 채용정보를 다음과 같이 안내드립니다.기업명 : 서구 라이프로그센터(광주 서구 풍암동)주관 : 성균관대학교 산학협력단참여 : 삼성서울병원채용기간 : ~2025.12.31 (과제종료)채용직위 : 연구원(삼성서울병원 실무책임자)연봉 : 3600만원 (석사 졸업생 1년차)           2640만원 (학사 졸업생 1년차)          연차에 따른 인상 가능주요업무 : 과제관리                                  *삼성서울병원 진료과 협력 의료AI 연구(희망에 따,2024-09-05 09:33:20.0
융합전공,2024 하반기 현대자동차 연구장학생 및 계약학과 모집(~9/8),https://cvg.jnu.ac.kr/bbs/cvg/405/893432/artclView.do,Step to Lead our Future2024 하반기 현대자동차 연구장학생 및 계약학과 모집 ■ 서류접수- 2024년 8월 26일 (월) ~ 9월 8일 (일) 22:00 마감 [검색창에  현대자동차그룹 미래인재육성  입력]- 지원방법 : https://buly.kr/DlHov1X□ 현대자동차 연구장학생    * 선발대상- 석사 : 1~3학기 재학생- 박사 : Coursework 수료자 (2025년 8월 이후 졸업예정자)* Coursework 수료기준 : 성적표 상 학점이 더 이상 기입되지 않는 시점     * 선발혜택- 졸업 후,2024-08-27 14:48:36.0
융합전공,[학사안내]2024학년도 제2학기 추가 등록 공고,https://cvg.jnu.ac.kr/bbs/cvg/405/893167/artclView.do,"공 고우리 대학교에서는 2024. 8. 20.(화) ~ 8. 23.(금) 등록을 실시하였으나 현재까지 등록금을 납부하지 못한 학생에 대해 다음과 같이 추가 등록기간과 휴 복학 기간을 설정 시행하오니 기간내에 등록금 납부와 휴 복학하시기 바랍니다.                             ■ 다 음 ■1. 등록금 납부 기간 : 2024. 9. 10.(화) ~ 9. 12.(목) 16:00까지 [3일간]➣ 2024. 2학기 수업연한 초과자도 위 기간 내에 등록금 납부2. 납입금 납부장소 : 광주, 농협, 국민, 신한은행 전국지점",2024-08-26 09:55:22.0
융합전공,[장학안내]2024학년도 2학기 국가장학금 2차 신청 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/892333/artclView.do,"2024학년도 2학기 국가장학금 2차 신청 안내  가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생      * 재학생은 국가장학금 1차 신청 원칙        (2차 신청 시 재학 중 2회에 한해서만 2차 신청으로 수혜 가능)나. 신청기간:  24. 8. 14.(수) ~ 9. 11.(수) 18:00     - 서류제출 및 가구원 정보제공 동의 기간:  24. 8. 14.(수) ~ '24. 9. 19.(목) 18:00        ※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시에 마감        ※",2024-08-14 16:54:52.0
융합전공,2024 AI융합대학  취업 스킬UP: 자소서 마스터 전현직자 멘토링  프로그램,https://cvg.jnu.ac.kr/bbs/cvg/405/891102/artclView.do,"2024 AI융합대학 '취업 스킬UP: 자소서 마스터 전현직자 멘토링' 프로그램주제: AI융합대학 전공 직무 맞춤형 자기소개서 완성 및 멘토링교육기간: 2024년 8월 29일(목) ~ 30일(금)교육시간: 29일(목) 4Hr (온라인) / 30일(금) 5Hr (오프라인)교육장소: 29일(목) 온라인 / 30일(금) 오프라인 - AI융합대학 강의실교육인원: AI융합대학 재학생 30명(2~4학년)- 인공지능학부(+IoT인공지능), 빅데이터융합학과(+빅데이터금융공학), 지능형모빌리티융합학과참여신청:  https://naver.me/Fpx",2024-07-25 17:02:08.0
융합전공,[학사안내]2024학년도 제2학기 등록 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/881844/artclView.do,"2024학년도 제2학기 등록 공고 2024학년도 제2학기 등록금 납부를 다음과 같이 공고하니 등록에 차질 없으시기 바랍니다. 1. 기 간 : 2024. 8. 20.(화) ~ 8. 23.(금) 16:00까지 [4일간]2. 장 소 : 광주은행, 농협(지역농협 포함), 국민은행, 신한은행 전국 본 지점3. 등록금 분할납부 방법가. 신청대상: 경제사정으로 정해진 기간내에 등록금 전액 납부가 어려워 분할납부하고자 하는 학생[신청제외자: 학부 및 대학원 신입생, 전액 장학금 수혜자, 미등록 휴학예정자, 수업연한초과자]나. 신청기간 : 2024",2024-06-27 15:58:27.0
융합전공,"[학사안내]2024학년도 2학기 부·복수(연계)·융합전공, 마이크로디그리 취소 및 신청 안내 공고(추가)",https://cvg.jnu.ac.kr/bbs/cvg/405/881842/artclView.do,"2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 및 신청 안내 공고 2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 및 신청을 아래와 같이 실시하오니 해당 일정에 따라 신청하시기 바랍니다.1. 부 복수(연계) 융합전공 이수 취소 신청  - 신청기간: 2024. 7. 8.(월) ~ 7. 10.(수)  - 신청방법: 전남대 포털 신청2. 부 복수(연계) 융합전공, 마이크로디그리* 이수 신청  - 신청기간: 2024. 7. 15.(월) ~ 7. 17.(수)  - 신청방법: 전남대 포털 신청  - 선",2024-06-27 15:50:35.0
융합전공,[학사안내]2024학년도 제2학기 휴학·복학 신청 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/881062/artclView.do,2024학년도 제2학기 휴학 및 복학 신청에 대해 다음과 같이 안내합니다.■ 휴학 휴학 종류신청 기간대상자일반휴학(등록)2024. 8. 20.(화) ~ 10. 30.(수)  등록금 납부 후 휴학을 원하는 자일반휴학(미등록)2024. 8. 20.(화) ~ 8. 23.(금)  등록금 납부하지 않고 휴학을 원하는 자※ 등록 기간 내에만 휴학 신청 가능휴학연장2024. 8. 20.(화) ~ 8. 23.(금)  휴학 만료일이 2024. 8. 31.까지인 자군휴학(복무신고)입영일 한 달 전 ~ 입영일  학기 중에 군입대하는 학생 중 미등록으로,2024-06-18 16:41:14.0
융합전공,[학사안내]2023학년도 후기(2024년 8월) 학부 졸업예정자 유보 신청 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/880748/artclView.do,"2023학년도 후기(2024년 8월) 학부 졸업예정자 중 2024학년도 2학기 학적상태를 ""재학""으로 유지하고자 희망하는 학생은 아래 신청기간에 졸업(수료)유보를 신청하여 주시기 바랍니다. 1. 유보신청기간 : 2024. 6. 24.(월) ~  7. 5.(금) 18:00[추가 신청기간 없음] 2. 유보신청방법: 포털에서 신청(붙임 유보신청 프로그램 설명서 참조)      ※ 신청화면에서 총2번 클릭해야 신청이 완료됨     [ 졸업(수료)유보신청 클릭  2024학년도 2학기 유보신청을 하시겠습니까 의  신청 클릭]      졸업(수",2024-06-14 15:08:26.0
융합전공,[학사안내]2024학년도 하계 계절학기 수강취소 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/880526/artclView.do,,2024-06-13 10:03:40.0
융합전공,"[공지] 기말고사 시험기간 302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지",https://cvg.jnu.ac.kr/bbs/cvg/405/879675/artclView.do,"안녕하세요, AI융합대학 학생 여러분!!시험기간동안 AI융합대학-302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지 안내합니다.※ 302호, 402호 강의실 사용 정보 안내- 일시: 2024.06.10.(월) 18시~ 06.14.(금) 08시 - 일시: 2024.06.17.(월) 18시~ 06.21.(금) 08시- 토요일, 일요일, 공휴일은 폐쇄.- 매일 저녁 6시부터 다음날 아침 8시까지만 개방 ※ 예약은 따로 필요 없으며, 융합대학 학생이면 자유롭게 사용 가능.※ 스튜던트라운지 룸1,2 사용 정보 안내- 일시: 202",2024-06-03 13:28:00.0
융합전공,한국인터넷진흥원 채용 설명회 수요조사,https://cvg.jnu.ac.kr/bbs/cvg/405/878311/artclView.do,"한국인터넷진흥원 채용 설명회 수요조사  정보보호특성화대학지원사업단에서 2024년 한국인터넷진흥원 신입직원 채용을 위한 설명회 수요조사를 실시하오니, 관심있는 학생 여러분의 많은 참여 부탁드립니다. ■설명회 개최일시: 5월 22일(수) 오후 5시 ※약 30분 간 진행 예정■설명회 개최장소: 추후 수요조사 참여학생들에게 별도 안내■설명회 진행: 류혜숙 연구위원(한국인터넷진흥원)■설명회 수요조사: https://forms.gle/3xLq91LWXGLyxdyx9※ 수요조사는 5월 17일(금)까지",2024-05-16 16:30:00.0
융합전공,2024년 2학기 1차 국가장학금 신청,https://cvg.jnu.ac.kr/bbs/cvg/405/878305/artclView.do,,2024-05-16 16:26:51.0
융합전공,2024학년도 2학기 교양 교육과정 편성 현황 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/876925/artclView.do,"입학년도를 기준으로 하는 영역별 교양 교육과정 이수에 대한 보다 명확하고 수월한 학사지도를 위해 2024학년도 1학기 교양 교육과정 수시 개편 결과를 반영한 2024학년도 2학기 교양 교육과정 편성 현황을 알려드리니해당 학생 여러분들도 내용 참고하시기 바랍니다~!■ 2023~2026학년도 이전 입학자 교양 교육과정 이수 방법가. 2010-2022학년도 입학자:  23학년도 이후 개설 교양교과목 이수 시, 본인 입학년도에 따른 교양 영역-세부영역을 충족한 것으로 자동처리 되도록 시스템 반영 완료",2024-05-01 19:33:57.0
융합전공,(~4/30)[장학]2024년 대통령과학장학금 신규장학생 선발 관련 홍보,https://cvg.jnu.ac.kr/bbs/cvg/405/876395/artclView.do,"한국장학재단에서 시행하는 2024년 대통령과학장학금 신규장학생 신청과 관련하여 다음과 같이 안내합니다. 가. 주요 사항□ 장학개요ㅇ 발전 가능성이 있는 우수 이공계 미래인재를 선발하여 학업 전념 및 대한민국 리더 과학자로의 성장을 지원□ 지원자격ㅇ 자연과학 및 공학계열 학과(부)에 재학중인 신입생 또는 3학년생□ 지원방법ㅇ 국내(일반): 지원 희망 학생이 한국장학재단 홈페이지에 직접 신청ㅇ 국내(지역추천): 시 도 교육감의 추천을 받은 학생이 한국장학재단 홈페이지에 직접 신청□ 지원기간: 국내(1학년, 3학년): ~  24. 4.",2024-04-26 19:19:51.0
융합전공,(4/22~5/7)「삼성 청년 SW 아카데미」12기 교육생 모집 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/876394/artclView.do,"안녕하세요? 삼성 청년 SW 아카데미 사무국에서 보내온 프로그램을 아래와 같이 안내 합니다~!'삼성 청년 SW 아카데미' 에서 12기 교육생을 모집합니다.삼성 청년 SW 아카데미(Samsung Software Academy For Youth, SSAFY)는삼성의 SW 교육 경험과 고용노동부의 취업지원 노하우를 바탕으로,취업 준비생에게 SW 역량 향상 교육 및 다양한 취업지원 서비스를 제공하여취업에 성공하도록 돕는 프로그램입니다. 관심있는 학생들의 많은 지원 바랍니다 :)★ 모집기간 : 2024년 4월 22일(월) ~ 5월 7일(화)",2024-04-26 19:18:48.0
융합전공,[특강] K-데이터사이언스 국제 저명인사 특강 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/876255/artclView.do,"K-데이터사이언스 국제 저명인사 특강 1. 일시: 2024. 4. 26. (금) 16:00~17:00  2. 주제: How to Manage Societies Better than Optimal?  3. 연사: Dr. Dirk Helbing (Professor of Computational Social Science, ETH Zurich)  4. 운영방식: 온라인 zoom 회의 (ID: 607 180 2035)",2024-04-25 16:51:41.0
융합전공,2024학년도 AI융합대학 외국어능력 개발비 지원 사업 안내,https://cvg.jnu.ac.kr/bbs/cvg/405/875062/artclView.do,"우리 대학 학생의 자기개발능력 향상과 취업 기회 증대를 위해 『2024학년도 외국어능력개발비 지원』 사업을 안내합니다. 1. 목    적: 외국어 성적 향상을 통한 취업응시 기회 확대2. 대    상가. AI융합대학 재학생(인공지능학부, 빅데이터융합학과, 지능형모빌리티융합학과)나. 융합전공 주전공 2~4학년 재학생3. 지원기준가. 다음 기준을 한 가지 이상 충족하는 자1) 토익 600점 이상(기타 시험 자기계발활동기록부 영어공인인증시험 환산기준 적용)※  자기계발활동기록부  영어공인인증시험 환산표TOEICTOEICSpeakingOP",2024-04-15 10:35:39.0
