학부,제목,링크,내용,작성일
지구환경과학부 지질환경전공,제25기 학생홍보대사 선발 공고 안내,https://geology.jnu.ac.kr/bbs/geology/2871/870921/artclView.do,"글로벌대외협력처 대외협력실에서는 매년 학생홍보대사를 선발하여 대학 홍보 이미지 및 영상 모델, 대내 외 공식 행사 운영지원 등의 활동을 통해 우리 대학을 홍보하고 있습니다. 이에, 애교심과 열정을 가진 「제25기 학생홍보대사」를 선발할 예정이오니 관심있는 학생들은 신청하여 주시기 바랍니다. 가. 선발 인원: 총 10명(광주 8명, 여수 2명) 나. 선발 일정구분일정(안)비고선발 공고'24. 2. 26.(월)대학 홈페이지모집설명회'24. 3. 8.(금)인문대학 김남주홀지원서 접수 기간'24. 3. 11.(월) ~ 13.(수)    1",2024-02-26 15:08:25.0
지구환경과학부 지질환경전공,2024학년도 1학기 광주시내 통학버스 운행 안내,https://geology.jnu.ac.kr/bbs/geology/2871/870614/artclView.do,"2024학년도 1학기 광주시내 통학버스를 다음과 같이 운행합니다. 가. 운행목적: 학사 운영을 위한 재학생 통학 지원  나. 운행기간: 2024. 03. 04.(월) ~ 2024. 06. 24.(월) [토, 일, 공휴일 제외] 다. 운행노선 및 운행시간   1) 농성동/광천동 방면횟수양동 주공A (그린파크 승강장옆)농성영무메트로A (뚜레쥬르앞)교원공제회관 (정문앞)광천동다이소옆 (동아한의원앞)챔피언스필드삼거리 (팔각정앞)경신여고사거리 (무등맨션입구앞)학교 (용봉탑)1회07:3507:4007:4307:4507:4807:5007:552",2024-02-21 09:11:32.0
지구환경과학부 지질환경전공,재학생 대상 영어학습센터 영어공부법 특강 안내,https://geology.jnu.ac.kr/bbs/geology/2871/868959/artclView.do,"언어교육원에서는 우리 대학 재학생의 자기주도학습 역량 강화를 통한 외국어 능력 함양을 위해 영어학습센터(English Learning Center)를 개설하여 영어학습지원 서비스를 제공하고 있습니다.   영어학습센터 영어공부법 특강을 실시하오니, 재학생들의 많은 참여 바랍니다. 가. 주제: 영어공부, 성공하는 3법칙!: 나는 왜 항상 중간에 포기할까? 나. 강사: 박초아 다. 일시: 2024. 02. 01(목), 오후 1:30~3:00 라. 방법: 온라인 특강(Zoom회의) -ID: 318 164 0235/ 암호: 5303638 -",2024-01-29 09:59:46.0
지구환경과학부 지질환경전공,재학생 대상 영어학습센터 동영상 수기 공모전 안내,https://geology.jnu.ac.kr/bbs/geology/2871/868957/artclView.do,"언어교육원에서는 우리 대학 재학생의 자기주도학습 역량 강화를 통한 외국어 능력 함양을 위해 영어학습센터(English Learning Center)를 개설하여 영어학습지원 서비스를 제공하고 있습니다.   영어학습센터(ELC) 동영상 수기 공모전을 실시하오니, 재학생들의 많은 참여 바랍니다.가. 공모 주제: 1:1 코칭 서비스 및 영어학습 콘텐츠를 활용하는 방법 나. 접수기간: 2024. 02. 01.(목) ~ 02. 12.(월)  다. 제출 방법  (1) 전남대학교 언어교육원 홈페이지(https://lec.jnu.ac.kr/) 상단",2024-01-29 09:57:57.0
지구환경과학부 지질환경전공,TOEIC SPEAKING 제휴대학 응시료 할인 안내,https://geology.jnu.ac.kr/bbs/geology/2871/864281/artclView.do,언어교육원에서는 우리 대학 재학생들의 취업 역량 강화를 위해 와이비엠 주식회사와의 협약을 통한 토익 스피킹(TOEIC SPEAKING) 응시료 할인 기회를 제공하고자 합니다. 공인영어능력시험인 토익 스피킹(TOEIC SPEAKING)에 응시하고자 하는 재학생들은 신청하여 다음과 같은 혜택을 제공받기 바랍니다.  가. 기간: 2023. 12. 04.(월) ~ 2024. 12. 31.(화)  나. 신청 방법  (1) 전남대학교 언어교육원 홈페이지(https://lec.jnu.ac.kr/) 상단 메뉴 [공지사항] 클릭  (2) [TOEI,2023-12-08 09:18:35.0
지구환경과학부 지질환경전공,2023 동계 기초보호학문(자연과학대학) 해외 파견 프로그램 참가자 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/861723/artclView.do,"기초보호학문 국제 교류 활성화를 위하여 2023학년도 동계 기초보호학문(자연과학대학) 해외 파견 프로그램 참가자를 모집하고자 하오니, 관심있는 학생들의 참여 바랍니다. 1. 파견기간: 2023학년도 동계 계절학기 (2024. 1. 7.~1. 20., 2주간)2. 파견기관: 체코 Czech University of Natual Sciences Prague (체코생명과학대학교)                ※ 체코 프라하에 위치한 생명과학 및 농업 특화 대학3. 프로그램 내용: Environmental Engineering 강의(영어)",2023-11-27 15:29:11.0
지구환경과학부 지질환경전공,2023학년도 2차 핵심역량진단 실시 안내,https://geology.jnu.ac.kr/bbs/geology/2871/861227/artclView.do,"교육혁신본부에서는 우리 대학 학생을 대상으로 2023학년도 2차 핵심역량진단을 다음과 같이 실시하오니, 학생들의 적극적으로 참여 부탁드립니다.     1. 기    간: 2023. 11. 20.(월) ~ 12. 1.(금) ※ 응답률에 따라 기간 연장 가능  2. 대    상: 학부생 전체  3. 방    법: 성장마루   통합진단   핵심역량진단(https://grow.jnu.ac.kr/ko/diag/essential)  4. 소요시간: 5분 내외  5. 결과확인: 진단 종료 후  결과보기  클릭  6. 혜택 - 2023학년도 1,",2023-11-21 13:04:44.0
지구환경과학부 지질환경전공,2023 노벨상  아벨상 해설강연회 안내,https://geology.jnu.ac.kr/bbs/geology/2871/860532/artclView.do,* 비대면 주소:https://jnu-ac-kr.zoom.us/j/7428240197ZOOM 회의 ID: 742 824 0197,2023-11-10 16:29:58.0
지구환경과학부 지질환경전공,2023년 제5회 자연과학대학 학술제 행사 안내 (11. 20. 수정),https://geology.jnu.ac.kr/bbs/geology/2871/860503/artclView.do,"지역 거점대학으로서 지역 고등교육에 기여하여 기초과학의 우수성과 학술 성과를 공유하고자 「2023년 제5회 자연과학대학 학술제」행사를 진행하오니 많은 참여 바랍니다. ▪ 행사기간  - 1일차) 우리 함께해요: 2023. 11. 23.(목) 12:30~17:30  - 2일차) 더불어 즐겨요: 2022. 11. 24.(금) 11:00~18:00    ※ 1일차는 교내 구성원의 학술활동, 2일차는 지역 대학, 중 고교생 및 지역민과 소통▪ 행사장소: 용지관 기획전시실, 광주은행홀(3F)▪ 행사주관: 전남대학교 자연과학대학, 국립대학육성사",2023-11-10 10:54:31.0
지구환경과학부 지질환경전공,제2학생마루 『아띠끄(atti-C 2023)』 오픈 및 이용 안내,https://geology.jnu.ac.kr/bbs/geology/2871/860430/artclView.do,"우리대학 제2학생마루 내 구 식당 공간을 리모델링하여 복합휴게공간인 아띠끄(atti-C 2023)*로 아래와 같이 운영될 예정입니다.오픈 기념 이벤트로 매장방문 구성원에게 다음과 같이 무료 증정 행사를 진행하오니 많은 관심과 이용 부탁드립니다.  가. 운영시기: 2023. 11. 13.(월) 12:00~ 나. 위    치: 제2학생마루 1층  다. 운영시간: 평일 08:30~21:00, 주말 09:00~18:00  라. 운영주체: 전남대학교생활협동조합 마. 제공메뉴: 커피류, 생과일주스, 에이드, 허브티, 피자 베이커리류 바. 이벤",2023-11-09 11:09:31.0
지구환경과학부 지질환경전공,"11/10~11/11 지역민과 함께하는 기초과학  Focus On Science  안내(문화상품권 증정, 자계부 점수 부여)",https://geology.jnu.ac.kr/bbs/geology/2871/860225/artclView.do,11월의 사이언스데이는 100% 체험활동으로 진행됩니다. 따라서 비대면 특강은 하지 않습니다. 참여인원의 제한이 있으니 서두르시기 바랍니다. 참여링크:  https://forms.gle/G4MfgpJpi9RYXnrs8  참여혜택: 문화상품권 및 자기계발활동기록부 등재 관련문의: 062-530-3308 (자연과학대학),2023-11-06 17:24:37.0
지구환경과학부 지질환경전공,2023학년도 광주전남 공동교육혁신센터 미래역량 강화 프로그램 참여 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859700/artclView.do,"광주전남 공동교육혁신센터에서는 5개 참여대학 대학생의 미래역량 강화를 위한 「2023학년도 미래역량 강화 프로그램」 참여자를 다음과 같이 모집하오니, 많은 학생들의 참여 바랍니다. 가. 개요 1) 프로그램명: 광주전남 공동교육혁신센터 미래역량 강화 프로그램 2) 운영기간: 2023. 10. ~ 11. 3) 참여대상: 광주전남 공동교육혁신센터 5개 참여대학 재학생 4) 주요내용차   시일   시주   제강   사1차11. 15.(수)14:00~16:00노션으로 시간관리 UP 학업관리 UP전시진(노션 공식 컨설턴트, 시리얼 대표)2차1",2023-10-31 08:46:02.0
지구환경과학부 지질환경전공,2023학년도 2학기 교양 맛보기 특강 개최 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859545/artclView.do,교육혁신본부 교양교육센터에서는 우리대학 재학생들의 학생과 교수가 함께 만드는 역량기반 교양 교육과정 운영을 목적으로 2023학년도 2학기 교양 맛보기 특강을 개최하고자 합니다. 지질환경전공의 관심있는 학생들이 많은 참여 바랍니다. 가. 프로그램명: 교양 맛보기 특강 나. 대상: 재학 중인 대학생 ※ 회차별 선착순 30명 다. 특강 개요  ○ 접수기간: 2023. 10. 20.(금) ~ 특강 개최 하루 전 까지  ○ 접수방법: 성장마루 누리집(https://grow.jnu.ac.kr)에서 사전 신청  ○ 운영내용: 교양 맛보기 특강,2023-10-30 08:40:14.0
지구환경과학부 지질환경전공,『2023 용봉학술제(부제: CNU Tech  Graduate Fair)』 개최 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859448/artclView.do,"대학의 최신 연구성과와 연구논문을 공유하고, 지역사회에 돌려드릴 우수한 기술과 창‧취업 아이템을 한지리에서 살펴보고, 중개하며, 소통하는 열린 공간을 마련하고자 테크페어와 대학원 페어를 하나로 융합해 『2023 용봉학술제』를 다음과 같이 개최하오니, 학생들의 많은 참여 바랍니다.   1. 행사명: 2023 용봉학술제(부제: CNU Tech   Graduate Fair)  - 슬로건: 대학을 단단하게 학생을 든든하게 지역사회를 튼튼하게2. 일시: 2023. 11. 14.(화) 10:30 ~ 2023. 11. 16.(목) 16:30",2023-10-27 10:03:57.0
지구환경과학부 지질환경전공,도서관 토요일 연장개관 운영 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859442/artclView.do,도서관에서는 이용자의 이용편의 도모 및 다양한 정보 요구 충족을 위해 「토요일 연장개관」을 아래와 같이 운영하오니 이용에 참고하시기 바랍니다.    가. 시행시기: 2023. 11. 4.(토) ~  나. 대    상: 도서관 정보마루(멀티미디어존 제외) 다. 변경사항: 토요일 연장개관 운영구분현행변경평일학기09:00 ~ 22:00현행과 같음방학09:00 ~ 18:00토요일휴 관09:00 ~ 13:00 ※ 도서관 본관/분관 운영시간은 변동 없음(평일 09:00~18:00/토요일(휴관))    붙임  도서관 토요일 연장개관 운영 안내,2023-10-27 09:36:36.0
지구환경과학부 지질환경전공,제10회 차세대해양과학자워크숍 참여 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859080/artclView.do,한국해양과학기술원은 한국해양학위원회와 함께 매년 해양학에 관심있는 학생들을 대상으로 진로탐색을 위한 전문가 강연과 젊은과학자와의 만남을 주선하는 차세대해양과학자워크숍을 개최하고 있습니다. 올해로 10번째를 맞이하는 차세대해양과학자워크숍을 제주 서귀포에서 아래와 같이 개최하오니 관심있는 학생들은 참여하여 주시기 바랍니다.     - 아 래 -   가. 행사명: 제10차 차세대해양과학자워크숍  나. 일시 및 장소: 2023.12.01.(금) ~ 03일(일) / 제주 서귀포 빠레브 호텔  다. 행사목적    - 해양 전문가들의 강의와 학,2023-10-23 16:43:34.0
지구환경과학부 지질환경전공,「대학 방문형 연구윤리 교육」 실시 및 수강방법 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859045/artclView.do,"우리 대학 소속 연구자의 연구윤리 확보 및 연구부정행위 예방을 위하여 「대학 방문형 연구윤리 교육」을 다음과 같이 실시하오니 많은 참여 바랍니다.1. 교육 개요 가. 과 정 명: 대학 방문형 연구윤리 교육 나. 일    시: 2023. 11. 15.(수) 14:00~15:30(90분) 다. 장    소: ZOOM을 이용하여 실시간 온라인으로 진행 라. 대    상: 대학 소속 교원, 대학(원)생, 직원 등  마. 교육내용: 연구윤리의 필요성 및 연구부정행위 등 바. 세부일정일자시간내용비고2023. 11. 15.(수)13:30~14:",2023-10-23 14:02:42.0
지구환경과학부 지질환경전공,2023학년도 언어교육원 재학생 참여 프로모션 개최 안내,https://geology.jnu.ac.kr/bbs/geology/2871/859014/artclView.do,우리 대학 재학생들의 영어학습 의욕을 고취시키고 2023학년도 겨울방학 외국어강좌를 홍보하기 위하여 재학생 참여 프로모션 행사를 진행하오니 관심 있는 학생들의 많은 참여 바랍니다.    가. 시간: 2023. 11. 2.(목) 11:00 ~ 17:00 나. 대상: 전남대학교 학생 전체 다. 장소: 백도 앞 잔디밭 라. 주요 프로그램 - 포토부스  인생 네 컷  운영 - 팝콘 이벤트 - (무료) 원어민 강사 영어회화 레벨테스트 실시   붙임 1. 2023 언어교육원 겨울방학 외국어강좌 프로모션 홍보물 1부.       2. 2023,2023-10-23 11:29:28.0
지구환경과학부 지질환경전공,2023학년도 2학기 「표현과 소통 상담실」 운영 안내,https://geology.jnu.ac.kr/bbs/geology/2871/858793/artclView.do,"교육혁신본부 교수학습센터에서는 대학생의 의사소통 능력 향상을 위하여, 2023학년도 2학기 「표현과 소통 상담실」을 운영합니다. 맞춤형 글쓰기 서비스에 관심있는 학생들은 참여하여 주시기 바랍니다.    ■ 「표현과 소통 상담실」 프로그램 모집 개요 ■구분 내용신청 자격 대학생운영 기간 2023. 10. 16.(월) ~ 2023. 12. 13.(수)까지 ※주말 및 공휴일, 중간 기말고사 기간 제외상담 내용 국문으로 작성된 A4 5장 이내의 학술적 글쓰기신청 방법 비교과 통합 플랫폼 성장마루: http://grow.jnu.ac.kr",2023-10-19 11:01:47.0
지구환경과학부 지질환경전공,2023학년도 2학기 「감성공감」 공모 안내,https://geology.jnu.ac.kr/bbs/geology/2871/858792/artclView.do,"교육혁신본부 교수학습센터에서는 대학생의 핵심역량을 향상시키기 위하여, 2023학년도 2학기 「감성공감」 프로그램을 운영합니다. 문화예술역량 향상에 관심있는 학생들은 프로그램에 참여하여 주시기 바랍니다. ■ 「감성공감」 공모 개요 ■ 구분 내용공모 대상  교수와 대학생으로 구성된 모둠공모 기간 2023. 10. 16.(월) ~ 2023. 10. 31.(화)까지운영 내용   활동 기간: 2023. 11. 6.(월) ~ 2023. 12. 6.(수)    활동 방법: 2회 이상 모임 실시, 최종보고서 및 정산서 제출    모둠구성 전임교수",2023-10-19 10:59:47.0
지구환경과학부 지질환경전공,2023학년도 2학기 광주전남권역 대학원격교육지원센터 스마트 학습기기 대여 서비스 안내,https://geology.jnu.ac.kr/bbs/geology/2871/858641/artclView.do,광주전남권역 대학원격교육지원센터에서는 2023학년도 2학기를 맞아 권역 내 학습자의 원격수업 참여 독려 및 취약계층 학습자의 원격강좌 학습 지원을 위하여 스마트 학습기기 대여 서비스를 아래와 같이 운영하오니 관심있는 학생들은 참고하시기 바랍니다. 가. 사업내용: 원격강의 수강을 위한 노트북 컴퓨터 대여 나. 대여수량: 50대(1인 1대로 제한) 다. 참여대상: 광주전남권역 내 대학 재학생 라. 신청기간: 2023. 10. 16.(월) ~ 10. 29.(일) 마. 결과발표: 2023. 10. 30.(월) 14:00 (통합 누리집 공지,2023-10-17 10:38:34.0
지구환경과학부 지질환경전공,2023학년도 광주전남권역 대학원격교육지원센터 공동활용 콘텐츠 이수 이벤트 참여 안내,https://geology.jnu.ac.kr/bbs/geology/2871/858622/artclView.do,"광주전남권역 대학원격교육지원센터에서는 공동활용 콘텐츠에 대한 광주전남권역 내 대학 구성원의 관심 및 참여를 제고하기 위하여 2023학년도 광주전남권역 대학원격교육지원센터 공동활용 콘텐츠 이수 이벤트를 다음과 같이 진행하오니 학생들의 많은 참여 바랍니다.가. 사 업 명: 광주전남권역 대학원격교육지원센터 공동활용 콘텐츠 이수 이벤트나. 운영기간: 2023. 10. 16.(월) ~ 12. 29.(금)다. 참여대상: 광주전남권역 내 대학 구성원(재학생, 교직원) 및 일반인라. 선정방법: 이벤트 기간 내에 제출한 공동활용 콘텐츠 이수증을 집",2023-10-17 09:33:07.0
지구환경과학부 지질환경전공,"10/20 지역민과 함께하는 기초과학  Focus On Science  안내(문화상품권 증정, 자계부 점수 부여)",https://geology.jnu.ac.kr/bbs/geology/2871/858604/artclView.do,"지역민과 함께하는 기초과학 10월의 사이언스데이를 안내합니다.1. 일시: 10월 20일(금) 13:00~18:002. 장소: 자연대 1호관 사이언스홀3. 내용  - PART 3으로 구성되어 있으며, PART별 수강생에게 문화상품권 5천원 증정(설문조사 때 확인 후 증정)  - PART 3까지 들은 학생은 자계부 10점, 이하는 5점 부여",2023-10-16 17:33:10.0
지구환경과학부 지질환경전공,2023학년도 광주전남권역 대학원격교육지원센터 통합 누리집 회원가입 이벤트(1차) 참여 안내,https://geology.jnu.ac.kr/bbs/geology/2871/858555/artclView.do,"광주전남권역 대학원격교육지원센터에서는 공동활용 콘텐츠에 대한 광주전남권역 내 대학 구성원의 관심 및 참여를 제고하기 위하여 2023학년도 광주전남권역 대학원격교육지원센터 통합 누리집 회원가입 이벤트(1차)를 다음과 같이 진행하오니 많은 참여 바랍니다. 가. 사 업 명: 광주전남권역 대학원격교육지원센터 통합 누리집 회원가입 이벤트(1차) 나. 운영기간: 2023. 10. 16.(월) ~ 11. 3.(금) 다. 참여대상: 광주전남권역 내 대학 구성원(재학생, 교직원) 및 일반인 라. 선정방법: 이벤트 기간 내에 회원가입 완료한 대상으로",2023-10-16 13:29:55.0
지구환경과학부 지질환경전공,2023학년도 광주전남권역 대학원격교육지원센터 원격수업 역량강화 워크숍(4차) 참여 안내,https://geology.jnu.ac.kr/bbs/geology/2871/858350/artclView.do,광주전남권역 대학원격교육지원센터에서 대학 구성원의 디지털 리터러시 역량 강화를 위하여 원격수업 역량강화 워크숍(4차)을 다음과 같이 개최하오니 지질환경전공 학생들의 많은 참여 바랍니다.1. 개요  가. 주제: 챗GPT와 생성형 AI를 활용한 자료 수집과 콘텐츠 제작  나. 일시: 2023. 10. 19.(목) 14:00~16:00  다. 강사: 송은정 교수(동국대학교 AI융합교육전공)  라. 대상: 광주전남권역 내 대학(원)생  마. 방법: 줌(Zoom)을 이용한 실시간 온라인 워크숍  바. 혜택    1) 이수증 발급    2),2023-10-12 15:35:46.0
지구환경과학부 지질환경전공,「2023년 국립대학 육성사업」 2023학년도 동계 5만기행 단기 탐방 프로그램 참가자 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/857669/artclView.do,"UN의 지속가능한발전목표(SDGs) 17개를 중심으로 본교생이 자발적으로 기획한 주제에 따라 체험, 탐방 학습의 기회를 제공하고 글로컬 우수 인재로 양성하고자 2023학년도  동계 「5만기행(五萬起行)」 프로그램 참가자를 모집하오니 학생들의 많은 참여 바랍니다.   1. 참가대상: 지난 10년간 해외 방문 경험이 없는 본교 학부 및 대학원 재학생2. 내    용: 학생이 직접 기획하여 2023 동계 기간 아시아 내 국가 탐방3. 접수방법: 온라인 지원 (https://forms.gle/DQt5QXqK6Hxubqzs6)4. 선발인원:",2023-10-03 10:22:24.0
지구환경과학부 지질환경전공,학부 재학생 대상 “영어 말하기/글쓰기/학습전략 1:1 무료 코칭” 안내,https://geology.jnu.ac.kr/bbs/geology/2871/856475/artclView.do,"언어교육원에서는 우리 대학 학부 재학생의 자기주도학습 역량 강화를 통한 외국어 능력 함양을 위해 영어학습센터(English Learning Center)를 개설하여 영어학습지원 서비스를 제공하고 있습니다. 『원어민 강사 영어 말하기 및 글쓰기 1:1 무료 코칭』 및 『내국인 강사 영어 학습전략 1:1 무료 코칭』 서비스를 실시하오니, 재학생들의 많은 참여 바랍니다.가. 기간: 2023. 09. 12.(화) ~ 2024. 02. 23.(금)  ※ 언어교육원 외국어 강좌 일정과 동일하게 운영나. 코칭 영역: 원어민 영어 말하기, 원어민",2023-09-14 09:40:54.0
지구환경과학부 지질환경전공,2023학년도 2학기 「학습꿈터」 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/855330/artclView.do,"교육혁신본부 교수학습센터에서 학사경고자를 포함한 학업저성취자의 기초 학습역량을 향상하고자 「학습꿈터」를 운영하오니, 학생들의 많은 참여 바랍니다. 가. 학습꿈터 모집 개요   구 분 내 용   모둠 신청 기간 ㆍ2023. 9. 15.(금)까지   모둠 형성 요청 기간 ㆍ2023. 9. 12.(화) 11시 45분까지 ㆍ이끄미 및 따르미 추천을 받고 싶은 경우  모둠 형성 요청  게시판에 신청 ※ 이끄미: 교과목 학습에 도움을 주는 대학 재학생 ※ 따르미: 교과목 학습에 도움을 받는 대학생   모둠 구성 ㆍ이끄미 1명+따르미 1~2명(",2023-09-05 17:20:05.0
지구환경과학부 지질환경전공,2023학년도 2학기 배움공동체 참여 안내,https://geology.jnu.ac.kr/bbs/geology/2871/855112/artclView.do,"교육혁신본부 교수학습센터에서는 핵심역량인 창의‧감성‧공동체역량 강화를 위해 2023학년도 2학기에 배움공동체를 새롭게 운영합니다. 관심 있는 학생들은 많은 참여 바랍니다.    1. 신청 기간: 2023년 9월 4일(월)~9월 14일(목) 2. 신청 대상: 본교 대학생(나눔이 대학 재학생, 배움이 대학생) 3. 모둠 구성: 나눔이 1명 및 배움이 4~5명 4. 신청 방법: 비교과 통합 플랫폼  성장마루 (https://grow.ac.kr) ※ 프로그램 소개: 교육혁신본부 누리집(https://ile.jnu.ac.kr) 5. 활동 내",2023-09-04 19:41:25.0
지구환경과학부 지질환경전공,2023학년도 CNU전공-나눔연계 국외봉사 단원 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/854838/artclView.do,"2023학년도 CNU전공-나눔연계 국외봉사 모집 공고문을 붙임과 같이 송부하오니 많은 학생들이 참여 바랍니다.구분국제워크캠프국제자원활동파견국가태국, 캄보디아라오스모집인원21명11명홍보기간'23.9.4.(월) 9.15.(금)'23.8.28.(월) 9.8.(금)접수기간'23.9.13.(수) 9.15.(금)'23.9.6.(수) 9.8.(금)면접일자'23.9.22.(금) 15:00'23.9.15.(금) 15:00최종합격 공고일'23.9.26.(화) 15:00'23.9.19.(화) 14:00   붙임 1. 2023학년도 동계 국제워크캠프 모",2023-08-31 16:55:22.0
