학부,제목,링크,내용,작성일
지능형모빌리티융합학과,[졸업유보] 2024학년도 전기(2025년 2월) 학부 졸업예정자 유보 신청 및 유보비 납부 안내 (추가 신청 및 납부기간 없음),https://mobility.jnu.ac.kr/bbs/imob/69/903626/artclView.do,2024학년도 전기(2025년 2월) 학부 졸업(수료) 대상자 중 2025학년도 1학기 학적사항을  재학 으로 유지하고자 희망하는 학생은 졸업(수료) 유보를 신청 바랍니다. ===================================================================================================================================,2024-12-18 20:42:42.0
지능형모빌리티융합학과,[대학원 진학자 필독] 2024년 하반기 1차 도전장학(미래) 선발계획 공고 안내,https://mobility.jnu.ac.kr/bbs/imob/69/903625/artclView.do,2024년 하반기 1차 도전장학(미래) 선발계획 공고 안내,2024-12-18 20:41:09.0
지능형모빌리티융합학과,2024학년도 동계방학 셔틀버스(광주↔여수캠퍼스) 운행 안내,https://mobility.jnu.ac.kr/bbs/imob/69/902928/artclView.do,"2024학년도 동계방학 셔틀버스를 다음과 같이 운행한다고 하니 탑승을 희망하는 학생들은 아래 내역을 참고하여 주시기 바랍니다~!가. 운행 목적: 광주 여수캠퍼스 간 행정업무 지원 및 우편물, 도서 운송 등나. 운행 기간: 2024. 12. 26.(목) ~ 2025. 02. 28.(금) [월, 화, 목, 금 운행하고, 수, 토, 일, 공휴일 미운행]다. 운행 차량: 광주캠퍼스(41인승), 여수캠퍼스(44인승) 대형버스 각 1대라. 운행 현황운행경로운행요일승차장소출발시간도착시간비 고광주   여수월, 금광주캠퍼스 용지 삼거리10:0011",2024-12-16 11:54:51.0
지능형모빌리티융합학과,기말고사 응원 간편식나눔 이벤트 안내,https://mobility.jnu.ac.kr/bbs/imob/69/902855/artclView.do,,2024-12-13 17:04:10.0
지능형모빌리티융합학과,"(~25.1/3, 18시까지) ★2025년 2월(2024학년도 전기) 졸업예정자 졸업논문(주전공영역충족) 및 공인영어성적(외국어영역충족) 제출",https://mobility.jnu.ac.kr/bbs/imob/69/902848/artclView.do,"2025년 2월(2024학년도 전기) 졸업예정자 주전공영역:종합설계 최종보고서 및 외국어영역:공인영어성적 제출  1. 2025년 2월(2024학년도 전기) 졸업예정자 종합설계 최종보고서[주전공영역충족] 및 공인영어성적[외국어영역충족] 제출   - 제출기한 : ~ 2025. 1. 3. (금) 18시까지  - 제출방법 : ""종합설계보고서"" 방문제출 (★ 작성 시 [붙임1] 서식 활용! 종합설계 최종보고서 제본은 반드시 단면으로!(양면 X))                    ""공인영어성적""은 출력물 방문제출      * 종합설계 최종보",2024-12-13 16:12:37.0
지능형모빌리티융합학과,2025학년도 1학기 학부생 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집,https://mobility.jnu.ac.kr/bbs/imob/69/902614/artclView.do,2025학년도 1학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집을 아래와 같이 안내합니다.아울러 연계과정자로 선발된 경우 학부연구생지원 장학금 신청이 가능하오니 관심 있는 학생들의 지원바랍니다. ▢ 일정 및 지원절차 ▢구 분일 정절차 및 방법비 고지원서 접수 25. 1. 8.(수)~ 1. 10.(금)지원자 ⇨ 단과대학 행정실(AI융합대학 203호)#9312;연계과정 지원서#9313;지원학과 지도예정교수 추천서#9314;성적확인서(*당해학기 포함)==  성적증명서 발급가능일: 2025.1.8.(수) #9315;연구,2024-12-11 19:08:27.0
지능형모빌리티융합학과,2024학년도 동계 계절학기 수강취소 안내,https://mobility.jnu.ac.kr/bbs/imob/69/902613/artclView.do,,2024-12-11 19:06:34.0
지능형모빌리티융합학과,2024년 기말고사 응원‘이천원 저녁밥’ 제공 안내,https://mobility.jnu.ac.kr/bbs/imob/69/902612/artclView.do,,2024-12-11 19:05:14.0
지능형모빌리티융합학과,2024학년도 2학기 응원장학생 선발 안내(~12.23.(월),https://mobility.jnu.ac.kr/bbs/imob/69/902611/artclView.do,"2024학년도 2학기 응원장학생 선발 안내가. 지원대상: 학부 재학생 중 가계곤란 등의 사유로 등록금 지원이 필요한 자  1) 소득분위 0~1분위: 국가장학금, 법정장학(국가유공 및 북한이탈), 복지장학 등 지원 자격 미달*로 인해 장학금 지원을 받지 못한 경우     * 성적 및 이수학점 조건 미충족, 국가장학금 수혜횟수(8회) 초과자, 국장 신청기간 미준수 등  2) 최근 1년 이내 부모의 폐업, 실직 등으로 인한 긴급 가계곤란 사유가 발생한 경우나. 지원규모: 가계곤란 정도에 따라 예산 범위 내에서 차등 지원가계곤란 정도장학명",2024-12-11 19:03:37.0
지능형모빌리티융합학과,★전학년(~12.31.)2024학년도 학부생 대학 종합 만족도 조사 실시,https://mobility.jnu.ac.kr/bbs/imob/69/902102/artclView.do,「2024학년도 전남대학교 대학 종합 만족도 조사」가. 조사기간: 2024. 11. 18.(월) ~ 12. 31.(금)나. 조사대상: 전남대학교 소속 학부생다. 조사내용: 전남대학교의 교육과 행정 서비스 개선 조사라. 참여방법: 온라인 설문조사 참여 마. 참여주소:  https://homeapp.jnu.ac.kr/UOSS/2024/studidx.aspx※ 현재 지능형모빌리티융합학과 참여 학생 6명의 참여율 5%로 매우 저조함..   향후 학과평가에 반영된다고 하니 학부 학생들의 많은 참여 바랍니다.,2024-12-07 15:08:15.0
지능형모빌리티융합학과,2024 AI융합대학 심층 전공 탐색 지원자 선발 추첨 안내(12.06. 15:00~),https://mobility.jnu.ac.kr/bbs/imob/69/902048/artclView.do,2024학년도 AI융합대학 심층전공 탐색 지원자 추첨을 실시하오니 많은 참여 바랍니다.주제: 2024 AI융합대학 심층 전공 탐색 지원자 선발시간: 2024년 12월 6일  03:00 오후참가 Zoom 회의https://jnu-ac-kr.zoom.us/j/6301525437?omn=82456247361회의 ID: 630 152 5437,2024-12-06 11:19:39.0
지능형모빌리티융합학과,AI융합대학 심층 전공 탐색을 위한 진로 프로그램 신청 안내,https://mobility.jnu.ac.kr/bbs/imob/69/901893/artclView.do,"AI융합대학 심층 전공 탐색을 위한 진로 프로그램 공고◦ 프로그램명: [국립대학육성사업] 단과대학 맞춤형 진로 취업 역량 강화  직무썸네일_AI 분야 심층 전공 탐색을 위한 진로 프로그램 ◦ 심층 전공 탐색을 위한 유관 기관 및 기업 방문◦ 일시: 2024. 12. 26.(목) ~ 12. 29.(일)◦ 장소: 제주특별자치도 일대지원자격◦ 공고일 당시 기준 인공지능학부, 지능형모빌리티융합학과, 빅데이터융합학과 소속 2, 3학년 재학생 신분 (부 복수전공 불가)신청방법 및 유의사항◦ 지원자 접수 신청기간: 2024. 12. 04.(화)",2024-12-04 16:28:01.0
지능형모빌리티융합학과,"[공지]기말고사 시험기간 302호, 402호 강의실 , 스튜던트라운지 룸 1,2 열람 공지",https://mobility.jnu.ac.kr/bbs/imob/69/901891/artclView.do,"안녕하세요, AI융합대학 학생 여러분!시험기간 동안 AI융합대학-302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지 안내합니다.※ 302호, 402호 강의실 사용 정보 안내- 일시: 2024.12.11.(수) 18시~ 12.13.(금) 08시 - 일시: 2024.12.16.(월) 18시~ 12.20.(금) 08시- 일시: 2024.12.23.(월) 18시~ 12.24.(화) 08시- 토요일, 일요일, 공휴일은 폐쇄.- 매일 저녁 6시부터 다음날 아침 8시까지만 개방 ※ 예약은 따로 필요 없으며, 융합대학 학생이면 자유롭게",2024-12-04 16:26:34.0
지능형모빌리티융합학과,「2024학년도 전남대 학생 후생복지시설 만족도 조사」,https://mobility.jnu.ac.kr/bbs/imob/69/901581/artclView.do,"「2024학년도 전남대 학생 후생복지시설 만족도 조사」가. 조사기간: 2024. 11. 25.(월) ~ 12. 6.(금)나. 조사대상: 전남대학교 소속 교직원 및 학생다. 조사내용: 전남대 후생복지시설(구내식당, 카페, 편의점, 문구점) 이용자 만족도라. 참여방법: 온라인 설문조사 참여 또는 전남대 홈페이지 공지사항마. 참여주소: https://forms.gle/84BhTQE76S8HTikAA",2024-12-01 16:52:48.0
지능형모빌리티융합학과,[공개발표] 24-2학기 캡스톤디자인2 및 PBL 공개발표 세부일정 공지(12/6),https://mobility.jnu.ac.kr/bbs/imob/69/901580/artclView.do,"2024학년도 2학기 학부 캡스톤디자인2, 모빌리티PBL 공개발표 세부일정2024학년도 2학기 학부 캡스톤디자인2, 모빌리티PBL 공개발표회를 아래와 같이 개최하오니 심사위원 및 관심 있으신 교수, 대학원생, 학부생 여러분의 많은 참석 바랍니다.",2024-12-01 16:48:11.0
지능형모빌리티융합학과,(11.21.(목)~12.26.(목) 18:00)2025학년도 1학기 국가장학금 1차 신청 일정 안내,https://mobility.jnu.ac.kr/bbs/imob/69/901205/artclView.do,"가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생* 재학생은 국가장학금 1차 신청이 원칙(재학 중 2회에 한해 2차 신청으로 수혜 가능)나. 신청기간: '24. 11. 21.(목) ~ 12. 26.(목) 18:00- 서류제출 및 가구원 정보제공 동의 기간: '24. 11. 21.(목) ~ '25. 1. 2.(목) 18:00※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시 마감다. 신청 방법: 한국장학재단 홈페이지 및 모바일 앱을 통해 신청- 한국장학재단 홈페이지(https://www.kosaf.go.kr)-",2024-11-25 20:46:58.0
지능형모빌리티융합학과,[소중심대학사업단] (~12.1.)2024 하반기(2차) 소중마일리지 신청,https://mobility.jnu.ac.kr/bbs/imob/69/901159/artclView.do,"2024년 소프트웨어중심대학사업단 하반기 소중 마일리지를 지급하고자 합니다. 아래와같이 소중 마일리지 신청 관련 안내 드립니다.1. 신청 일정  - 신청기간: 24.11.18.(월) ~ 12.01.(일) 23:59  - 1차발표: 24.12.11.(수)(예정)  - 이의신청: 24.12.11.(수) ~ 12.13.(금)(예정)  - 최종발표: 24.12.16.(월)(예정)  - 지급일자: 24.12월 중2. 사업대상: SW중심대학사업단 참여학과 17개 재학생 및 SW학과, SW융합전공 부.복수전공 재학생(현재 기준 재학생 신분이어야",2024-11-25 16:58:22.0
지능형모빌리티융합학과,2024 AI융합대학 국외기획탐사 프로그램 공고,https://mobility.jnu.ac.kr/bbs/imob/69/899877/artclView.do,"2024학년도 AI융합대학 국외기획탐사 프로그램을 다음과 같이 공고하오니 많은 참여 바랍니다.○ 사업기간: 2024. 10. ~ 2025. 2. ○ 지원대상: AI융합대학 재학생(부 복수전공 불가) ○ 탐방대상- 전공 관련 국외 산업체, 연구소, 대학, 기관 등○운영◦ 국외 탐사 기획 팀 계획에 따른 자율 운영◦ 팀 구성 : AI융합대학 소속 재학생 3~4인 구성 ○ 지원내용◦ 왕복 항공료(수수료 발생 본인 부담), 국내 교통비, 현지 대중교통(버스, 철도, 여객선, 여객기)◦ 체재비: 일비 식비 숙박비는 공무원 여비 규정에 따른",2024-11-11 10:47:54.0
지능형모빌리티융합학과,(~11.13.)2024학년도 동계 계절학기 자유학기(자유교과목) 운영 계획 안내,https://mobility.jnu.ac.kr/bbs/imob/69/899799/artclView.do,"2024학년도 동계 계절학기 자유학기(자유교과목) 운영 계획을 붙임과 같이 수립하여 시행합니다.가. 신청자격: 우리대학 정규학기 2학기 이상 등록한 학생(최종학기 신청 가능)나. 대상학기: 2024학년도 동계 계절학기다. 신청기간: 2024. 11. 6.(수) ~ 11. 13.(수) 18:00까지라. 수강과목: 자유과제 1,2,3,4,8 교과목※ 2024학년도 동계 계절학기부터 계절학기 중 수강교과목 확대 운영마. 신청방법: 주제 선정 및 학과(부) 방문 담당 지도교수 배정 신청서 및 계획서 작성 후 출력(5,6p 참고) 지도교수",2024-11-08 11:31:01.0
지능형모빌리티융합학과,[계절학기] 2024학년도 동계 계절학기 운영 계획 안내,https://mobility.jnu.ac.kr/bbs/imob/69/898779/artclView.do,,2024-10-27 12:53:02.0
지능형모빌리티융합학과,[플랫폼-운송기기] 미래형모빌리티 공학아이디어 캡스톤디자인 경진대회 참가자 모집 ~ 11.6.(수),https://mobility.jnu.ac.kr/bbs/imob/69/898778/artclView.do,"[광주전남지역혁신플랫폼] 2024 미래형운송기기 공학아이디어   캡스톤디자인 경진대회 참가자 모집 안내 - 광주전남지역혁신플랫폼 미래형운송기기육성사업단에서  2024 Tech Fair 및 G-Fair  기간 동안 「미래형운송기기 공학아이디어   캡스톤디자인 경진대회」를 진행할 예정입니다. 참여대학에 재학 중인 학생들을 모집하고자 하오니 관심 있는 분들의 많은 참여 바랍니다.  ○ 대상 : 광주전남지역혁신플랫폼 참여대학 학부생 대학원생 ○ 일정 : 24. 11. 27.(수), 10:00 ~ ○ 장소 : 전남대학교 공과대학 4 7호관",2024-10-27 12:51:51.0
지능형모빌리티융합학과,2024학년도 2학기 도전장학생(비상) 선발 안내(~10.29.(화) 18:00),https://mobility.jnu.ac.kr/bbs/imob/69/898777/artclView.do,"2024학년도 2학기 도전장학생(비상) 선발 안내 가. 선발인원(예정): 101명(학부재학생 96명, 외국인학생 5명)나. 장학금액(1인당): 1,800천원다. 접수기간: 2024. 10. 22.(화) 09:00~ 10. 29.(화) 18:00라. 신청방법전남대학교포털사이트(http://portal.jnu.ac.kr)에 로그인 후   교육지원   내학사행정  장학   도전장학   장학금신청에 접속하여 도전계획서 작성 및 제출마. 선발계획: 붙임파일 붙임 2024학년도 2학기 도전장학생(비상) 선발 공고문 1부. 끝.",2024-10-27 12:50:36.0
지능형모빌리티융합학과,2024학년도 2학기 교과구분 정정 실시 안내,https://mobility.jnu.ac.kr/bbs/imob/69/896030/artclView.do,"2024학년도 2학기 교과구분 정정 실시 안내     2024학년도 2학기 교과구분 정정을 실시하니 아래 내용을 참고하여 해당 학과로 신청하시기 바랍니다.   교과구분 정정은 휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발/취소, 모집단위간 이동(전과), 국내 타대학 교류 등으로 인하여 본인 적용 교육과정 교과구분과 성적표의 교과구분이 상이한 학생에 대하여 실시하므로, 기간 내에 붙임 신청서를 작성하여 주전공학과 또는 부 복수전공학과 사무실로 제출하시기 바랍니다.  1. 교과구분 정정 신청 기간: 2024. 9. 1",2024-09-23 11:48:44.0
지능형모빌리티융합학과,[학사안내]2024학년도 2학기 수강취소 안내,https://mobility.jnu.ac.kr/bbs/imob/69/896019/artclView.do,❍ 신청기간: 2024. 9. 26.(목) 09:00 ~ 9. 27.(금) 17:00 ❍ 취소절차: 학생이 인터넷으로 포털에서 직접 수강취소 신청 교과목 개설학과에서 취소 승인 ❍ 취소방법: 전남대학교 포털사이트(http://portal.jnu.ac.kr)에 접속한 후    교육지원 내학사행정 수업 수강신청 수강취소 신청  선택 ❍ 수강취소 과목범위 - 수강취소 신청과목은 2과목 이내로 하되 취소 후 수강학점은 1학점 이상을 유지해야 함(수업관리지침 제19조) ❍ 수강취소 내역확인 - 수강취소 후 최종 수강신청 내역을 반드시 확인,2024-09-23 11:16:33.0
지능형모빌리티융합학과,[등록] 10.7.(월)~10.8.(화) 16:00 /2024학년도 제2학기 최종 등록금 납부(미등록 휴학) 기간,https://mobility.jnu.ac.kr/bbs/imob/69/895937/artclView.do,,2024-09-22 19:24:27.0
지능형모빌리티융합학과,[입시] 2025학년도 전기 일반대학원 입학전형 모집요강 공고,https://mobility.jnu.ac.kr/bbs/imob/69/895936/artclView.do,2025학년도 전기 일반대학원 입학전형 모집요강을 붙임과 같이 안내하오니 지원자는 모집요강을 자세히 숙지하시고 지원시 착오 없으시기 바랍니다.1. 전형 주요일정   - 인터넷 원서접수: 2024. 10. 2.(수) 09:00 ~ 10. 16.(수) 18:00   - 원서접수 사이트: 추후 공고     또는 전남대학교 홈페이지 상단 팝업창    - 전형일시: 2024. 10. 30.(수)   - 합격자 발표: 2024. 11. 12.(화) 15:00 예정2. 관련문의  - 대학원 사무실(062-530-5903)  - 지원학과별 연락처,2024-09-22 19:22:51.0
지능형모빌리티융합학과,"[사업] 현대차, 한화오션 사업장 탐방「미래 모빌리티 취업 캠프 」참여자 모집 (9/19~27)",https://mobility.jnu.ac.kr/bbs/imob/69/895630/artclView.do,"미래 모빌리티와 에너지 분야 기업 탐방이우리나라 대표 공업의 도시에서열립니다! 기계공학부 학생들의많은 참여 부탁드립니다!!■ 행사명: 미래 모빌리티 취업 캠프 (기업 탐방)■ 일시: 2024. 10. 7.(월) ~ 10. 8.(화)■ 장소: 울산광역시, 경남 거제■ 프로그램: 모빌리티 산업 기업 견학 (한화오션 거제사업장, 현대자동차 울산공장)  - 모집인원(참여인원): 재학생 36명 이내  - 날짜별 세부 일정은 추후 공지 예정  - 이동은 단체버스(45인승)로 이동■ 참여신청 ○ 신청기한: 2024. 9. 19. (목) ~ 9.",2024-09-19 09:40:23.0
지능형모빌리티융합학과,[국립대학육성사업] 2024년 해외취업박람회 신청 안내,https://mobility.jnu.ac.kr/bbs/imob/69/895415/artclView.do,"글로벌 시대의 흐름에 맞춰 우리 지역 청년들을 글로벌 인재로 육성하고 해외진출을 할 수 있도록 지원하기 위해 2024 해외취업박람회를 아래와 같이 운영하오니, 해외 취업을 희망하는 대학생은 신청하시기 바랍니다.1. 신청기간: 2024. 9. 13.(금) ~ 10. 7.(월)2. 신청방법: 링크(https://naver.me/GyYprD8I) 또는 포스터 내 QR코드3. 행사일시: 2024. 10. 14.(월) 13:00~17:004. 행사장소: 용지관 1층 기획전시실 및 컨벤션 홀5. 행사주관: 국립대학육성사업, 자연과학대학, 소프",2024-09-12 18:10:24.0
지능형모빌리티융합학과,[자기계발-교육혁신본부] 2024학년도 2학기 학생과 교수가 함께하는 이뭣고-교학상장 공모,https://mobility.jnu.ac.kr/bbs/imob/69/895378/artclView.do,아래 링크 눌러 해당 사이트 바로가기      2024학년도 2학기 이뭣고-교학상장 공모 - 전남대학교 교육혁신본부 (jnu.ac.kr),2024-09-12 16:16:39.0
지능형모빌리티융합학과,[빛그린셔틀버스](★회차수정) 2024학년도 2학기 빛그린산학융합캠퍼스 셔틀버스 운행 안내,https://mobility.jnu.ac.kr/bbs/imob/69/892456/artclView.do,"AI융합대학 지능형모빌리티융합학과에서는 2024학년도 2학기 빛그린산학융합캠퍼스 셔틀버스 운행을 아래와 같이 안내 합니다. 1. 운행 기간: 2024. 9. 2.(월) ~ 12. 20.(금), [매주 화, 목 운행]2. 운행구간: 용봉캠퍼스 광주버스터미널 호남대 빛그린산학융합캠퍼스3. 운행스케쥴: 산학융합캠퍼스 통학 재학생 시간표 반영*1) 빛그린산학융합캠퍼스 방면(통학버스)회차AI융합대학(교육융합관 사거리)광주버스터미널 건너편(함평500번 버스 탑승장)호남대학교(정문앞)빛그린산학융합캠퍼스 주차장1회09:0009:1009:3009:",2024-08-18 15:59:24.0
지능형모빌리티융합학과,[수업]2024년도 2학기 빛그린캠퍼스 시간표 안내,https://mobility.jnu.ac.kr/bbs/imob/69/892455/artclView.do,2024학년도 2학기 지능형모빌리티융합학과의 빛그린산학융합캠퍼스 시간표 안내합니다.빛그린산학융합캠퍼스는 강의계획서에 안내된 시간과 약간의 차이가 있으니 아래 시간표를 보시고 수업준비를 하시면 되겠습니다.지능형모빌리티융합학과 빛그린캠퍼스 2024년 2학기 시간표,2024-08-18 15:56:14.0
지능형모빌리티융합학과,[비교과]2024 AI융합대학  취업 스킬UP: 자소서 마스터 전현직자 멘토링  프로그램,https://mobility.jnu.ac.kr/bbs/imob/69/891106/artclView.do,"2024 AI융합대학 '취업 스킬UP: 자소서 마스터 전현직자 멘토링' 프로그램주제: AI융합대학 전공 직무 맞춤형 자기소개서 완성 및 멘토링교육기간: 2024년 8월 29일(목) ~ 30일(금)교육시간: 29일(목) 4Hr (온라인) / 30일(금) 5Hr (오프라인)교육장소: 29일(목) 온라인 / 30일(금) 오프라인 - AI융합대학 강의실교육인원: AI융합대학 재학생 30명(2~4학년)- 인공지능학부, 빅데이터융합학과, 지능형모빌리티융합학과참여신청:  https://naver.me/Fpx09FSK신청기간: 07.25.~08.",2024-07-25 17:06:40.0
지능형모빌리티융합학과,[HD현대삼호] (~7/12 15:00)2024년 2학기 채용연계형 인턴십 모집,https://mobility.jnu.ac.kr/bbs/imob/69/890050/artclView.do,"현대삼호 채용연계형 인턴 모집         지원자격 :  25년 2월 졸업 예정자 또는 수료자(조선 관련 전공자 限)         실습기간 : 9월 초부터 16주 간         모집직무 : 설계 / 생산관리         선발절차 : 참가자 접수(~7/12, 15:00 )   지원서 접수(7/12~7/15)   실무면접(7월 말 ~ 8월초 예정)   합격자 발표(8월 중)         지원방법 : 구글 폼 작성자 대상 7월 12일 저녁 지원서 작성 링크 배포 예정         채용연계 : 실습기간 종료 전 임원면접",2024-07-11 19:26:46.0
지능형모빌리티융합학과,[등록 및 분할납부] 2024학년도 제2학기 등록 공고 및 분할납부 안내,https://mobility.jnu.ac.kr/bbs/imob/69/882703/artclView.do,"2024학년도 제2학기 등록 공고 [분할납부 안내] 2024학년도 제2학기 등록금 납부를 다음과 같이 공고하니 등록에 차질 없으시기 바랍니다. 1. 기 간 : 2024. 8. 20.(화) ~ 8. 23.(금) 16:00까지 [4일간]2. 장 소 : 광주은행, 농협(지역농협 포함), 국민은행, 신한은행 전국 본 지점3. 등록금 분할납부 방법가. 신청대상: 경제사정으로 정해진 기간내에 등록금 전액 납부가 어려워 분할납부하고자 하는 학생[신청제외자: 학부 및 대학원 신입생, 전액 장학금 수혜자, 미등록 휴학예정자, 수업연한초과자]나. 신",2024-07-06 17:59:03.0
지능형모빌리티융합학과,[부.복수전공]2024학년도 2학기 부·복수(연계)·융합전공 취소(~7.10) 및 신청(~7.17) 안내 공고,https://mobility.jnu.ac.kr/bbs/imob/69/882702/artclView.do,"2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 및 신청 안내 공고2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 및 신청을 아래와 같이 실시하오니  해당 일정에 따라 신청하시기 바랍니다.  1. 부 복수(연계) 융합전공 이수 취소 신청   - 신청기간: 2024. 7. 8.(월) ~ 7. 10.(수)   - 신청방법: 전남대 포털 신청  2. 부 복수(연계) 융합전공, 마이크로디그리* 이수 신청   - 신청기간: 2024. 7. 15.(월) ~ 7. 17.(수)   - 신청방법: 전남대 포털",2024-07-06 17:55:50.0
지능형모빌리티융합학과,[★전학년 필독]2024년 2학기 학년별 시간표 안내,https://mobility.jnu.ac.kr/bbs/imob/69/882701/artclView.do,"2024년 2학기 학년별 시간표 안내합니다.전남대학교 수강시간표 및 에브리타임에 공지가 안되어 있는 내용들이 있으니 확인바랍니다.아울러, 빛그린캠퍼스 시간표 및 셔틀버스 시간표는 추후 안내 예정입니다.",2024-07-06 17:51:33.0
