학부,제목,링크,내용,작성일
지역·바이오시스템공학과,2024학년도 『전공 관련 자격증 응시료 지원 사업』 시행 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/901992/artclView.do,2024학년도 『전공 관련 자격증 응시료 지원 사업』 시행 안내우리 대학 학생들의 전공 능력 향상과 취업 경쟁력을 강화하기 위하여 『전공 관련 자격증 응시료 지원 사업』을 다음과 같이 시행합니다. 1. 사 업 명: 전공 관련 자격증 응시료 지원 사업2. 사업대상: 3~4학년 학부 및 대학원 재학생3. 사업기간구분모집 기간비고1차 24. 12. 02.(월) 14:00 ~  24. 12. 13.(금)농2-125(취업지원실)※ 예산 소진 시조기 사업 종료2차 25. 01. 02.(목) 14:00 ~  25. 01. 10.(금)3차 25.,2024-12-05 16:18:03.0
지역·바이오시스템공학과,2024학년도 전기(2025년 2월 졸업예정) 석·박사학위청구논문 심사 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/900432/artclView.do,"2024학년도 전기(2025년 2월 졸업예정) 석 박사학위청구논문 심사 안내2024학년도 전기(2025년 2월 졸업예정) 석 박사학위청구논문 심사 일정을 안내합니다. 가. 논문심사 안내사항구분박사석사심사기한2024. 12. 12.(목)까지심사횟수3회 이상2회 이상심사위원에게 송부할 서류- 심사용 논문 1부- 승낙서 1부- 심사결과표 1부- 심사요지서(심사위원장) 1부- 심사일정표(심사위원장) 1부- 중간보고서(심사위원장) 3부- 심사용 논문 1부- 승낙서 1부- 심사결과표 1부   공통사항【논문표절예방프로그램(Turnitin, Co",2024-11-18 16:37:11.0
지역·바이오시스템공학과,2024학년도 2학기 도전장학생(비상) 선발 계획 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/898724/artclView.do,"2024학년도 2학기 도전장학생(비상) 선발 계획 안내 2024학년도 2학기 도전장학생(비상) 선발을 다음과 같이 시행하오니 우리대학 소속 학과(부) 학생들이 많이 지원할 수 있도록 적극 홍보하여 주시기 바랍니다. 가. 선발인원(예정): 101명(학부재학생 96명, 외국인학생 5명)나. 장학금액(1인당): 1,800천원다. 접수기간: 2024. 10. 22.(화) 09:00~ 10. 29.(화) 18:00라. 신청방법전남대학교포털사이트(http://portal.jnu.ac.kr)에 로그인 후   교육지원   내학사행정  장학   도",2024-10-25 14:05:56.0
지역·바이오시스템공학과,2024힉년도 유일한 장학생(대학원생) 선발 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/898044/artclView.do,"2024힉년도 유일한 장학생(대학원생) 선발 안내 재단법인 유한재단의 2024학년도 유일한 장학생(대학원생) 장학생 선발계획을 다음과 같이 안내합니다. 가. 추천인원: 일반대학원 재학생 1명계열구분추천인원비 고자연 공학1명 나. 장학금액: 500만원(학업 장려금)다. 지원자격1) 사회적 취약계층에 해당하는 자(다문화, 한부모, 저소득 등)※ 저소득: 중위소득 100%이하인 자로 가족관계증명서 상 모든 구성원의 건강보험료 납부금액을 합산2) 일반대학원 정규학기 재학생으로 학업능력이 우수한 자라. 제출서류(원본 제출)1) 장학생 추천서",2024-10-17 18:53:39.0
지역·바이오시스템공학과,[축 합격] 2024년도 지방자치단체 공개채용 합격,https://rbe.jnu.ac.kr/bbs/rbe/447/896207/artclView.do,"[축 합격] 2024년도 지방자치단체 공개채용 합격 (학사21) 홍선경 재학생(부산시 토목직)   2024년도 지방자치단체 공개채용 합격을 진심으로 축하드리며, 귀하의 건승을 기원합니다.-지역 바이오시스템공학과-",2024-09-23 18:04:34.0
지역·바이오시스템공학과,"[농민신문] [시론] 바이오차, 다다익선과 과유불급의 사이 / 지역바이오시스템공학과 최우정 교수",https://rbe.jnu.ac.kr/bbs/rbe/447/895862/artclView.do,"바이오차의 비료 공정 규격이 설정돼 농업현장에서 보급이 확산되고 있다. 바이오차는 작물 잔사(殘渣 쓰고 남은 찌꺼기) 등 농업부산물을 산소 공급이 제한된 350℃ 이상의 고온에서 열분해 탄화시킨 것이다. 이렇게 탄화된 바이오차는 미생물에 잘 분해되지 않아 수백년 동안 토양에 남게 된다. 작물이 자라면서 대기 이산화탄소를 광합성 해서 유기물을 만들면 먹을 수 있는 것은 식품으로 소비하고, 나머지 작물 잔사는 소각하거나 토양에 환원하는 것이 관행이었다.잔사가 소각되거나 토양에서 미생물에 의해 분해되면 광합성으로 고정된 이산화탄소가 다시",2024-09-20 15:21:11.0
지역·바이오시스템공학과,[축 합격] 2024년도 지방자치단체 공개채용 (토목직),https://rbe.jnu.ac.kr/bbs/rbe/447/895418/artclView.do,"[축 합격] 2024년도 지방자치단체 공개채용 합격 (학사20) 심태희 졸업생(여수시청 토목직)    (학사20) 서다원 졸업생(순천시청 토목직)의 2024년도 지방자치단체 공개채용 합격을 진심으로 축하드리며, 귀하의 건승을 기원합니다.-지역 바이오시스템공학과-",2024-09-12 18:22:26.0
지역·바이오시스템공학과,[축 합격] 2024년도 한국철도공사,https://rbe.jnu.ac.kr/bbs/rbe/447/895417/artclView.do,"[축 합격] 2024년도 한국철도공사 (학사17) 최현수 졸업생,   (학사17) 최현수 졸업생의 2024년도 한국철도공사 합격을 진심으로 축하드리며, 귀하의 건승을 기원합니다.  -지역 바이오시스템공학과-",2024-09-12 18:19:02.0
지역·바이오시스템공학과,[축 합격] 2024년도 농촌진흥청,https://rbe.jnu.ac.kr/bbs/rbe/447/895416/artclView.do,"[축 합격] 2024년도 농촌진흥청 (학사13) (석사20) (박사 23) 서보성 수료생,(학사16) (석사20) (박사 23) 정영재 수료생, (학사15) (석사21) (박사 23) 최락영 수료생의2024년도 농촌진흥청 합격을 진심으로 축하드리며, 귀하의 건승을 기원합니다.  -지역 바이오시스템공학과-",2024-09-12 18:17:26.0
지역·바이오시스템공학과,2024학년도 2학기 교과구분 정정 실시 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/895383/artclView.do,"2024학년도 2학기 교과구분 정정 실시 안내휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발, 모집단위간이동(전과) 및 국내 타대학 교류로 인한 교과구분이 상이한 학생에 대하여 다음과 같이 교과구분 정정을 실시하오니, 정정 신청서를 작성하여 2024. 9. 27.(금)까지 제출하여 주시기 바랍니다. (기한엄수/추후 제출자는 다음학기 정정기간에 접수신청)가. 교육과정 적용 기준: 당초 입학년도 교육과정 적용, 단, 학적변동(복학, 재입학)으로 입학년도 교육과정 적용이 어려울 경우 복학하는 학년도의 소속학년 학생이 입학했던",2024-09-12 16:27:57.0
지역·바이오시스템공학과,2024학년도 전기(2025년 2월 졸업예정) 석사학위청구논문 접수 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/894418/artclView.do,"2024학년도 전기(2025년 2월 졸업예정) 석사학위청구논문 접수 안내2024학년도 전기(2025년 2월 졸업예정) 석사학위청구논문 접수를 안내하오니 참고 바랍니다. * 구분: 2024학년도 전기(2025년 2월) 석사학위 수여예정자* 제출서류: 석사학위청구논문 심사원, 석사학위청구논문 심사위원 추천서, 학위논문 연구윤리 준수확인서, 연구윤리 교육 이수 수료증, 심사료 입금 영수증 (반드시 논문제출자의 학번으로 입금)* 제출기한: 24. 9. 30.(월) ~ 24. 10. 4.(금) 14시까지* 제출처: 학과사무실(농생대1호관 2",2024-09-04 19:20:34.0
지역·바이오시스템공학과,2024학년도 전기(2025년 2월 졸업예정) 박사학위청구논문 접수 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/894417/artclView.do,"2024학년도 전기(2025년 2월 졸업예정) 박사학위청구논문 접수 안내2024학년도 전기(2025년 2월 졸업예정) 박사학위청구논문 접수 일정을 안내드리오니 해당자는 참고 바랍니다. * 구분: 2024학년도 전기(2025년 2월) 박사학위 수여예정자* 제출서류: 학위청구논문 심사원, 학위청구논문 심사추천서, 학위논문 연구윤리 준수확인서, 연구윤리 교육 이수 수료증, 심사료 입금 영수증(입금은 반드시 논문제출자의 학번으로 입금)* 제출기한: 24. 9. 23.(월) ~ 24. 9. 27.(금) 14시까지* 제출처: 학과사무실(농생대",2024-09-04 19:16:25.0
지역·바이오시스템공학과,2024학년도 후기(2025년 8월) 석·박사학위수여예정자 논문작성계획서 접수 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/894414/artclView.do,2024학년도 후기(2025년 8월) 석 박사학위수여예정자 논문작성계획서 접수 안내2024학년도 후기(2025년 8월) 석 박사학위수여예정자에 대한 논문작성계획서를 아래와 같이 안내하오니 참고 바랍니다. * 논문작성계획서 접수 기간: 2024. 10. 7.(월) ~ 10. 11.(금)* 제출서류: 논문작성계획서* 제출처: 학과사무실(농생대1호관 218호),2024-09-04 19:08:55.0
지역·바이오시스템공학과,[대한민국 정책브리핑] ‘기후변화’라고 쓰고 ‘식량위기’로 읽는다 / 지역바이오시스템공학과 최우정 교수,https://rbe.jnu.ac.kr/bbs/rbe/447/894202/artclView.do,"지금 우리가 누리는 문명은 의(衣) 식(食) 주(住)를 기본으로 한다. 그중에서도 먹는 것이 제일 중요하다.  설국열차 와 같은 디스토피아적 영화에서도 결국 식량이 권력이 된다. 하지만, 모든 것이 그러하듯이 기본을 잘 갖추기가 쉽지는 않다. 세계식량계획(WFP)에 따르면 2021년 기준 전 세계 인구 약 80억 명 중 8억 명 이상이 만성 기아(Chronic hunger)에 고통을 받고 있다. 가난한 특정 국가에 해당하는 문제가 아니라 최소 58개국에 걸친 세계적 문제이다. 여러 이유가 있겠지만, 무엇보다도 기온상승과 홍수 가뭄",2024-09-03 17:46:23.0
지역·바이오시스템공학과,2024학년도 2학기 일반(전문. 특수대학원 포함)대학원 수료후등록 추가 신청 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/893455/artclView.do,"2024학년도 2학기 일반(전문. 특수대학원 포함)대학원 수료후등록 추가 신청 안내 2024학년도 2학기 일반대학원 수료후등록 추가 신청기간을 안내드리오니 기간 내 수료 후 등록을 신청하기 바랍니다. * 신청방법- 대상: 일반대학원 및 전문, 특수대학원 수료생- 절차: 교육지원 -  내 학새업무 -  등록 -  대학원 수료후등록신청 -  신청- 신청기간: 2024. 8. 28.(수) ~ 9. 4.(수) ** 추가기한 없음/기한엄수- 고지서 출력 및 납입기간: 24. 9. 10. (화) ~ 9. 12.(목) 16:00까지- 수료 후",2024-08-27 16:54:12.0
지역·바이오시스템공학과,2024년 하반기 일반대학원 외국어 및 종합시험 추가 면제 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/893196/artclView.do,2024년 하반기 일반대학원 외국어 종합시험 추가 면제 안내2024년 하반기 일반대학원 외국어 종합시험 추가 면제 계획을 다음과 같이 안내합니다. * 면제 신청 학과 접수: 2024. 8. 26.(월) ~ 9. 3.(화) 16:00까지- 종합시험 면제의 경우 취득성적 또는 논문실적 중 하나만 충족하는 경우에도 면제 가능* 면제 신청서 제출처: 농생대1호관 218호(지역바이오시스템공학과 학과사무실)* 면제자 발표: 24. 9. 13.(금)기타 문의사항은 062-530-2150으로 문의 바랍니다.,2024-08-26 11:07:28.0
지역·바이오시스템공학과,"2024학년도 전기 석,박사학위청구논문 심사 계획 안내",https://rbe.jnu.ac.kr/bbs/rbe/447/892260/artclView.do,"2024학년도 전기 석,박사학위청구논문 심사 계획 안내2024학년도 전기(2025년 2월 졸업예정자) 석 박사학위청구논문 심사 계획을 붙임과 같이 안내하오니, 각 대학(원) 및 학과에서는 해당 학생에게 안내하여 논문 심사 진행에 차질이 없도록 협조하여 주시기 바랍니다.가. 대상: 2024학년도 전기(2025년 2월) 졸업예정자나. 주요일정구  분박사과정석사과정심사용 논문 및 서류 접수 24. 9. 23.(월) ~ 9. 30.(월) 24. 9. 30.(월) ~ 10. 8.(화)논문 심사 24. 10. 10.(목) ~ 12. 13.(금",2024-08-13 18:01:44.0
지역·바이오시스템공학과,2024학년도 2학기 수강신청 방법 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/891578/artclView.do,"2024학년도 2학기 수강신청 방법 안내 24학년도 2학기 수강신청 관련하여 2017~ 2022학년도 교육과정을 참고하여 수강신청 하기 바랍니다. (해당자에 한함)(지역바이오시스템공학과 생물산업기계공학전공 학생은 융합바이오시스템기계공학과 홈페이지- 공지사항-""동일교과목"" 검색 후 게시물의 첨부물 확인 후 수강신청)[2017, 2018 학년도 입학자용 교양필수 및 전공필수 교과목 목록][2019~2022학년도 입학자용 교양필수 및 전공필수 교과목 목록]기타 수강신청 문의는 학과 사무실로 문의 바랍니다. (062-530-2150)",2024-08-02 15:41:39.0
지역·바이오시스템공학과,BK21 기후지능형 간척지농업 교육연구팀  하계 지도교수와 함께하는 논문성장 워크숍,https://rbe.jnu.ac.kr/bbs/rbe/447/891467/artclView.do,"BK21 기후지능형 간척지농업 교육연구팀  하계 지도교수와 함께하는 논문성장 워크숍 전남대학교 BK21 기후지능형간척지농업교육연구팀에서는 7월 8~9일 담양 호텔드몽드에서 '하계 지도교수와 함께하는 논문성장 워크숍' 을 진행했다.이날 행사에서는 'BK21 기후지능형간척지농업교육연구팀 하계 논문 세미나'를 주제로, 전남대 지역바이오시스템공학과 BK21 기후지능형간척지농업교육연구팀, 15명의 학생과 교수가 참여했다.담양 드몽드 호텔 세미나실에서는 최우정 팀장님의 '자연과학계열 논문 작성 원리에 대한 이해' 발표를 시작으로 각 참여 대학",2024-07-31 18:09:24.0
지역·바이오시스템공학과,2024년 하반기 일반대학원 외국어·종합시험  세부 일정 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/890833/artclView.do,2024년 하반기 일반대학원 외국어 종합시험  세부 일정 안내2024년 하반기 일반대학원 외국어 종합시험 세부 일정을 안내드립니다.  외국어 종합시험 시행 내역 구  분추진 내용 및 일정비 고1. 시험 일정 및 장소 종합시험: 2024. 7. 24.(수)- 1분야 09:30 10:40- 2분야 11:00 12:10- 3분야 13:00 14:10* 장소: 농생대 1호관 102호 강의실  외국어 시험: 2024. 1. 25.(목)- 09:30 10:402. 합격자 발표 2024. 8. 16.(금) 예정  * 시험 응시자는 신분,2024-07-23 10:36:00.0
지역·바이오시스템공학과,2024학년도 2학기 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집,https://rbe.jnu.ac.kr/bbs/rbe/447/884013/artclView.do,2024학년도 2학기 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집2024학년도 2학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자를 아래와 같이 모집합니다.▢ 일정 및 지원절차 ▢구  분일  정절차 및 방법비  고지원서 접수2024. 6. 11.(화) ~ 2024. 7. 12.(금)지원자 ⇨ 학과사무#9312;연계과정 지원서#9313;지원학과 지도예정교수 추천서#9314;성적확인서(*당해학기 포함)#9315;연구활동계획서합격자 안내2024. 7. 29.(월)예정대학원 ⇨ 대학 수강신청2024. 8. 6.(화),2024-07-09 09:25:18.0
지역·바이오시스템공학과,2023학년도 후기(2024년 8월 졸업예정) 석·박사 학위논문 제출 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/882891/artclView.do,2023학년도 후기(2024년 8월 졸업예정) 석 박사 학위논문 제출 안내2023학년도 후기(2024년 8월 졸업예정) 석 박사학위 수여예정자의 학위논문 파일 등재 및 인쇄본 접수를 다음과 같이 안내드립니다. 가. 학위논문 파일 등재☎ 학위논문관리시스템(dCollection) 문의: 도서관 홈페이지(게시판 글쓰기)1) 등재기간: 2024. 7. 4.(목) ~ 7. 12.(금)(기간 이후 추가 등재 및 수정 불가)2) 등재방법: 도서관 홈페이지의 학위논문관리시스템 이용(붙임 2~4. 학위논문 파일 작성 및 제출 방법 숙지)※ 논문 공,2024-07-08 16:47:56.0
지역·바이오시스템공학과,2024학년도 2학기 대학원 저소득층 장학금 신청 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/882878/artclView.do,2024학년도 2학기 대학원 저소득층 장학금 신청 안내2024학년도 2학기 대학원 저소득층 장학금(등록금 감면)과 관련하여 안내합니다.  저소득층 장학금 주요 사항    가. 신청 자격:  24학년도 2학기 등록 예정자로 '24학년도 1학기 성적이 평균평점 2.25(실점 75점) 이상인 자 중 저소득층 장학생 선발 기준에 해당하는 재학생 [붙임1 참고]나. 선발 장학 종류 (일반대학원생은 창조장학4만 선발)- 창조장학1: 등록금 전액- 창조장학2: 수업료2 전액- 창조장학3: 수업료2 반액- 창조장학4: 수업료1다. 신청 및 서류,2024-07-08 16:38:16.0
지역·바이오시스템공학과,2024학년도 제2학기 등록 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/882134/artclView.do,"2024학년도 제2학기 등록 안내우리 대학 학사업무 추진 일정에 따라 2024학년도 2학기 등록 공고문을 안내합니다.  (등록금고지서는 학생이 직접 우리 대학 홈페이지 또는 전남대포털에서 출력하여 납부 가능합니다.) 가. 등록기간: 2024. 8. 20.(화) ~ 8. 23.(금) 16:00까지[4일간]나. 등록장소: 광주은행, 농협(지역농협 포함), 국민은행, 신한은행 전국 본 지점※ 등록금고지서는 우편 발송되지 않음(분할납부도 발송안됨) 또한, 학생들의 등록금 부담을 완화하기 위하여 등록금 분할납부제도를 운영하니 희망하는 학생들",2024-07-01 16:54:29.0
지역·바이오시스템공학과,2024학년도 제2학기 대학원 학위과정 변경(석사→석·박사통합) 실시 일정 변경 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/882129/artclView.do,2024학년도 제2학기 대학원 학위과정 변경(석사 석 박사통합) 실시 일정 변경 안내2024학년도 제2학기 대학원 학위과정 변경(석사   석 박사통합)을 아래와 같이 안내합니다. 가.  지원자격: 석사과정을 이수중인 자(수료자 제외)로 평균평점 3.5 이상인 자나.  세부일정* 학위과정 변경 신청서 접수: ~ 24. 7. 10. (수) 까지* 합격자 발표: 24. 7. 26.(금)첨부한 서식을 참고 부탁 드립니다.,2024-07-01 16:50:55.0
지역·바이오시스템공학과,"2024년 하반기 일반대학원 외국어, 종합시험 실시 및 면제처리 안내",https://rbe.jnu.ac.kr/bbs/rbe/447/882128/artclView.do,"2024년 하반기 일반대학원 외국어, 종합시험 실시 및 면제처리 안내2024년 하반기 일반대학원 외국어 종합시험 실시 및 면제처리 시행 계획을 다음과 같이 안내드립니다.* 면제신청: 2024. 7. 4.(목) ~ 7. 10.(수) 12:00까지* 면제자 발표: 2024. 7. 19.(금) 예정* 외국어, 종합시험 신청: 2024. 7. 4.(목) ~ 7. 10.(수) 12:00까지* 종합시험: 2024. 7. 24.(수) (※ 학년력 일자이며, 대학별 시행일은 변경될 수 있음)* 외국어시험: 2024. 7. 25.(목) 09:30~",2024-07-01 16:44:20.0
지역·바이오시스템공학과,2023학년도 후기(2024년 8월 졸업예정) 석·박사학위청구논문 심사  안내,https://rbe.jnu.ac.kr/bbs/rbe/447/880026/artclView.do,"2023학년도 후기(2024년 8월 졸업예정) 석 박사학위청구논문 심사 안내2023학년도 후기(2024년 8월) 석‧박사학위청구논문  심사일정을 안내합니다.가. 논문심사 안내사항박사학위과정석사학위과정기타(해당자가 있는 경우 제출)【학과, 위원(장)】#9312; 위원별 심사결과(붙임 1)#9313; 논문공개발표 결과보고서 1부#9314; 승낙서 1부#9315; 심사결과표 1부#9316; 심사요지서 1부#9317; 심사일정표 1부#9318; 중간보고서 3부※ #9313;~#9318; 서식은 (붙임 2) 참조【학과, 위원(장)】#9312",2024-06-07 17:39:11.0
지역·바이오시스템공학과,「2024년 상반기 2차 도전장학(미래) 선발 계획」 공고 안내,https://rbe.jnu.ac.kr/bbs/rbe/447/878344/artclView.do,"「2024년 상반기 2차 도전장학(미래) 선발 계획」 공고 안내「2024년 상반기 2차 도전장학(미래) 선발 계획」을 다음과 같이 공고합니다.[장학생 선발]가. 자격: 2024년 8월 학사과정 졸업자로서 2024학년도 후기 일반전형 및 학 석사연계과정에 지원하여 우리 대학교 일반대학원에 진학한 자※ 직전학기 성적 평균평점 2.5이상 (전남대학교 장학규정 제3조(장학생의 자격))나. 장학금: 인문사회계열 1,700천원, 자연예체능계열 2,300천원※ 단, 지원액은 가용예산 범위에 따라 다소 변동 가능함다. 제출서류대상제출 서류제출 기",2024-05-16 18:10:41.0
