학부,제목,링크,내용,작성일
농생명화학과,마이크로디그리 이수증 발급 경로 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/882809/artclView.do,"우리 대학에서는 특정 학문 분야에서 제시하는 과목군의 최소단위(micro) 학점을 이수하면 이수내역을 인증하는 마이크로디그리를 운영하고 있으며, 이수학점을 모두 취득한 학생에게는 이수증을 발급하고 성적증명서 및 졸업증명서에 기재하고 있습니다.이에 마이크로디그리 이수증 발급 경로를 안내해드리니 참고하시기 바랍니다.가. 재학생- 발급 경로: 학생 포털-학적-휴/복학/전공/전과신청-디그리신청-이수증출력- 발급 기간: 졸업(매년 2.26./8.26.) 일주일 전부터 가능(매년 2.19./8.19.)나. 졸업생(신분증 지참)- 방문처: 마",2024-07-08 14:05:21.0
농생명화학과,2024학년도 2학기 우선 선발 장학 대상자(법정장학 및 복지장학 등) 제출 요청,https://agrochem.jnu.ac.kr/bbs/agrochem/555/882804/artclView.do,2024학년도 2학기 재학생 등록금 감면 우선 선발 장학생을 선발하고자 하오니 해당자는 2024. 7. 15.(월)까지 학과사무실(농6-301)로 서류를 제출하여 주시기 바랍니다.  법정장학   복지장학   특별장학 수혜자격 및 증빙서류 구 분수혜자격증빙 서류장학금비고국가유공장학(법정장학) 독립유공자예우에 관한 법률 등 관련 법령에 따른 법정 장학 대상자 중 직전 학기 평균평점이 1.75(실점 70점) 이상인 자※ 국가유공자 등 본인은 성적 제한 없음 교육지원대상자증명서(본인) 또는 대학수업료등 면제대상자증명서(자녀) 1부※,2024-07-08 13:59:26.0
농생명화학과,2024학년도 1학기 도전장학생(비상) 선발 계획 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/882796/artclView.do,"2024학년도 1학기 도전장학생(비상) 선발을 다음과 같이 시행하오니 많은 학생들이 지원하여 주시기 바랍니다. 가. 선발인원(예정): 92명(학부재학생 88명, 외국인학생 4명)나. 장학금액(1인당): 1,800천원다. 접수기간: 2024. 7. 5.(금) 15:00~7. 12.(금) 18:00라. 신청방법전남대학교포털사이트(http://portal.jnu.ac.kr)에 로그인 후   교육지원   내학사행정  장학   도전장학   장학금신청에 접속하여 도전계획서 작성 및 제출마. 선발계획: 붙임파일 및 홈페이지 공지사항 공고붙임 2",2024-07-08 13:48:22.0
농생명화학과,"2024학년도 2학기 부·복수(연계)·융합전공, 마이크로디그리 취소 및 신청 추가 안내",https://agrochem.jnu.ac.kr/bbs/agrochem/555/882282/artclView.do,"2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 및 신청 안내 공고에 다음 내용을 추가하여 시행합니다.가. 추가 내용: 신규 마이크로디그리 13건나. 일정업무 구분추진 일자비고비고공고2024. 6. 25.(화)공문시행 및 홈페이지 공고 취소 신청2024. 7. 8.(월) ~ 7. 10.(수)학생(직접 인터넷 신청)마이크로디그리는취소 신청 및 승인절차 없음취소 승인2024. 7. 12.(금)본부 학사과   대학, 융합전공신청2024. 7. 15.(월) ~ 7. 17.(수)학생(직접 인터넷 신청) 신청자 사정 및",2024-07-03 09:48:11.0
농생명화학과,"2024학년도 2학기 부·복수(연계)·융합전공, 마이크로디그리 취소 신청 및 이수자 선발 안내",https://agrochem.jnu.ac.kr/bbs/agrochem/555/881618/artclView.do,"2024학년도 2학기 부 복수(연계) 융합전공, 마이크로디그리 취소 신청 및 이수자 선발을 아래와 같이 안내합니다.업무 구분추진 일자비고비고공고2024. 6. 25.(화)공문시행 및 홈페이지 공고 취소 신청2024. 7. 8.(월) ~ 7. 10.(수)학생(직접 인터넷 신청)마이크로디그리는취소 신청 및 승인절차 없음취소 승인2024. 7. 12.(금)본부 학사과   대학, 융합전공신청2024. 7. 15.(월) ~ 7. 17.(수)학생(직접 인터넷 신청) 신청자 사정 및 선발2024. 7. 25.(목)학과(부)마이크로디그리는사정절차",2024-06-25 14:27:57.0
농생명화학과,2024학년도 2학기 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집,https://agrochem.jnu.ac.kr/bbs/agrochem/555/880458/artclView.do,"2024학년도 2학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자를 아래와 같이 모집하오니, 관심 있는 많은 학생들이 지원 하여 주시기 바랍니다. ▢ 일정 및 지원절차 ▢구  분일  정절차 및 방법비  고지원서 접수2024. 6. 11.(화) ~2024. 7. 12.(금)지원자 ⇨ 단과대학 행정실(농1 행정실)#9312;연계과정 지원서#9313;지원학과 지도예정교수 추천서#9314;성적확인서(*당해학기 포함)#9315;연구활동계획서수강신청2024. 8. 6.(화) ~ 8. 13.(화)전남대 포털 ⇨ 교육지원(내학사행정)",2024-06-12 14:27:49.0
농생명화학과,2024학년도 1학기 글로벌커뮤니케이션잉글리쉬 학점 미취득자 교과목 이수 조사 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/879170/artclView.do,"2024학년도 1학기 글커잉 학점 미취득자 교과목 이수 조사 개요  1. 학점 미취득자 :  2014~2018학년도 신입학자, 2016~2020학년도 편입학자 중 글커잉 교과목 학점 미취득자2. 글커잉 교과목 대체 방안(택1)#9312; 대체교과목 이수: 해당교과목 중 1과목 이수교과목명학점비고기초영어3#9312;대체교과목 중 기 이수교과목이 있는 경우 소급하여 인정하지 않고, 다른 대체교과목을 택1하여 이수해야 함#9313; 글커잉 대체교과목 신청: 학생이 포털 내 직접 신청[종강 전까지 포털 내 글커잉 대체교과목 신청을 하지",2024-05-27 10:22:54.0
농생명화학과,2024년 8월 졸업예정자 졸업논문졸업시험졸업인정 자격증 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/879163/artclView.do,"* 졸업자격인정기준(전공영역)1) 졸업 논문 제출2) 농식품 관련 국가기술자격증 취득3) 졸업 시험(3과목) 통과   * 논문 제출 (졸업발표 포함) 1. 교과과정 ~2009 까지: 논문실험 이수자는 논문 제출 or 졸업시험 응시 중 선택 가능2. 교과과정 2010 학년도부터:- 생명화학연구 (3-2학기) 전선: 이 과목을 수강하는 학생은 본인이 선택한 실험실에서 일정기간 연구생활이 필수 (수강신청 전에 지도교수 면담 권장)   실험논문 작성   실험실에서 발표 (지도교수가 인정, 리뷰논문은 불가능)(이후 졸업논문은 지도교수의 날인",2024-05-27 10:16:48.0
농생명화학과,2024학년도 후기 일반대학원 신입생 모집 홍보,https://agrochem.jnu.ac.kr/bbs/agrochem/555/877313/artclView.do,"구  분일시(기간)장소비고인터넷 원서접수(방문/우편 접수불가)2024. 5. 2.(목) 09:00~ 5. 14.(화) 18:00○ 전남대학교 홈페이지- www.jnu.ac.kr‣인터넷 접수만 가능‣반드시 수험표 출력 보관구비서류 제출(방문 또는 우편 제출)2024. 5. 2.(목) 09:00~ 5. 16.(목) 18:00○ 방문 및 등기우편 제출광주 북구 용봉로 77전남대학교 대학본부 2층대학원 사무실우)61186‣마감일 18:00까지 반드시도착하여야 함‣대리제출 가능‣토요일, 공휴일 휴무제출서류 도착 확인2024. 5. 2.(목)",2024-05-07 15:48:09.0
농생명화학과,「2024년 상반기 학·석사학위 및 학·석박통합연계과정 학부연구생 장학사업」 선발 계획 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/873374/artclView.do,"「2024년 상반기 학 석사학위 및 학 석박통합연계과정 학부연구생 장학사업」 선발 계획을 다음과 같이 공고하오니 대상자는 해당 기간내에 서류 제출 하시기 바랍니다.가. 지원자격 o 학 석사학위 및 학 석박통합연계과정생 (4학기 이상 수업연한 이내 재학생) o 지원연구실 지도예정교수의 추천을 받은 자나. 지급액: 학기당 1,000천원 이내 (3학기 이내)다. 진행절차 내용추진일정비고신청서 접수신청자   학과사무실'24. 3. 26.(화) 14:00o 지원신청서(신청자)o 추천서 및 지도계획서(지도예정교수)선발 확정 및 공고대학원혁신본",2024-03-21 15:31:56.0
농생명화학과,2024학년도 1학기 교과구분 정정 실시 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/872585/artclView.do,"휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발, 모집단위간이동(전과) 및  국내 외 타대학 교류로 인한 교과구분 상이 학생에 대하여 다음과 같이 교과구분 정정을 실시하오니,신청서를 작성하여 2024. 3. 22.(금)까지 학과사무실로 제출하여 주시기 바랍니다.   * 주요 확인 및 유의사항1) 휴 복학 및 전과에 따른 교육과정 적용년도 변경자의 경우, 적용받는 교육과정에 따라    필수 과목이 달라질 수 있으므로 교육과정 적용년도 반드시 확인2) 편입생 전적 대학 학점인정 내역은 교과구분 정정 신청 대상 아님3) 국내",2024-03-13 13:35:57.0
농생명화학과,조기취업자 출석인정 처리 방법 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/871743/artclView.do,"가. 신청 대상: 졸업예정자(최종학기 이수중인 자)나. 신청 시기: 학기 시작일 ~ 기말고사 기간 전까지    ※ 학기 중 취업한 경우 취업 후 즉시 신청다. 제출 서류   ○ 조기취업자 출석인정 신청구  분증빙서류조기취업자#9312; 재직증명서(근무기간 명시)#9313; 졸업예정증명서*#9314; 4대보험 가입내역 확인서#9315; 기타 취업사실을 확인할 수 있는 서류(건강보험자격득실확인서, 사업자등록증, 부가가치세과세표준증명원, 근로계약서 등)채용연계형 인턴대상자 및공채합격자 중 연수(교육)대상자#9312; 합격통지서#9313;",2024-03-06 09:57:51.0
농생명화학과,2024학년도 신(편)입생 학생증 발급 계획 및 신청 방법 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/870850/artclView.do,"2024학년도 신(편)입생 학생증 발급 계획 및 신청 방법을 다음과 같이 안내하오니, 학생들이 기한 내에 발급 받을 수 있도록 신청하여주시기 바랍니다.    가. 신청 대상: 2024학년도 신입생(학부, 편입, 대학원)    ※ 외국인 학생은 학생증카드 대면(오프라인)발급만 가능     나. 학생증 사진 등록: 2024. 3. 4.(월) ~ 3. 11.(월) / 전남대학교 포털   다. 학생증 신청: 2024. 3. 15.(금) ~ 3. 29.(금) / 온라인 신청      붙임  비대면 학생증(스마트카드) 발급 신청 프로세스(학생",2024-02-26 11:11:03.0
농생명화학과,2023학년도 전기(2024년 2월) 학부 졸업(수료)대상자 유보 신청 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/864674/artclView.do,2023학년도 전기(2024년 2월) 학부 졸업(수료) 대상자 중 2024학년도 1학기 학적사항을  재학 으로 유지하고자 희망하는 학생은아래 기간내 졸업(수료) 유보를 신청 및  신청기간 및 유보비 납부 방법을 안내합니다.    □ 졸업(수료) 유보 신청 및 유보비 납부 □  가. 유보 신청 기간 : 2023. 12. 18.(월) ~ 2024. 1. 3.(수) 18:00까지 [추가 신청기간 없음]    1) 신청방법: 전남대 포털   교육지원   내 학사업무   등록   학부 졸업(수료)유보  학부 졸업(수료)유보 신청  나. 유보,2023-12-13 14:46:19.0
농생명화학과,「2023학년도 하반기 도전장학(미래) 추가 선발 계획」 공고,https://agrochem.jnu.ac.kr/bbs/agrochem/555/864602/artclView.do,"「2023년 하반기 도전장학(미래) 추가 선발 계획」을 다음과 같이 공고합니다.가. 장학생 선발    - 자격: 2024년 2월 학사과정 졸업예정자로서 2024학년도 전기 우리 대학교 일반대학원에 진학하려는 자 (학.석사연계과정생도 지원 가능)        ※ 직전학기 성적 평균평점 2.5이상 (전남대학교 장학규정 제3조(장학생의 자격))    - 장학금: 인문사회계열 1,700천원, 자연예체능계열 2,300천원        ※ 단, 지원액은 가용예산 범위에 따라 다소 변동 가능함    - 제출서류대상제출 서류제출 기한제출처지원신",2023-12-13 10:46:58.0
농생명화학과,2024학년도 1학기 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집,https://agrochem.jnu.ac.kr/bbs/agrochem/555/864154/artclView.do,2024학년도 1학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집을 붙임과 같이 안내합니다.   ▢ 일정 및 지원절차 ▢구  분일  정절차 및 방법비  고지원서 접수 24. 1. 2.(화)  ~ 1. 12.(금) 지원자 ⇨ 단과대학 행정실#9312;연계과정 지원서#9313;지원학과 지도예정교수 추천서#9314;성적확인서(*당해학기 포함)#9315;연구활동계획서합격자 안내  24. 1. 29.(월)예정대학원 ⇨ 대학   수강신청  24. 2. 13.(화)  ~ 2. 20.(화)포털 ⇨ 교육지원(내학사행정) ⇨ 수업,2023-12-07 09:28:14.0
농생명화학과,2024년 2월 졸업예정자 졸업논문졸업시험졸업인정 자격증 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/863858/artclView.do,"* 졸업자격인정기준(전공영역)1) 졸업 논문 제출2) 농식품 관련 국가기술자격증 취득3) 졸업 시험(3과목) 통과   * 논문 제출 (졸업발표 포함) 1. 교과과정 ~2009 까지: 논문실험 이수자는 논문 제출 or 졸업시험 응시 중 선택 가능2. 교과과정 2010 학년도부터:- 생명화학연구 (3-2학기) 전선: 이 과목을 수강하는 학생은 본인이 선택한 실험실에서 일정기간 연구생활이 필수 (수강신청 전에 지도교수 면담 권장)   실험논문 작성   실험실에서 발표 (지도교수가 인정, 리뷰논문은 불가능)(이후 졸업논문은 지도교수의 날인",2023-12-04 15:18:57.0
농생명화학과,2023학년도 후기 일반대학원 신입생 모집 홍보,https://agrochem.jnu.ac.kr/bbs/agrochem/555/858027/artclView.do,"구  분일시(기간)장소비고인터넷 원서접수(방문/우편 접수불가)2023. 5. 2.(화) 09:00 ~ 5. 17.(수) 18:00○ 전남대학교 홈페이지 - www.jnu.ac.kr/jnumain.aspx‣인터넷 접수만 가능‣반드시 수험표 출력 보관구비서류 제출(직접방문 또는우편 제출)2023. 5. 2.(화) 09:00 ~ 5. 18.(목) 18:00○ 방문 및 등기우편 제출 광주 북구 용봉로 77  전남대학교 대학본부 2층 대학원 사무실 우)61186 ‣마감일 18:00까지 반드시 도착하여야 함‣대리제출 가능‣토요일, 공휴일 휴무",2023-10-10 10:14:44.0
농생명화학과,2023학년도 2학기 글로벌커뮤니케이션잉글리쉬 학점 미취득자 교과목 이수 조사 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/858020/artclView.do,"2023학년도 2학기 글커잉 학점 미취득자 교과목 이수 조사 개요  1. 학점 미취득자 :  2014~2018학년도 신입학자, 2016~2020학년도 편입학자 중 글커잉 교과목 학점 미취득자2. 글커잉 교과목 대체 방안(택1)#9312; 대체교과목 이수: 해당교과목 중 1과목 이수교과목명학점비고기초영어3#9312;대체교과목 중 기 이수교과목이 있는 경우 소급하여 인정하지 않고, 다른 대체교과목을 택1하여 이수해야 함#9313; 글커잉 대체교과목 신청: 학생이 포털 내 직접 신청[종강 전까지 포털 내 글커잉 대체교과목 신청을 하지",2023-10-10 09:44:23.0
농생명화학과,「2023년 하반기 도전장학(미래) 선발 계획」 공고 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/858018/artclView.do,"「2023년 하반기 도전장학(미래) 선발 계획」을 다음과 같이 공고합니다. 가. 장학생 선발     - 자격: 2024년 2월 학사과정 졸업예정자로서 2024학년도 전기 우리 대학교 일반대학원에 진학하려는 자 (학.석사연계과정생도 지원 가능)         ※ 직전학기 성적 평균평점 2.5이상 (전남대학교 장학규정 제3조(장학생의 자격))      - 장학금: 인문사회계열 1,700천원, 자연예체능계열 2,300천원         ※ 단, 지원액은 가용예산 범위에 따라 다소 변동 가능함      - 제출서류대상제출 서류제출 기한제",2023-10-10 09:36:21.0
농생명화학과,「2023년 국립대학 육성사업」 2023학년도 동계 5만기행 단기 탐방 프로그램 참가자 모집 홍보,https://agrochem.jnu.ac.kr/bbs/agrochem/555/857530/artclView.do,"UN의 지속가능한발전목표(SDGs) 17개를 중심으로 본교생이 자발적으로 기획한 주제에 따라 체험, 탐방 학습의 기회를 제공하고 글로컬 우수 인재로 양성하고자 2023학년도 동계 「5만기행(五萬起行)」 프로그램 참가자를 모집합니다. 1. 참가대상: 지난 10년간 해외 방문 경험이 없는 본교 학부 및 대학원 재학생2. 내 용: 학생이 직접 기획하여 2023 동계 기간 아시아 내 국가 탐방3. 접수방법: 온라인 지원 (https://forms.gle/DQt5QXqK6Hxubqzs6)4. 선발인원: 총 160명 내외 (개인 또는 팀)5.",2023-09-26 16:51:01.0
농생명화학과,「2023년 하반기 학·석사학위연계과정 학부연구생 장학사업」 선발 계획 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/856866/artclView.do,"「2023년 하반기 학 석사학위연계과정 학부연구생 장학사업」 선발 계획을 다음과 같이 공고하오니 대상자는 학과실로 서류 제출하시 바랍니다. 가. 지원자격     o 학 석사학위연계과정생(4학기 이상 수업연한 이내 재학생)     o 지원연구실 지도예정교수의 추천을 받은 자 나. 지급액: 학기당 1,000천원 이내 (3학기 이내) 다. 진행절차내용추진일정비고신청서 접수신청자   학과사무실'23. 9. 20.(수) 11:00 까지o 지원신청서(신청자)o 추천서 및 지도계획서(지도예정교수)o 학석사학위연계과정 학부연구생 연구프로젝트 추",2023-09-18 17:49:05.0
농생명화학과,2023학년도 2학기 교과구분 정정 실시 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/856671/artclView.do,"휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발, 모집단위간이동(전과) 및  국내 외 타대학 교류로 인한 교과구분 상이 학생에 대하여 다음과 같이 교과구분 정정을 실시하오니,신청서를 작성하여 2023. 9. 22.(금)까지 학과실로 제출하여 주시기 바랍니다.   * 주요 확인 및 유의사항1) 휴 복학 및 전과에 따른 교육과정 적용년도 변경자의 경우, 적용받는 교육과정에 따라    필수 과목이 달라질 수 있으므로 교육과정 적용년도 반드시 확인2) 편입생 전적 대학 학점인정 내역은 교과구분 정정 신청 대상 아님3) 국내 외",2023-09-15 11:45:42.0
농생명화학과,2023학년도 CNU전공-나눔연계 국외봉사 단원 모집 알림,https://agrochem.jnu.ac.kr/bbs/agrochem/555/854883/artclView.do,"2023학년도 CNU전공-나눔연계 국외봉사 모집 공고문을 붙임과 같이 알리오니, 많은 학생들이 참여 하여 주시기 바랍니다.구분국제워크캠프국제자원활동파견국가태국, 캄보디아라오스모집인원21명11명홍보기간'23.9.4.(월) 9.15.(금)'23.8.28.(월) 9.8.(금)접수기간'23.9.13.(수) 9.15.(금)'23.9.6.(수) 9.8.(금)면접일자'23.9.22.(금) 15:00'23.9.15.(금) 15:00최종합격 공고일'23.9.26.(화) 15:00'23.9.19.(화) 14:00   붙임 1. 2023학년도 동계 국",2023-09-01 09:23:12.0
농생명화학과,조기취업자 출석인정 처리 방법 안내,https://agrochem.jnu.ac.kr/bbs/agrochem/555/854797/artclView.do,우리 대학은 「부정청탁 및 금품 등 수수의 금지에 관한 법률」 시행 이후 「학칙」 및 「수업관리지침」에 조기취업자에 대한 특례조항을 마련하여 조기취업자 출석 인정 제도를 실시하고 있습니다.1. 이와 관련하여 다음과 같이 신청 절차를 안내하오니 해당 학생은 신청하여주시기 바랍니다.     가. 신청 대상: 졸업예정자(최종학기 이수중인 자)     나. 신청 시기: 학기 시작일 ~ 기말고사 기간 전까지         ※ 학기 중 취업한 경우 취업 후 즉시 신청2. 제출 서류     ○ 조기취업자 출석인정 신청구  분증빙서류조기취업자#9,2023-08-31 13:58:55.0
농생명화학과,2023학년도 2학기 국가유공장학 등 우선 선발 장학 신청,https://agrochem.jnu.ac.kr/bbs/agrochem/555/850934/artclView.do,2023학년도 2학기 재학생 등록금 감면 우선 선발 장학생(법정장학 및 복지장학 등)을 선발하고자 하오니 각 해당자는 장학 대상자 명단[붙임1] 및 증빙서류를 2023. 7. 10.(월)까지 학과 사무실로 제출하여 주시기 바랍니다.    법정장학   복지장학   특별장학 수혜자격 및 증빙서류  구 분수혜자격증빙 서류장학금비고국가유공장학(법정장학) 독립유공자예우에 관한 법률 등 관련 법령에 따른 법정 장학 대상자 중 직전 학기 평균평점이 1.75(실점 70점) 이상인 자※ 국가유공자 등 본인은 성적 제한 없음  교육지원대상자증명서,2023-07-06 09:41:09.0
