학부,제목,링크,내용,작성일
조경학과,2025학년도 1학기 국가장학금 1차 신청 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/900539/artclView.do,"2025학년도 1학기 국가장학금 1차 신청 일정을 다음과 같이 안내합니다.가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생* 재학생은 국가장학금 1차 신청이 원칙(재학 중 2회에 한해 2차 신청으로 수혜 가능)나. 신청기간: '24. 11. 21.(목) ~ 12. 26.(목) 18:00- 서류제출 및 가구원 정보제공 동의 기간:  '24. 11. 21.(목) ~ '25. 1. 2.(목) 18:00※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시 마감다. 신청 방법: 한국장학재단 홈페이지 및 모바일 앱을 통해",2024-11-19 15:08:26.0
조경학과,관정이종환교육재단 2025학년도 국내대학 장학생 선발 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/900295/artclView.do,"관정이종환교육재단 2025학년도 국내대학 장학생 선발계획에 의거, 재학생 중 선발요건에 적격한 학생들이 신청할 수 있도록 해당 단과대학 홈페이지 및 게시판에 적극적으로 홍보 안내하여 주시기 바랍니다.가. 추천인원: 학부재학생 5명 내외(최종 선발인원은 아니며, 3차 선발과정을 거쳐 최종 확정) - 계열별 추천인원 비율: 자연 이공계열 80%, 인문 사회계열 20%나. 장학금액: 학기당 최대 600만원[재단 제반규정에 저촉되지 않는 한 최대 4학기 지원]다. 지원자격- 대한민국 국적 보유자로서 대한민국에서 고등학교를 졸업한 자- 20",2024-11-15 14:21:33.0
조경학과,2024학년도 농업생명과학대학 JOB FESTIVAL(채용박람회) 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/898953/artclView.do,"우리 대학 학부 및 대학원생을 대상으로 학생들이 선호하는 농업 관련 기관 및 기업의 정보 제공과 채용 상담을 위한 「2024학년도 농업생명과학대학 JOB FESTIVAL」 프로그램을 아래와 같이 개최합니다.가. 행 사 명: 2024학년도 농업생명과학대학 JOB FESTIVAL나. 행사일시: 2024. 10. 30.(수) 13:00~17:00다. 행사장소: 농생대 4호관 일원라. 주최/주관: 전남대학교 농업생명과학대학, 국립대학 육성사업, 전남대학교 LINC3.0사업단마. 행사대상: 전남대학교 학부생 및 대학원생, 지역청년 등바. 추",2024-10-29 11:00:57.0
조경학과,2024학년도 2학기 도전장학생(비상) 선발 계획 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/898291/artclView.do,"2024학년도 2학기 도전장학생(비상) 선발을 다음과 같이 시행하오니 우리대학 소속 학과(부) 학생들이 많이 지원할 수 있도록 적극 홍보하여 주시기 바랍니다. 가. 선발인원(예정): 101명(학부재학생 96명, 외국인학생 5명)나. 장학금액(1인당): 1,800천원다. 접수기간: 2024. 10. 22.(화) 09:00~ 10. 29.(화) 18:00라. 신청방법전남대학교포털사이트(http://portal.jnu.ac.kr)에 로그인 후   교육지원   내학사행정  장학   도전장학   장학금신청에 접속하여 도전계획서 작성 및 제출",2024-10-21 16:55:08.0
조경학과,2025학년도 전기 조경학과 대학원 입학설명회 개최,https://jnula.jnu.ac.kr/bbs/jnula/655/897779/artclView.do,전남대학교 조경학과 일반대학원 입학설명회 개최,2024-10-15 17:48:47.0
조경학과,5차년도 광주전남지역혁신플랫폼 에너지신산업육성사업 해외 프로젝트 답사 및 견학 학생 선발 결과 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/896206/artclView.do,"지역혁신플랫폼 5차년도 사업의 해외 선진지견학 프로그램 공모에 많은 관심을 갖고 열성적으로 참여해준 학생 모두에게 감사의 마음을 전하며, 특별히 활동계획서 작성에 많은 수고를 해주어서 더욱 고맙습니다.한정된 예산으로 해외 선진지견학 프로그램을 진행해야 하는 사업의 특성상 지원해준 학생들 모두가 참여하지 못하고, 부득이하게 별도의 선발 절차를 거쳐서 10명만 선발을 하게 된 점을 유감스럽게 생각합니다. 제출해준 계획서에서 참여를 희망하는 여러분들의 관심과 열정에 깊은 감명을 받았으며, 여러분들의 노력이 헛되지 않도록 공정한 평가기준에",2024-09-23 18:01:30.0
조경학과,미국의 조경학 대학원 프로그램과 경력 개발을 위한 로드맵  특강 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/896046/artclView.do,"전남대학교 조경학과에서는 아래와 같이 특강을 진행하오니 학생들의 많은 참여 부탁드립니다.일시: 2024. 9. 24 오전 11시 ~ 12시장소: 농업생명과학대학 3호관 410호주제: 미국의 조경학 대학원 프로그램과 경력 개발을 위한 로드맵A Roadmap for Landscape Architecture Graduate Programs and Careers in the U.S.강사: Texas A M 조경학과 이성민 교수with Texas A M 조경학과 석사과정 박인서 학생(전남대 조경학과 24년 졸), 전남대 조경학과 석사과정 김",2024-09-23 14:24:25.0
조경학과,5차년도 광주전남지역혁신플랫폼 에너지신산업육성사업 해외 프로젝트 답사 및 견학 참여 학생 선발 공지,https://jnula.jnu.ac.kr/bbs/jnula/655/895476/artclView.do,"2024년 광주전남지역 혁신플랫폼 에너지 신산업육성 사업단 탄소흡수원 확대를 위한 산림지와 정주지 분야 전문인력양성사업 해외 프로젝트 답사 및 견학 참여 학생 선발 1. 개 요2024년 2학기 조경학과는 광주전남지역 혁신플랫폼 에너지 신산업육성 사업단의 ""탄소흡수원 확대를 위한 산림지와 정주지 분야 전문인력양성사업""의 일환으로 해외 프로젝트 답사 및 견학을 추진하고자 합니다. 관심 있는 학생들의 많은 참여를 부탁드립니다. 2. 일시 및 장소11월 15일~ 11월 22일 (추후 확정 예정)미국 뉴욕시 일대3. 기획안 제출 기한 및 학",2024-09-13 11:39:14.0
조경학과,「IR 기반 성과관리 재학생 서포터즈」 모집 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/894966/artclView.do,가. IR 기반 성과관리 재학생 서포터즈 모집 개요모집기간2024. 9. 9.(월) ~ 9. 20.(금)대상 및 인원전남대학교 재학생 9명(2학년 이상)활동기간2024. 10. 1.(화) ~ 2025. 1. 31.(금)활동내용#9312;대학 주요 데이터 현황 점검 및 소식지 홍보 #9313;재학생 대상 설문조사 및 평가 홍보#9314;국립대학 육성사업 성과 점검지원방법지원서 작성 후 담당자 이메일(ado23@jnu.ac.kr)로 제출활동혜택#9312;서포터즈 활동지원비 지급 #9313;우수 서포터즈 선발 및 포상 #9314;자기계,2024-09-10 09:33:01.0
조경학과,2024학년도 2학기 학생건강검진 실시 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/892955/artclView.do,"보건진료소에서는 학생 개인의 건강관리를 위하고 대학내 감염병 질환을 예방하기 위해, 학생건강검진을 다음과 같이 실시합니다.가. 실시기간 : 2024. 8. 26.(월) ~ 9. 13.(금)나. 시간 및 장소  - 보건진료소(제1학생마루 2층) 09:30~11:30, 13:00~16:30다. 대상자  - 1학기 건강검진 기간에 검수하지 못 한 학생 중    1) 재학생    2) 생활관 입주 희망자 중 건강검진이 필요한 학생라. 검진항목 : 기초 체격검사, 혈압, 흉부 X-ray, 채혈(B형 항원.항체, 빈혈)마. 검진비용 : 3,0",2024-08-22 17:18:19.0
조경학과,"국가거점국립대학교 2024학년도 2학기 학사교류강화 통합공고 안내(강원대, 경북대, 경상국립대, 부산대, 전북대, 제주대, 충남대, 충북대)",https://jnula.jnu.ac.kr/bbs/jnula/655/890785/artclView.do,"국가거점국립대학교(KNU10)는 학사교류 활성화 및 상호발전을 위한 협력을 도모하고자 2020. 10. 8. 상호협약을 체결하였고, 이에 따라 2024학년도 2학기에도 학점 교류제도를 발전시킨 국가거점국립대학교(KNU10) 학사교류 제도를 운영합니다.※ KNU10: 전남대, 강원대, 경북대, 경상국립대, 부산대, 서울대, 전북대, 제주대, 충남대, 충북대 3. 이에 국가거점국립대학(KNU10) 학사교류 통합공고문을 붙임과 같이 안내해 드리니 각 학과에서는 소속 학생에게 공지하여 주시기 바랍니다.   주요 사항  가. 지원자격: 학부",2024-07-22 17:13:41.0
조경학과,「2024년 상반기 3차 도전장학(미래) 선발 계획」 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/890528/artclView.do,"가. 장학생 선발1) 자격: 2024년 8월 학사과정 졸업자로서 2024학년도 후기 일반전형 및 학 석사연계과정에 지원하여 우리 대학교 일반대학원에 진학한 자※ 직전학기 성적 평균평점 2.5이상 (전남대학교 장학규정 제3조(장학생의 자격))2) 장학금: 인문사회계열 1,700천원, 자연예체능계열 2,300천원※ 단, 지원액은 가용예산 범위에 따라 다소 변동 가능함3) 제출서류대상제출 서류제출 기한제출처지원신청자◦ 도전장학(미래) 지원신청서[별지 제1호 서식] ※ 붙임 참조2024. 7. 25.(목)학과 사무실학과(부)◦ 도전장학(미",2024-07-18 08:55:19.0
조경학과,2024학년도 1학기 도전장학생(비상) 선발 계획 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/889760/artclView.do,"1. 관련: 학생과-7249(2024.07.05.) 「2024학년도 1학기 도전장학생(비상) 선발계획(안) 수립 및 시행」가. 선발인원(예정): 92명(학부재학생 88명, 외국인학생 4명)나. 장학금액(1인당): 1,800천원다. 접수기간: 2024. 7. 5.(금) 15:00~7. 12.(금) 18:00라. 신청방법전남대학교포털사이트(http://portal.jnu.ac.kr)에 로그인 후   교육지원   내학사행정  장학   도전장학   장학금신청에 접속하여 도전계획서 작성 및 제출마. 선발계획: 붙임파일 및 홈페이지 공지사항",2024-07-09 14:08:50.0
조경학과,2024학년도 2학기 우선 선발 장학(법정장학 및 복지장학 등) 신청 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/889752/artclView.do,1. 관련: 「전남대학교 장학 지침」 제9조(우선 선발 장학생) 및 제20조(우선 선발 장학생)  법정장학   복지장학   특별장학 수혜자격 및 증빙서류 구 분수혜자격증빙 서류장학금비고국가유공장학(법정장학) 독립유공자예우에 관한 법률 등 관련 법령에 따른 법정 장학 대상자 중 직전 학기 평균평점이 1.75(실점 70점) 이상인 자※ 국가유공자 등 본인은 성적 제한 없음 교육지원대상자증명서(본인) 또는 대학수업료등 면제대상자증명서(자녀) 1부※ 기수혜자는 신청 필요 없음등록금전액학부생북한이탈주민장학(법정장학) 북한이탈주민의 보호,2024-07-09 13:50:37.0
조경학과,"[농림축산식품부, 한국농어촌희망재단] 청년창업농 장학금 신청 안내",https://jnula.jnu.ac.kr/bbs/jnula/655/882272/artclView.do,,2024-07-03 08:39:31.0
조경학과,2024학년도 2학기 자유학기(자유교과목) 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/880918/artclView.do,,2024-06-17 14:58:00.0
조경학과,[한국임업진흥원] 2024년 청년 글로벌 산림현장체험 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/880340/artclView.do,,2024-06-12 09:16:52.0
조경학과,2024학년도 1학기 응원장학생 선발 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/880321/artclView.do,,2024-06-11 17:46:35.0
조경학과,[한국조경학회] 2024년 제29회 조경디자인 캠프 개최 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/880301/artclView.do,"안녕하세요.(사)한국조경학회 제29회 조경디자인캠프 개최 안내드립니다. ▣ 주최: (사)한국조경학회 / 주관: 부산광역시 ▣ 코디네이터 및 튜터진   코디네이터: (총괄)안승홍 (한경국립대학교) / (부산)양건석 (동아대학교)   튜터진 : (스튜디오 A) 이진욱(한경국립대학교), 이윤주(LPSCAPE),              (스튜디오 B) 최혜영(성균관대학교), 강한솔(얼라이브어스),              (스튜디오 C) 이상훈(전남대학교), 신다영(전 JCFO)              (스페셜 튜터 4인) 정원분야, 건축분",2024-06-11 17:14:47.0
조경학과,‘24학년도 하계 「대학원생 영어논문 작성법/발표법 특강」안내,https://jnula.jnu.ac.kr/bbs/jnula/655/879780/artclView.do,,2024-06-04 12:48:32.0
조경학과,LH 국토개발 기술대전 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/879087/artclView.do,,2024-05-24 13:25:24.0
조경학과,2024학년도 『푸른등대 NH농협은행 대학생 재능봉사 캠프』 멘토(팀) 모집 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/879077/artclView.do,"가. 모집 안내□ 모집 기간: 2024. 5. 21.(화) ~ 6. 4.(화) 18:00까지□ 신청 자격: 모집 공고문(붙임1) 참고□ 지원내용: 활동지원금(1인당 70만 원), 장학금(1인당 최대 150만 원), 활동 확인서【멘토(팀) 참여신청 절차】#9312; 재단 누리집을 통해 온라인 참여 신청* ☞ 팀원 전원 개별 신청#9313; 멘토팀 활동계획서(붙임2)를 전자메일(mentoring3@kosaf.go.kr)로 제출 ☞ 팀별 1부 ※ 활동계획서를 통해 팀원 명단 확인 예정으로, 정확한 팀원 명단(재단 ID 등) 기재 필요□",2024-05-24 10:37:10.0
조경학과,계룡장학재단 아이디어 공모전 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/878770/artclView.do,,2024-05-21 17:08:31.0
조경학과,2024년 국립대학 육성사업 ‘대학생 인권 서포터즈’ 모집 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/878711/artclView.do,"하고자 합니다.가. 사 업 명: 대학생 인권 서포터즈 프로그램- 사업기간: 2024.05.~2025.02.- 대    상: 전남대학교 재학생- 모집인원: 10명- 신청방법: 온라인 신청(QR코드 및 google 설문지 양식 활용)* 개별신청링크: https://docs.google.com/forms/d/e/1FAIpQLSdUPoe0xBI7gIABvvGTFOMH4gn_JwvhFGd_5CwJN6jEWd1r2g/viewform?usp=pp_url나. 추진일정일정내용비고 24. 5.❍ 인권 서포터즈 홍보 및 구성SNS, 웹포스터, 현수막",2024-05-21 14:22:48.0
조경학과,2024학년도 후기 학·석사연계 및 학·석박사통합연계과정자 입학지원서 제출 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/878456/artclView.do,5월 21일 화요일까지 학과사무실로 제출바랍니다.제 출 서 류【서식】 학부졸업신청서【서식】 대학원 입학지원서【서식】 포기원(해당자에 한함),2024-05-17 15:30:17.0
조경학과,「2024년 상반기 2차 도전장학(미래) 선발 계획」 공고 안내,https://jnula.jnu.ac.kr/bbs/jnula/655/878455/artclView.do,"장학생 선발가. 자격: 2024년 8월 학사과정 졸업자로서 2024학년도 후기 일반전형 및 학 석사연계과정에 지원하여 우리 대학교 일반대학원에 진학한 자※ 직전학기 성적 평균평점 2.5이상 (전남대학교 장학규정 제3조(장학생의 자격))나. 장학금: 인문사회계열 1,700천원, 자연예체능계열 2,300천원※ 단, 지원액은 가용예산 범위에 따라 다소 변동 가능함다. 제출서류대상제출 서류제출 기한제출처지원신청자◦ 도전장학(미래) 지원신청서[별지 제1호 서식] ※ 붙임 참조성적증명서2024. 5. 21.(화)학과 사무실",2024-05-17 15:25:08.0
