학부,제목,링크,내용,작성일
에너지자원공학과,제목: 2024년 (재)전남대학교 공과대학 학술연구재단 SE장학금 신청 안내 _ 에너지자원 1명 배정됨.,https://resources.jnu.ac.kr/bbs/resources/1194/900470/artclView.do,"제목: 2024년 (재)전남대학교 공과대학 학술연구재단 SE장학금 신청 안내 _ 에너지자원 1명 배정됨.  「(재)전남대학교공과대학학술연구재단」에서는 균등한 교육 기회를 보장하고 재능 있는 공학 인재의 성장을 지원하기 위해 2024년도 「SE 장학금」 장학생을 다음과 같이 선발하고자 하오니, 2024. 11. 26.(화)까지 추천해 주시기 바랍니다.  1. 장학금 성격: 학업장려금(생활비) 백만원  2. 장학생 자격    - 2~4학년 재학생(수업연한 초과자 및 졸업(수료)유보자, 휴학자 제외)    - 직전 학기 이수학점 12학점",2024-11-19 09:27:20.0
에너지자원공학과,2025학년도 1학기 국가장학금 1차 신청 안내,https://resources.jnu.ac.kr/bbs/resources/1194/900469/artclView.do,"2025학년도 1학기 국가장학금 1차 신청 안내1. 2025학년도 1학기 국가장학금 1차 신청 일정을 다음과 같이 안내합니다.  가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생         * 재학생은 국가장학금 1차 신청이 원칙(재학 중 2회에 한해 2차 신청으로 수혜 가능)  나. 신청기간: '24. 11. 21.(목) ~ 12. 26.(목) 18:00    - 서류제출 및 가구원 정보제공 동의 기간:  '24. 11. 21.(목) ~ '25. 1. 2.(목) 18:00       ※ 주말․공휴일 포함 24시간",2024-11-19 09:26:28.0
에너지자원공학과,[학부] 2024년 2학기 에너지자원공학캡스톤디자인 졸업논문 공개발표 일정 및 논문제출일 안내,https://resources.jnu.ac.kr/bbs/resources/1194/899462/artclView.do,,2024-11-05 10:48:56.0
에너지자원공학과,2025년 2월 학부 졸업대상자 졸업서류 제출 안내 (~2025.1.10.까지),https://resources.jnu.ac.kr/bbs/resources/1194/899459/artclView.do,2025년 2월 학부 졸업사정 관련 안내 2025년 2월 졸업을 위한 졸업사정을 실시합니다. 증빙서류는 학과실로 2024.12.1.~ 2025.1.10.까지 학과실로 제출해주시기 바랍니다.졸업 위해서는 다음 요건을 모두 만족해야 졸업이 가능합니다. 졸업논문EXITINTERVIEW컴퓨터영역외국어영역ABEEK인증자 제출 서류인증학생○○○○○항목자격시행일비고졸업논문▪에너지자원공학캡스톤디자인 수강자 졸업논문 발표 및 논문제출필수 EXIT INTERVIEW▪에너지자원공학캡스톤디자인 수강자 EXIT INTERVIEW 응시필수 컴퓨터영역▪컴퓨터,2024-11-05 10:34:41.0
에너지자원공학과,포스코 스틸브릿지 2024학년도 동계 현장실습학기제  신청 안내(~10/24 오전11시까지),https://resources.jnu.ac.kr/bbs/resources/1194/898121/artclView.do,"우리 대학 학생들의 산업 현장에 대한 이해 증진 및 진로 탐색을 위한 「포스코 스틸브릿지 2024학년도 동계 현장실습학기제」 모집을 아래와 같이 안내하오니 많은 학생들의 신청 바랍니다.가. 실습기업(관)명: 포스코 스틸브릿지나. 모집인원: 총 40명[이공계 30명, 인문계 10명]다. 모집기간: 2024. 10. 14.(월)   10. 24.(목) 오전11시까지 학과실로 신청라. 실습기간: 2025. 01. 20.(월)   02. 21.(금) [5주]마. 모집안내1) 모집분야분 야직 무전 공이공생산기술금속/재료/신소재,화학/화공설비",2024-10-18 14:40:17.0
에너지자원공학과,[대학원] 2025년 2월 졸업예정 석박사학위논문 심사 결과 제출,https://resources.jnu.ac.kr/bbs/resources/1194/897964/artclView.do,"심사 결과 서류를 12월18일(수)까지 학과실로 제출해주시기 바랍니다.심사위원 중 학외심사위원이 있을 경우 개인정보제공동의서, 심사료 기타소득 신고자료 추가 제출해주시기 바랍니다[ 박사과정]- 심사위원장: 승낙서 1부, 심사결과표 1부, 심사요지서 1부(심사위원 연서로 작성), 심사일정표 1부, 중간보고서 3부- 심사위원: 승낙서 1부, 심사결과표 1부[석사과정] 심사위원(장): 승낙서 1부, 심사결과표 1부【논문표절예방프로그램(Turnitin, Copykiller) 유사도검사 실시 및 제출서류】#9312; 유사도검사 의무시행 대상",2024-10-17 09:40:26.0
에너지자원공학과,2024년 2학기 글로벌커뮤니케이션잉글리쉬 학점 미취득자 교과목 이수 안내,https://resources.jnu.ac.kr/bbs/resources/1194/897469/artclView.do,"2024학년도 2학기 글커잉 학점 미취득자 교과목 이수 방안을 조사하니 해당학생은 증빙서류를 학과실로 12.16(월) 오전11시까지 제출해주시기 바랍니다.  2024학년도 2학기 글커잉 학점 미취득자 교과목 이수 조사 개요  ❍ 학점 미취득자: 교과목명학점비고기초영어3#9312;대체교과목 중 기 이수교과목이 있는 경우 소급하여 인정하지 않고, 다른 대체교과목을 택1하여 이수해야 함#9313; 글커잉 대체교과목 신청: 학생이 해당과목 종강 전까지 포털 내 직접 신청[종강 전까지 포털 내 글커잉 대체교과목 신청을 하지 않은 경우, 종",2024-10-11 16:44:14.0
에너지자원공학과,2025학년도 전기 일반대학원 신입생 모집 관련 학과 설명 자료,https://resources.jnu.ac.kr/bbs/resources/1194/896792/artclView.do,2025학년도 전기 일반대학원 입학에 관심 있는 학생들은 참고하시기 바랍니다.,2024-10-02 09:40:31.0
에너지자원공학과,2024년 2학기 교과구분 정정 신청,https://resources.jnu.ac.kr/bbs/resources/1194/895188/artclView.do,"2024학년도 2학기 교과구분 정정 신청을 9월25일(수)까지 학과실로 신청서를 제출해주시기 바랍니다(신청서는 첨부파일 참고)◍ 교과구분 정정이란?예를 들어 2022학번의 경우 2022년도 교과과정을 따라 이수해야 졸업이 가능합니다.만약, 교과과정상 A라는 교과목이 전필인데 학생 성적표를 출력해서 보면 전선으로 인정된 경우 교과구분 정정 신청을 해야 합니다.반대의 경우에도 B라는 교과목이 전선인데 학생 성적표를 출력해서 보면 전필로 인정된 경우 교과구분 정정 신청을 해야 합니다.교필, 교선도 마찬가지입니다.",2024-09-11 14:24:32.0
에너지자원공학과,[대학원] 2024년 2학기 전적대학원 취득학점 및 초과취득학점 인정신청서 제출,https://resources.jnu.ac.kr/bbs/resources/1194/894517/artclView.do,"전적대학원 취득학점 및 초과취득학점을 인정받고자 하는 학생이 있는 경우, 전적대학원[붙임4]/초과취득학점[붙임5] 인정신청서를 작성하여 신청인(학생) 구비서류와 함께 2024. 10. 14(월)까지 제출하여 주시기 바랍니다. 가. 전적대학원 학점인정- 동일 과정의 국내 또는 외국 대학 대학원에서 학점 취득 후 우리 대학 대학원에 입학한 경우* 사례  전남대학교 일반대학원 석사[박사] 졸업[자퇴] 후, 전남대학교 일반대학원 석사[박사] 입학  충남대학교 일반대학원 석사 졸업 후, 전남대학교 일반대학원 석사 입학  동국대학교 일반대학원",2024-09-05 14:12:14.0
에너지자원공학과,[대학원] 2024학년도 후기(2025년 8월) 석·박사학위수여예정자 논문작성계획서 접수 안내,https://resources.jnu.ac.kr/bbs/resources/1194/894379/artclView.do,"1. 2024학년도 후기(2025년 8월) 석 박사학위수여예정자에 대한 논문작성계획서 접수를 안내하오니 논문작성계획서(한글파일을 서명 완료 후 PDF로 변환), 작성자명단(엑셀)을 10.7(월)~10.8(화) 오전11시까지 제출해주시기 바랍니다.",2024-09-04 17:12:53.0
에너지자원공학과,[대학원] 2024학년도 전기(2025년 2월 졸업예정) 박사학위청구논문 접수 안내,https://resources.jnu.ac.kr/bbs/resources/1194/894376/artclView.do,"2024학년도 전기(2025년 2월 졸업예정) 박사학위청구논문을 접수하오니, 9.23(월)-9.27(금) 오전11시까지 학과실로 제출해주시기 바랍니다. 1. 심사용 학위청구논문 5부.2. 박사학위청구논문 심사원(붙임 #9313;) 1부.3. 학위논문 연구윤리 준수확인서(붙임 #9315;) 1부.4. 연구윤리 교육 이수 수료증(붙임 #9316; 매뉴얼 참조) 1부.5. 심사료 입금 영수증 1부.- 박사 논문심사료: 300,000원- 심사료 입금 계좌번호: 광주은행 074-107-437304 전남대학교(논문심사료)- 반드시 논문제출자의",2024-09-04 17:05:48.0
에너지자원공학과,[대학원] 2024학년도 전기(2025년 2월 졸업예정) 석사학위청구논문 접수 안내,https://resources.jnu.ac.kr/bbs/resources/1194/894285/artclView.do,"2024학년도 전기(2025년 2월 졸업예정) 석사학위청구논문을 접수하오니, 9.30(월)-10.4(금) 오전11시까지 학과실로 제출해주시기 바랍니다. 1. 심사용 학위청구논문 3부.2. 석사학위청구논문 심사원(붙임 #9313;) 1부.3. 학위논문 연구윤리 준수확인서(붙임 #9315;) 1부.4. 연구윤리 교육 이수 수료증(붙임 #9316; 매뉴얼 참조) 1부.5. 심사료 입금 영수증 1부.- 석사 논문심사료: 100,000원- 심사료 입금 계좌번호: 광주은행 074-107-******전남대학교(논문심사료) -  계좌번호 학과사무",2024-09-04 10:59:24.0
에너지자원공학과,2024년 2학기 추가 등록 공고 및 휴복학 신청 일정 안내,https://resources.jnu.ac.kr/bbs/resources/1194/893230/artclView.do,,2024-08-26 14:26:20.0
에너지자원공학과,2024년 2학기 국가장학금 신청 안내,https://resources.jnu.ac.kr/bbs/resources/1194/892225/artclView.do,"1.  2024학년도 2학기 국가장학금 2차 신청 일정을 다음과 같이 안내하오니 아래 내용 참고하시기 바랍니다.가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생* 재학생은 국가장학금 1차 신청이 원칙(2차 신청 시 재학 중 2회에 한해서만 수혜 가능)나. 신청기간: '24. 8. 14.(수) ~ 9. 11.(수) 18:00- 서류제출 및 가구원 정보제공 동의 기간:  '24. 8. 14.(수) ~ '24. 9. 19.(목) 18:00※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시 마감  ※ 여수캠퍼스 학생",2024-08-13 14:46:12.0
에너지자원공학과,[대학원] 2025년 2월 석박사 학위논문 주요 일정 안내,https://resources.jnu.ac.kr/bbs/resources/1194/891878/artclView.do,,2024-08-08 15:35:54.0
에너지자원공학과,2024년 2학기 대체교과목 신청,https://resources.jnu.ac.kr/bbs/resources/1194/891002/artclView.do,"2024년 2학기 대체교목 신청이 필요한 학생은 9.4(수)까지 신청서를 제출해주시기 바랍니다.신청서를 제출하지 않고 조교에게 확인없이  본인만 수강신청 할 경우 대체교과목 신청이 되지 않습니다. 주의하시기 바랍니다.1. 대체교과목 인정 사유: 교과목을 이수 또는 재이수하고자 할 때 교육과정 개편으로 교과목이 폐지되어 이수할 수 없거나, 동일교과목이 지정되지 않은 경우2. 제출서류: 대체교과목 지정신청서 1부3. 참고사항  가. 폐지 변경된 교과목은  원교과목 으로, 대신 이수할 교과목은  대체교과목 으로 지정예를들어)학번: 19*",2024-07-24 13:55:30.0
에너지자원공학과,2024학년도 3차 상반기 도전장학(미래) 선발 안내,https://resources.jnu.ac.kr/bbs/resources/1194/890425/artclView.do,"1. 「2024년 상반기 3차 도전장학(미래) 선발 계획」을 다음과 같이 공고하오니 관심있는 학생들의 많은 지원 바랍니다.가. 장학생 선발1) 자격: 2024년 8월 학사과정 졸업자로서 2024학년도 후기 일반전형 및 학 석사연계과정에 지원하여 우리 대학교 일반대학원에 진학한 자※ 직전학기 성적 평균평점 2.5이상 (전남대학교 장학규정 제3조(장학생의 자격))2) 장학금: 인문사회계열 1,700천원, 자연예체능계열 2,300천원※ 단, 지원액은 가용예산 범위에 따라 다소 변동 가능함3) 제출서류 : 도전장학(미래) 지원 신청서 7.",2024-07-17 14:30:16.0
에너지자원공학과,2024년 2학기 공학교육인증 비인증 전환 신청 안내(~9/4),https://resources.jnu.ac.kr/bbs/resources/1194/889856/artclView.do,2024학년도 2학기 일반공학프로그램 및 공학프로그램 간 전환 신청을 희망하는 학생은 학과사무실로 신청서를 제출해 주시기 바랍니다.가. 대상자1) 4학기 교육과정 이수학생 중 5학기 ~ 8학기 수강신청 대상학생2) 편입 후 1학기 이내에 해당하는 학생 중 공학프로그램으로 전환 신청자나. 제출기한 : 2024. 9. 4.(수)까지,2024-07-10 09:01:46.0
에너지자원공학과,"(해외자원개발협회 교육) 자원개발 CCS 심화교육 안내(7.30~31, 온라인 강좌)",https://resources.jnu.ac.kr/bbs/resources/1194/882326/artclView.do,"해외자원개발협회와 디지털오일필드 컨소시엄의 인하대학교는 미래 자원개발 인력의 실무능력 향상을 위해CCS 심화교육을 개최한다고 합니다. 관심있는 학생들은 참고하시기 바랍니다.ㅇ 교육명 : CCS 심화교육ㅇ 일시 :  24. 7. 30(화) ~ 31(수), 09:00~16:00ㅇ 방법 : 온라인 동시 강의(접속방법은 신청자에 별도 공지)ㅇ 대상 : 자원개발 관련 학과 대학원생(학부생 및 회원사 재직자도 신청 가능)ㅇ 강의 신청 방법 : 온라인 신청(아래 링크로 접속하여 회원가입 후 신청)https://edu.emrd.or.kr/unem",2024-07-03 14:52:12.0
에너지자원공학과,학부 장기수료생(취업자)에 대한 졸업자격기준 완화 안내,https://resources.jnu.ac.kr/bbs/resources/1194/882301/artclView.do,"전남대학교에서는 이미 사회에 진출한 장기수료생에 대한 졸업자격인정기준을 완화하여 다음과 같이 알려드리니 참고하시기 바랍니다. 1. 장기수료자는 수료 후 3년 이상이 경과한 자 중에 취업이 된 경우를 말함. 2. 전공영역 불합격 자인경우 : 졸업시험에 응시하여야 하며 재직증명서, 건강보험자격득실확인서를 학과실로 제출 3. 컴퓨터, 외국어영역 불합격 자인 경우 : 재직증명서, 건강보험자격득실확인서를 학과실로 제출 4. 공학교육인증 대상자의 경우 : 자기계발 혹은 취업을 위해 참여한 프로그램 보고서 제출 자세한 문의는 학과실로 하시기 바",2024-07-03 11:18:45.0
에너지자원공학과,2024년 8월 학부 졸업을 위한 졸업서류 제출 안내,https://resources.jnu.ac.kr/bbs/resources/1194/882277/artclView.do,2024년 8월 학부 졸업사정 관련 안내 2024년 8월 졸업을 위한 졸업사정을 실시합니다. 증빙서류는 학과실로 2024년 7월 19일까지 학과실로 제출해주시기 바랍니다.졸업 위해서는 다음 요건을 모두 만족해야 졸업이 가능합니다.자세한 내용은 첨부파일 참고하시기 바랍니다. 졸업논문EXITINTERVIEW컴퓨터영역외국어영역ABEEK인증자 제출 서류인증학생○○○○○항목자격시행일비고졸업논문▪에너지자원공학캡스톤디자인 수강자 졸업논문 발표 및 논문제출필수 EXIT INTERVIEW▪에너지자원공학캡스톤디자인 수강자 EXIT INTERVIEW,2024-07-03 09:22:16.0
에너지자원공학과,에너지자원공학과 『온실가스감축혁신인재양성사업』 장학생 선발 및 수여식 개최,https://resources.jnu.ac.kr/bbs/resources/1194/882097/artclView.do,"전남대학교 에너지자원공학과에서 실시하는 『온실가스감축혁신인재양성사업』(CCUS사업, 사업단장: 이정환 교수)에서 학부생 및 대학원생들을 대상으로 장학생을 선발하고 6월 26일 수여식(수여자:학과장, 윤대웅 교수)을 개최하였다.해당 사업은 교육부와 산업통상자원부의 부처협업형 인재양성 사업의 일환으로서 전북대 자원에너지공학과와 컨소시엄을 구성해 추진중인 인력양성사업이다. 학부생 및 대학원생을 대상으로 온실가스 감축 혁신기술, 혁신정책, 국제협력 교육 프로그램 운영 등을 통해 탄소 포집, 활용, 저장 기술에 이르는 전주기적 기술과 탄",2024-07-01 14:00:56.0
에너지자원공학과,2024년 2학기 등록 공고,https://resources.jnu.ac.kr/bbs/resources/1194/881902/artclView.do,,2024-06-28 09:57:07.0
에너지자원공학과,[대학원] 2024년 하반기 외국어 종합시험 면제신청 및 시험신청 일정 안내,https://resources.jnu.ac.kr/bbs/resources/1194/881510/artclView.do,2024년 하반기 일반대학원 외국어 종합시험 실시 및 면제처리 시행 계획을 다음과 같이 안내하오니 해당 기일내에 신청하시기 바랍니다.가. 외국어시험은 종전과 같이 실시하되 시험 유형을 통합 단일 유형으로 실시  □ 외국어 종합시험 및 면제 일정 □구분내    용추진일정비고(장소)면제신청면제 신청2024. 7. 4.(목) ~ 7. 8.(월)학과사무실면제자 발표2024. 7. 19.(금) 예정전남대학교 포털시험실시외국어 종합시험 신청2024. 7. 4.(목) ~ 7. 8.(월)학과사무실(아르샘 신청)종합시험 실시2024. 7. 24.(,2024-06-24 15:51:54.0
에너지자원공학과,[온실가스감축혁신인재양성사업]2024년 한국환경공단 하계 인턴쉽 모집 결과 안내,https://resources.jnu.ac.kr/bbs/resources/1194/881192/artclView.do,"한국환경공단 하계 인턴쉽 모집에 따른 선발인원을 아래와 같이 안내합니다.현재 인턴쉽 일정은 7/22~8/16(4주간)으로 예정되어 있으며, 정확한 일정이 확정되면 인턴쉽 세부사항과 함께 선발인원에게 별도로 안내할 예정입니다.*선발인원: 4명 학년성명학번 뒤 2자리4학년노*영****514학년이*영****384학년양*예****994학년이*준****28※문의: 062-530-0720",2024-06-20 09:17:06.0
에너지자원공학과,2024년 2학기 휴학 복학 신청 안내,https://resources.jnu.ac.kr/bbs/resources/1194/880914/artclView.do,2024년 2학기 휴학 복학 신청 안내  가. 휴학 신청 기간    1) 일반휴학(등록): 2024. 8. 20.(화) ~ 10. 30.(수)    2) 일반휴학(미등록): 2024. 8. 20.(화) ~ 8. 23.(금)  나. 복학 신청 기간    1) 조기복학: 2024. 7. 1.(월) ~ 8. 8.(목)    2) 일반복학: 2024. 7. 1.(월) ~ 8. 23.(금)  다. 휴학 복학 신청 방법 및 유의 사항: 한글파일 참고,2024-06-17 14:35:01.0
에너지자원공학과,2023학년도 후기(2024년 8월) 학부 졸업(수료) 대상자 유보 신청 안내,https://resources.jnu.ac.kr/bbs/resources/1194/880727/artclView.do,2023학년도 후기(2024년 8월) 학부 졸업(수료) 대상자 중 2024학년도 2학기 학적사항을  재학 으로 유지하고자 희망하는 학생들이 졸업(수료) 유보를 신청하시기 바랍니다. □ 졸업(수료) 유보 신청 및 유보비 납부 □  가. 유보 신청 기간:2024. 6. 24.(월) ~ 7. 5.(금) 18:00까지 [추가 신청 기간 없음]  나. 유보 학과(부) 확인 기간:2024. 7. 8.(월) ~ 7. 9.(화)  다. 유보비 납부 기간[고지서 발행]:2024. 7. 15.(월) ~ 7. 17.(수) 16:00까지 [추가 납부 기,2024-06-14 14:31:57.0
에너지자원공학과,2024년 2학기 학석사연계과정자 모집 안내,https://resources.jnu.ac.kr/bbs/resources/1194/880464/artclView.do,2024년 2학기 학석사연계과정 지원서 접수 일정이 아래와 같습니다. 관심있는 학생들의 많은 지원바랍니다.구  분일  정장소 및 방법비  고지원서 접수2024. 6. 11(화)~ 7. 12.(금)지원자 ⇨ 단과대학 행정실#9312;연계과정 지원서#9313;지원학과 지도예정교수 추천서#9314;성적확인서(*당해학기 포함)#9315;연구활동계획서합격자 안내2024. 7. 29.(월)예정대학원 ⇨ 대학 ⇨ 학과 수강신청2024. 8. 6.(화)~ 8. 13.(화)전남대포털 ⇨ 교육지원(내학사행정) ⇨ 수업 ⇨ 수강신청학부 및 대학원과목,2024-06-12 14:47:51.0
